,Handle,Text,sentiment
7477,@Deri91616680,"Sebelum RUU cipta kerja di sahkan. gua udah ngerasain salah satu isinya HL selama 2tahun. Tanpa ada yg namanya jaminan kerja. kawan2 gua yg kontrakan setelah kontrak ke3 dijadiin HL lagi sumpah miris.
#UUOmniBusLawSengsarakanRakyat #UUCiptaKerjaAlatPenjajahan 
#DemoMahasiswa",1
7478,@aslamrais_,"Kok Bapak 
@jokowi
 baru membuka suara setelah kurang lebih 3 hari pasca disahkannya RUU Cipta kerja yah! Kalian merasa ada yang aneh nggak?

Nanti sudah terjadi demo dimana-mana, para korban masa aksi berjatuhan dimana-mana baru beliau bersuara!

#TolakOmnibusLaw 
#JanganBungkam",1
7479,@Galihdsptra,"Membalas 
@W_BesaaarHa 2020 corona dan Demo pengesahan RUU cipta kerja
Bangun bro kita masih ditahun 2012 kita keliling kota Probolinggo pakek sepeda fixie",1
7480,@prayogosh,"Membalas 
@notforubabe_
 @Andrio_Rio
  dan 3 lainnyaFasum & hutan same penting nye buat di jage. Terutama hutan, apalagi kalimantan di labeli paru2 dunia. Kyk nye cmn konteks upah & cuti yg banyak disorot same pemerintah dari ruu cipta kerja. Td barusan baca blm ade klarfikasi soal pasal lingkungan yg ade disitu. ",1
7481,@heriwebcom,"Aksi Tolak RUU Cipta Kerja, Mahasiswa Bakar Ban di Depan DPRD SumutAksi Tolak RUU Cipta Kerja, Mahasiswa Bakar Ban di Depan DPRD Sumut
Anggota Dewan dari Fraksi Demokrat mengatakan akan menerima rekomendasi mahasiswa. Aksi Tolak RUU Cipta Kerja, Mahasiswa Bakar Ban di Depan DPRD Sumut.
digtara.com",1
7486,@JTsanada,"ketahuan ni ye biang kerok kisruh RUU cipta kerja PapaNobita 
 #RakyatDukungDemokrat BERHALUSINASI",1
7487,@IrwanMa81475287,"Membalas 
@jokowiJangan samakan dengan negara CHINA cara kerjanya ,bapak emang gak KASIAN ..disinih mayoritas Islam bukan etis 
BAPAK PRESIDEN JOKOWI TERHORMAT
Untuk RUU CIPTA KERJA",1
7488,Mulyawans07@gmail.Com.,"DRAF RUU Omnibus Law CIPTA KERJA.. Belum dipegang oleh Para Anggauta DPR.

KOK udah Berani Menyatakan SAH.
Lantas UU apa itu?
Terus yg beredar di masyarakat itu Sumbernya Dari mana??
Tiba Tiba menyatakan HOAKS Begitu ada DEMO BESAR.
Sandiwara mengarah ke AGENDA Apa ini?",1
7489,@mikimaull,Katanya pade si soal yg dituntut buruh di ruu cipta kerja itu hoax msh ikut uu lama jd pusing dah haha politik tai peju. Kalo emg bener hoax cuma buat nyiptain kerusuhan sih gila juga ni orang yg dalangin,1
7490,@Aji2219,"Kemarin berita nya tentang demo RUU cipta kerja, sekarang berita nya kembali ke covid 19. Hmmmhh",1
7491,@Andreas_halim22,"@CoachJustinL
 coach buat video tentang RUU Cipta Kerja dong coach di channel yutubnya mumpubg ga ada match nih sekali2 buat tentang undang2 hehehe",1
7493,@chellemwl,"Jujur, blm berani utk berkomentar ttg RUU Cipta Kerja yg br aj disahkan. Knp? Yaa krn tebel bgt woii, itu draftnya aj terdiri dr 900 hlm, blm lg baca UU sblmny yg tdk berlaku lg krn hadirnya UU yg skrg. 

So please, jgn gegabah yaa kl mau memposting terkait permasalahan RUU ini",1
7494,@raiso16690,Revisi terhadap UU Ketenagakerjaan dalam RUU Omnibus Law Cipta Kerja memiliki potensi mengurangi perlindungan yang diberikan terhadap pekerja #RakyatDukungDemokrat https://news.ddtc.co.id/world-bank-omnibus-law-cipta-kerja-berpotensi-merugikan-ekonomi-22736…,1
7495,@daemiro14_,"Membalas 
@bakriesoedibjo
 dan 
@miraclesitompulSaya balik deh pertanyannya, apa para anggota DPR udah baca semua 905 halaman RUU Cipta Kerja nya?",1
7496,@ICEL_indo,RUU Cipta Kerja yang menjadi referensi dalam video ini adalah RUU Cipta Kerja versi 14 Februari 2020 yang diambil dari Laman Resmi Kemenko Perekonomian https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…,1
7497,@Agremansyah,1. Pemerintah mengeluarkan Perppu atas RUU cipta kerja yg telah disahkan. Kurang lebih Perppu memperjelas secara detail redaksi yg ada pada RUU (RUU = gambaran dan Perppu = deskripsi dari gambaran RUU),1
7498,@haluanharian,"RUU Cipta Kerja Disahkan, Luhut Ditelepon Bank DuniaRUU Cipta Kerja Disahkan, Luhut Ditelepon Bank Dunia
HARIANHALUAN.COM - Pemerintah bersama Dewan Perwakilan Rakyat (DPR) telah mengesahkan Rancangan Undang-undang Cipta Kerja, Menteri Koordinator Bidang Kemaritima
harianhaluan.com",1
7500,@LanovanVora13,"Bayangin Kalau Rakyat Juga Bikin RUU Cipta Kerja DPR
1 .gaji DPR - UMR
2 .gak ada pesangon
3 .gak ada tunjangan
4 . Gak ada CUTI
5 .Tidak menghadiri Rapat PHK
6 .Tidur pas rapat ,PHK 
7 .gak ada mobil dinas
8 .gak ada rumah dinas

#RAKYATBICARA
 (copas dari temen sebelah )",1
7501,@BhayangkaraK,"Personel gabungan Polda Kalbar dan TNI bersama dengan Mahasiswa membersihkan sampah seusai unjuk rasa yang dilakukan di Gedung DPRD Kalimantan Barat terkait penolakan RUU Cipta Kerja. Mahasiswa yang tergabung dari berbagai OKP, BEM dan kampus.
#BersamaJagaIndonesia",1
7502,@GafIkhsan,"Baleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta KerjaBaleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta Kerja
'Soft copy maupun hard copy bisa diberikan ke fraksi-fraksi. Kalau bisa, hari ini segera dikirim,' pinta Supratman.
nasional.kompas.com",1
7503,@kwk_sek,"Personel gabungan Polda Kalbar dan TNI bersama dengan Mahasiswa membersihkan sampah seusai unjuk rasa yang dilakukan di Gedung DPRD Kalimantan Barat terkait penolakan RUU Cipta Kerja. Mahasiswa yang tergabung dari berbagai OKP, BEM dan kampus.
#BersamaJagaIndonesia0:43
19 tayangan",1
7504,@NyiMasRuminah,"Ketawa dulu ahh
Dan ternyata Said Iqbal ikut sebagai Tim perumus RUU CIpta Kerja , Ini buruh pada ngerti gak sih dikerjain dia . Dia mah enak dapat duit job demo , nah buruh sama mahasiswa affiliasi PKS dapat apa 
https://nasional.tempo.co/read/1377087/dpr-dan-serikat-buruh-bentuk-tim-perumus-klaster-ketenagakerjaan-omnibus-law…
 #RakyatDukungDemokratDPR dan Serikat Buruh Bentuk Tim Perumus Klaster Ketenagakerjaan Omnibus Law
Tim perumus akan menyusun Daftar Inventarisasi Masalah omnibus law RUU Cipta Kerja. Serikat buruh ogah jadi alat stempel pemerintah.
nasional.tempo.co",1
7505,@Elangpramudya15,"Pendukungnya pak jokowi banyak yang bilang ""kamu protes RUU CIPTA KERJA, udah baca semua isinya belum?"", mereka apa nggak malu kalo dibalik, lah jangankan pendukungnya, pak Jokowi nya sendiri udah baca semua isi Undang-Undangnya belom..???",1
7506,@AlpGroho,"Ayo dong DPR RI hapus RUU cipta kerja , kasihan temen saya yang di pabrik . nanti ga sombong lgi kalo gajinya kecil 
 

#DPRPengkhianatRakyat #demo #dpranjing #DPRgoblok #JogjaMemanggil",1
7507,@pastirijal,"Yang kek gini nih gw seneng, lagi heboh masalah ruu cipta kerja, bos gw malah naikin gaji karyawannya :)",1
7509,@lalaaapooow,"Beberapa klausul dalam RUU Omnibus Law Cipta Kerja yang berpotensi merugikan ekonomi Indonesia, berbanding terbalik dengan tujuan rancangan beleid tersebut yang hendak meningkatkan pertumbuhan ekonomi melalui investasi. #RakyatDukungDemokrat",1
7510,@djaritakirana,"Ada beberapa fasilitas umum rusak rezim marah2 & koar2 diTV kayak korban begal, padahal jutaan buruh & keluarga buruh diseluruh indonesia yg menjadi korban begal RUU Ciptakerja buat rezim Anarko.

Otoriter gaya baru, tersangka ngaku korban & korban dijadiin tersangka 
(licik)",1
7512,@NyiMasRuminah,"Said Iqbal itu ikut sebagai perumus RUU Cipta Kerja , Ini buruh ngerti gak sih kalau dikerjain dia. Jadi alat politik dia, dia mah enak dapat duit job demo dari partai  . Nah buruh sama mahasiswa2 Affiliasi PKS dapat apa ? 
 

https://nasional.tempo.co/read/1377087/dpr-dan-serikat-buruh-bentuk-tim-perumus-klaster-ketenagakerjaan-omnibus-law…
 #RakyatDukungDemokratDPR dan Serikat Buruh Bentuk Tim Perumus Klaster Ketenagakerjaan Omnibus Law
Tim perumus akan menyusun Daftar Inventarisasi Masalah omnibus law RUU Cipta Kerja. Serikat buruh ogah jadi alat stempel pemerintah.
nasional.tempo.co",1
7513,@RamadhannBayu,"Membalas 
@HurulAineeeRapat kerja Badan Legislasi (Baleg) DPR dengan pemerintah telah menyepakati Rancangan Undang-Undang atau RUU Cipta Kerja untuk disetujui menjadi Undang-Undang (UU) dalam Rapat Paripurna.",1
7515,@_Fzi,"pie meh mikir ruu cipta kerja, skripsi 4 bulan we gek tekan latar belakangGIF",1
7516,@KimTengAi1,"Membalas 
@Dennysiregar7
 dan 
@jokowiBang, gw adalah salah satu buruh. Tp Alhamdulilah gw msh netral krn masih mencari tau informasi yg benar dan akurat mengenai knp RUU Cipta Kerja ini di demo sm kaum gw. Dr statement abang ini, kalo memang benar tolong infokan pasal mana yg merugikan mafia dan serikat pekerja.",1
7517,@DivaCatrii,"Aksi unjuk rasa terkait penolakan RUU Cipta Kerja  yg berlangsung di Kec. Depok, Kab. Sleman,Yogya dpt berlangsung dengan aman dan tertib.
Utk itu, jajaran Polri turut berikan apresiasi kpd masyarakat yg sampaikan suaranya, karena dpt menyampaikan suaranya dgn damai.
@PoldaJogja",1
7518,@NyiMasRuminah,"Lagi ahhhh  #TenggelamkanDemokrat
Dan ternyata Said Iqbal ikut sebagai Tim perumus RUU CIpta Kerja , Ini buruh pada ngerti gak sih dikerjain dia . mau aja jadi alat politik dia, SI dapat duit dong buat job demo. DPR dan Serikat Buruh Bentuk Tim Perumus Klaster Ketenagakerjaan Omnibus Law
Tim perumus akan menyusun Daftar Inventarisasi Masalah omnibus law RUU Cipta Kerja. Serikat buruh ogah jadi alat stempel pemerintah.
nasional.tempo.co",1
7519,@ustadsetempat,"Membaca RUU cipta kerja 900 lebih halaman, baru 300 halaman gw udah mabok duluan.",1
7520,@detikcom,"""Pengusaha pada umumnya memang terkejut oleh keberanian pemerintah mengajukan RUU Cipta Kerja itu,"" kata Dahlan.

via 
@detikfinanceDahlan Iskan: Pengusaha Terkejut Pemerintah Ajukan RUU Cipta Kerja
""Pengusaha pada umumnya memang terkejut oleh keberanian pemerintah mengajukan RUU Cipta Kerja itu,"" kata Dahlan.
finance.detik.com",1
7521,@detikfinance,"Sebanyak 35 investor global mengirimkan surat terbuka kepada Presiden Jokowi usai disahkannya RUU Omnibus Law Cipta Kerja. Siapa mereka? #OmnibusLawSiapa 35 Investor Global yang Protes Omnibus Law? Ini Jawabannya
Sebanyak 35 investor global mengirimkan surat terbuka kepada Presiden Jokowi usai disahkannya RUU Omnibus Law Cipta Kerja. Siapa mereka?
finance.detik.com",1
7522,@Imam_Alfarizii,"Membalas 
@ernestprakasaNah gitu dong ngegas, setuju klo dibilanh ruu cipta kerja ga semuanya buruk, tp yg namanya uu harus ""Sepenuhnya Baik"" karena dari RAKYAT untuk RAKYAT !",1
7523,@Ihsangunawan10,"Ternyata yang bisa menghilangkan heboh nya  virus CORONA/COVID-19 hanya RUU Cipta Kerja 
 
Salut sama DPR-RI 
Terimakasih Bapak/ibuk  
#negeriantahberantah
#warga+62
#tanahibupertiwitidakbaikbaiksaja
#Dprri",1
7524,@Sindyi15,"Setuju dengan demokrat yang tolak RUU cipta kerja semoga terus konsisten
#RakyatDukungDemokrat",1
7525,@Pandaaaeye,"Proses pembahasan RUU Cipta Kerja ini sudah kehilangan ruh secara filosofis, sosiologis, dan yuridis di tengah pandemi ini. Penjajahan diatas dunia harus dihapuskan apalagi penjajahan terhadap hak rakyat sendiri. #RakyatDukungDemokrat",1
7526,@reginaprb,"Kalo dibilang ""tolol"" kesannya terlalu kasar. Tapi emang benar adanya. Banyak pendemo yang gak tau isi dari RUU cipta kerja tapi asal ikut ikutan biar terlihat keren,ngerusak fasilitas umum bahkan menjarah mall. Situ sehat???",1
7527,@johymun,"RUU Cipta Kerja tidak tepat membaca situasi jadi lebih baik ditunda terlebih dahulu
#RakyatDukungDemokrat",1
7528,@Marfuah849111,Sahkan RUU Cipta Kerja ditengah pandemik hanya akan jadi polemik #RakyatDukungDemokrat,1
7529,@Sojungal,"butuh waktu lebih panjang untuk membahas RUU Omnibus Law Cipta Kerja secara komprehensif. #RakyatDukungDemokratDemokrat Nilai RUU Ciptaker Tak Bisa Wujudkan Keadilan Sosial
Fraksi Partai Demokrat menarik diri dan tidak ikut dalam rapat pengambilan keputusan pembahasan RUU Omnibus Law Cipta Kerja di DPR.
cnnindonesia.com",1
7530,@yaudasiyya,"Muatannya yang besar dan begitu benyak perubahan undang-undang membuat RUU Omnibus Law Cipta Kerja tak bisa dibahas dalam tempo yang singkat #RakyatDukungDemokratDemokrat Nilai RUU Ciptaker Tak Bisa Wujudkan Keadilan Sosial
Fraksi Partai Demokrat menarik diri dan tidak ikut dalam rapat pengambilan keputusan pembahasan RUU Omnibus Law Cipta Kerja di DPR.
cnnindonesia.com",1
7531,@NianNobita,Emang gak rasional jika RUU Cipta kerja harus disahkn ditengah pandemik ini #RakyatDukungDemokrat,1
7532,@sukacoklat0,"Gak baik menurutku RUU cipta kerja ini karena bisa makin sengsarakan buruh aku

mendukung langkah #RakyatDukungDemokrat",1
7533,@Gavin_Narendra,"Prosesnya perbaiki, baru ngomong substansi.

Baleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta Kerja - http://Kompas.comBaleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta Kerja - Kompas.com
""Soft copy maupun hard copy bisa diberikan ke fraksi-fraksi. Kalau bisa, hari ini segera dikirim,"" pinta Supratman.
amp.kompas.com",1
7535,@dmustok,"Ada satu permasalahan untuk para buruh di RUU Cipta Kerja.

Middle income trap. Dan indonesia baru saja masuk ke dalamnya. Gaji para buruh (UMR) diperkecil mengikuti perkembangan ekonomi negara tersebut.",1
7536,@indahpurnaama_,"Membalas 
@fackturaOur government approved RUU Cipta Kerja which means the job creation bill. A draft version of the bill such as reducing severance pay, removing restrictions on manual labor by foreign workers, increasing the use of outsourcing, and converting monthly salaries to hourly wages.",1
7537,@selvijn_ellias,"Rektor UI pernah simpulkan: Jika paham isinya, masyarakat setuju RUU Cipta KerjaRektor UI pernah simpulkan: Jika paham isinya, masyarakat setuju RUU Cipta Kerja
Rektor UI pernah simpulkan: Jika paham isinya, masyarakat setuju RUU Cipta Kerja was last modified: October 9th, 2020 by
solussinews.com",1
7538,@malikul100,"Akan Berdampak Positif , Omnibus Law Cipta Kerja Malah Jadi Sasaran Hoax

RUU Cipta Kerja atau Omnibus Law Cipta Kerja sejatinya, jika disahkan menjadi UU, akan memberikan banyak dampak positif.",1
7539,@pricillia_here,"I MEAN, BRO! SEBELUM BERITA INI TRENDING, LO GATAU KAN WTF HAPPENS WITH RUU CIPTA KERJA OMNIBUS LAW INI! DAN YANG BANTU INI TRENDING YA KITA² INI BRO!",0
7541,@nungkyananda21,Ternyata RUU cipta Kerja .. maaf ya aku banyak wartawan ,1
7543,@armangn8,"Sy juga tak yakin Yth. Ibu Gubernur 
@KhofifahIP
 ini faham dgn subtansi UU Cipta Kerja.
Kami semua yg tergerak hatinya menolak dan berdemo atas pengesahan RUU tersebut jd UU krna kami faham disitu ada persoalan yg menyangkut hajat hidup orang banyak dan tidak adanya rasa keadilan.Tweet Kutipan
Republika.co.id
@republikaonline
 · 9 Okt
Khofifah tidak yakin anak-anak yang ikut demo paham UU Ciptaker http://republika.co.id/berita//qhxfag349/khofifah%c2%a0minta-polisi-cari-dalang-rusuh-demo-uu-ciptaker…",1
7544,@GafIkhsan,"Sejak Awal Partai Demokrat Tolak RUU Cipta Kerja
#DemokratTolakRUUCiptaKerjaDari 
cyberdemokrat",1
7545,@ichaasft,"Aku saat mendengar Ruu cipta kerja di sahkan:

#freya gaktau ah pen jadi kadal aja",1
7546,@yulianahandayan,"Membalas 
@MithaShafraaBeda mit di ruu cipta kerja pasal 156 itu kata2nya gini ""uang pesangon dibayarkan paling banyak sesuai poin2 dibawah"" contoh kaya kerja dibawah satu tahun paling banyak dikasih pesangon 1 kali gaji, kalau di uu no.13 tahun 2003 itu ""uang pesangon dibayarkan paling sedikit bla2""",1
7549,@MbBolot,"#PengangguranButuhKerja 
Menuntut pemerintah buka lapangan kerja
 #MahasiswaButuhKerja  
Tolak RUU Cipta Kerja.. Yg bertujuan membuka lapangan kerja
Wes angel..... angel.... lambene
Ngalor ngidul..",1
7550,@Metro_TV,"Jokowi Jelaskan RUU Cipta KerjaJokowi Jelaskan RUU Cipta Kerja
Presiden Joko Widodo menjelaskan Rancangan Undang-undang Cipta Kerja (RUU Cipta Kerja) yang memicu aksi demonstrasi pada 7 dan 8 Oktober 2020 kemarin. Menurut Jokowi unjuk rasa tersebut dipicu olah...
metrotvnews.com",1
7551,@Yanyan01S,RUU cipta kerja dinilai juga Memberikan dampak yang buruk untuk kalangan buruh #RakyatDukungDemokrat,1
7552,@Sakuraa200,Wajar saja kalau fraksi partai Demokrat menolak RUU cipta kerja #RakyatDukungDemokrat,1
7553,@UtamiSriRosita1,"Membalas 
@CNNIndonesiaTolak RUU cipta kerja karena merugikan kaum pekerja",1
7554,@Raaaaa_17,"Saya ingin klarifikasi biar gk salah paham disini, kebetulan bapak saya DPR. Jadi RUU Cipta kerja sebnarnya baik untuk masyarakat namun kita seringkali tidak pernah bersyukur atas nikmat allah swt. Itu saja sih. Btw bapak saya DPR (Dagang Perabotan Rumah).  SekianJodohTaehyung",1
7555,@fhmifu_,"Baiknya gugat lewat MK. Ikuti aja alur yang diinginkan pemerintah, disitu akan terlihat cara mainnya pemerintah dalam mempertahankan RUU cipta kerja",1
7558,@Chanwoonoona_,"Kebumen tolak RUU Ciptakerja

#UUOmniBusLawSengsarakanRakyat #TolakOmnibuslawDPR #DemoMahasiswa #TolakUUCiptaKerjaa #kebumenbergerak #KebumenDari 
J O M B L O",1
7559,@bknagari90,"sawit doesn't last forever, honey :) ikut greget bacanya

Jawaban untuk Bagaimana pendapat Anda tentang disahkannnya RUU Cipta Kerja / Omnibus Law? Mengapa banyak yang menentang? oleh M ArkandiptyoBagaimana pendapat Anda tentang disahkannnya RUU Cipta Kerja / Omnimbus Law? Mengapa banyak yang...
Jawaban M Arkandiptyo: Saya bahas contoh dari satu pasal saja ya, udah panjang banget loh soalnya. Bukan, bukan soal hak-hak buruh atau DPR yang oportunis… saya kira sudah banyak yang bahas - yang...
id.quora.com",1
7560,@detikfinance,"""Pengusaha pada umumnya memang terkejut oleh keberanian pemerintah mengajukan RUU Cipta Kerja itu,"" kata Dahlan.Dahlan Iskan: Pengusaha Terkejut Pemerintah Ajukan RUU Cipta Kerja
""Pengusaha pada umumnya memang terkejut oleh keberanian pemerintah mengajukan RUU Cipta Kerja itu,"" kata Dahlan.
finance.detik.com",1
7562,@bapamudanih,"Wajar jika partai Demokrat menolak RUU cipta kerja soalnya cacat prosedur dan substansi #RakyatDukungDemokrat
 https://pic.twitter.com/NH1qufIQtX",1
7563,@Christiyanokta,"Membalas 
@AREAJULIDBukannya ruu cipta kerja merevisi uu terkait judisial review ya? Di puter2 doang ini mah lol",1
7566,@Demokrat_TV,"15. Permohonan Permintaan Dokumen RUU Cipta Kerja, karena pasca disahkannya RUU tersebut menjadi UU, secara resmi Fraksi Partai Demokrat belum mendapatkan dokumen UU Ciptaker yang telah disahkan tersebut...",1
7567,@gadisresidu_b3,"Ini wanita penyebar hoax RUU Cipta Kerja kenapa dibiarkan..?? #Biangnya
https://m.facebook.com/story.php?story_fbid=3482514305120465&id=100000857904078…",1
7568,@gintingski,"Berpikir positif: Anggota 
@DPR_RI
 membahas naskah RUU Cipta Kerja di sidang paripurna menggunakan naskah2 digital atau online Anggota DPR Tak Diberi Salinan Fisik RUU Cipta Kerja saat Paripurna
""Belum selesai sudah disahkan. Yang disahkan itu tadi RUU hantu,"" kata anggota Fraksi Demokrat Benny K. Harman soal pengesahan RUU Cipta Kerja.
nasional.tempo.co",1
7569,@turumiring1,"RUU cipta kerja dinilai merugikan pekerjaan kalangan buruh  https://pic.twitter.com/0hVTkEtsgJ

#RakyatDukungDemokrat",1
7570,@didienAZHAR,"Baleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta KerjaBaleg Baru Sadar Anggotanya Belum Pegang Draf RUU Cipta Kerja
IDTODAY NEWS - Draf Omnibus Law RUU Cipta Kerja yang telah diserahkan pemerintah sejak Februari lalu, rupanya baru didistribusikan pimpinan Badan Legislasi ( Baleg) DPR kepada para anggotanya, Selasa...
news.idtoday.co",1
7571,@dwisetiawanri,"Tak Setuju RUU Cipta Kerja, Para Pelakor Ancam Anggota DPR: Tolak Ciptaker atau Istri Tahu. 
“Untuk bapak DPR inisial “W” yang terhormat apakah masih ingat dengan saya,” tanya seorang wanita bertubuh seksi.
Berikut Fraksi Demokrat yg berinisial W.

#TenggelamkanDemokrat",1
7572,@tweetKMJ,"2/3
Massa menolak RUU Omnibus Law Cipta Kerja yang telah disetujui dalam Rapat Paripurna DPR, Senin (05/10).  Menjelang malam hari aparat kepolisian mulai melakukan tindakan refresif terhadap masa aksi dengan menembakan gas air mata dan water canon.",1
7573,@gigicarisa,"Kita Dukung Demokrat utk menolak RUU cipta kerja #RakyatDukungDemokratDemokrat Tolak Tetapkan RUU Ciptaker: Cacat Substansi
Partai Demokrat mengatakan pembahasan RUU Cipta Kerja tidak memiliki urgensi di tengah-tengah pandemi corona yang melanda Indonesia.
cnnindonesia.com",1
7574,@zizibahtiari,"Fraksi Demokrat menolak RUU cipta kerja karena) krn terdapat banyak hal yang harus
dibahas kembali secara mendalam #RakyatDukungDemokratDemokrat Tolak Tetapkan RUU Ciptaker: Cacat Substansi
Partai Demokrat mengatakan pembahasan RUU Cipta Kerja tidak memiliki urgensi di tengah-tengah pandemi corona yang melanda Indonesia.
cnnindonesia.com",1
7577,@FirmanLaowe,Dr hasil bacaan unfaedah RUU Cipta Kerja yg ampe 905 halaman. Ternyata Skrg dukun bayi dan paranormal... Masuk dalam pelayanan medis. Trs Ngurus STR e pie? Ijazahe opo?,1
7578,@humanemagazine,"Penolakan pada RUU Cipta Kerja sudah terjadi sejak lama. Bukan masalah kemarin sore.

Omnibus Law bisa menyerang siapa saja, termasuk lingkungan dan bumi tempat tinggal kita.Bahaya Omnibus Law dan Apa yang Perlu Diketahui
Membiarkan Omnibus Law disahkan sama dengan membiarkan kebakaran hutan terus terjadi sementara korporasi pelakunya bisa aman dari hukum pidana.
humanemag.com",1
7580,@adimncung,"RUU Cipta kerja ini seolah tak melihat keadaan skrg yg diserang pandemik
#RakyatDukungDemokrat",1
7581,@Fadlii0390,"Semoga para anggota dewan yg terhormat tidak sahkan RUU Cipta kerja karena kami
sependapat dgn pak hinca #RakyatDukungDemokrat
https://m.cnnindonesia.com/nasional/20201003221146-32-554062/demokrat-tolak-tetapkan-…
ruu-ciptaker-cacat-substansi",1
7582,@miftah_arief,"Membalas 
@Rifani_zio
 dan 
@detikcomEnte udah baca bang? Coba jelasin disini hubungan RUU cipta kerja dengan banyaknya lowongan pekerjaan dan kesejahteraan pekerja !! Biar keliatan disini siapa yg dungu",1
7584,@MasDV_,"Gegayaan aja sih ,mau bahas RUU cipta kerja ntar malem via jum",1
7585,@sitarzk,"kan bener.. gue udah duga soal RUU cipta kerja tuh pasti isinya gak seperti yg org2 bilang. org2 pd mudah bgt percaya hoax whatsapp, percaya mulut ke mulut.. tanpa cari tau dulu kebenarannya. heran. malu bgt gue",1
7586,@tyosulist2005,"Membalas 
@sherpa701Jujur secara detil isinya aku belum membaca, tapi aku percaya UU Cipta Kerja yg dibuat oleh DPR dan Pemerintah tersebut bertujuan baik, dan yg pasti pembahasan RUU nya sudah butuh waktu lama dan proses yg tidak mudah untuk mencapai kesepakatan sampe disahkan menjadi UU.",1
7587,@Cacarisa10,"Matur suwun partai demokrat yang bersikap tegas tolak RUU Cipta kerja
#RakyatDukungDemokrat
https://ijn.co.id/tolak-setujui-ruu-ciptaker-f-demokrat-minta-dibahas-kembali/…",1
7590,@Azriele12,"Membalas 
@Demokrat_TVPara buruh menyampaikan terima kasih tulus kepada Partai Demokrat yang tegas menolak RUU Cipta Kerja.

#DemokratTolakRUUCiptaker 
#RakyatDukungDemokrat",1
7592,@Kunay08,Aku mendukung penuh langkah partai demokrat yang tolak RUU cipta kerja #RakyatDukungDemokrat,1
7593,@Icaa210,"Ruu Cipta Kerja ini Tentu, menjadi jauh dari prinsip-prinsip Keadilan Sosial.
#RakyatDukungDemokrat
https://ijn.co.id/tolak-setujui-ruu-ciptaker-f-demokrat-minta-dibahas-kembali/…",1
7594,@Riyaanggraini4,"RUU Cipta Kerja nampak sekali bahwa Ekonomi Pancasila akan bergeser menjadi
terlalu Kapitalistik dan Neo-Liberalistik. #RakyatDukungDemokrat
https://ijn.co.id/tolak-setujui-ruu-ciptaker-f-demokrat-minta-dibahas-kembali/…",1
7595,@kittyredfox,"Membalas 
@kindess39Sptinya demikian..abis aneh si sis / bro. Gk parah2 amat itu ruu cipta kerja malah menguntungkan krn kan jd memperbanyak lapangan pekerjaan juga, umkm jd smakin diperhatikan. Tp kok diprotes dan dbkin versi hoaxnya itu yg aneh..bahkan disusupi segala hadeh",1
7597,@radianalaska,Salah satu alasan partai Demokrat menolak adalah RUU Cipta Kerja dianggap tidak memiliki nilai kegentingan di tengah dampak pandemi Covid-19 yang saat ini dihadapi Indonesia. #RakyatDukungDemokrat,0
7598,@pemujasyaitan,"Indonesia itu negara demokrasi, tp sayangnya demokrasinya sedang cacat, bayangin aja lg pandemi gini bikin UU Cipta Kerja, gak ngurusin corona, ngurusin sih tp ya liat aja skrg gmn, RUU PKS aja ditolak mentah2, lo pikir knp pd turun buat demo?",1
7600,@SinkBadher,"Nih akun yg sebar hoax RUU Cipta Kerja
udah kecyduk suruhan siape kira2",1
7601,@fujiayu04,"Membalas 
@KrisnaCurvaNordHanya manusia cerdas yang mengerti apa itu RUU cipta kerja",1
7602,@rakahalilintar,iklim investasi dan ketenagakerjaan dalam RUU cipta kerja ini perlu dipertimbangkan kembali #RakyatDukungDemokrat,1
7603,@Sally90nzales,"Karenanya, Hinca tidak melihat RUU Cipta Kerja ini memiliki relevansi signifikan untuk segera disahkan. 

#RakyatDukungDemokrat",1
7604,@poldasulut_,"Personel gabungan Polda Kalbar dan TNI bersama dengan Mahasiswa membersihkan sampah seusai unjuk rasa yang dilakukan di Gedung DPRD Kalimantan Barat terkait penolakan RUU Cipta Kerja.
#BersamaJagaIndonesia",1
7606,@PanLonely,Anggota fraksi PKS juga sependapat dengan fraksi demokrat mengenai penolakan RUU cipta kerja  #RakyatDukungDemokrat,1
7607,@stranjerx,"Partai Demokrat menyarankan untuk dilakukan pembahasan ulang RUU cipta kerja  #RakyatDukungDemokratFraksi PKS dan Demokrat Tolak RUU Cipta Kerja Dibawa ke Rapat Paripurna
RUU Cipta Kerja dianggap tidak memiliki nilai kegentingan di tengah dampak pandemi Covid-19 yang saat ini dihadapi Indonesia.
nasional.kompas.com",1
7608,@komikpinggiran,"kok KSPI gak diajak sih? 
Ternyata serikat pekerja selama ini ikut dalam tim pembahasan RUU cipta kerja. cuma, KSPI gak diajak sih 6 Serikat Buruh Terus Kawal Pembahasan RUU Cipta Kerja
Sebanyak enam serikat pekerja/serikat buruh menyatakan tetap konsisten tergabung dalam tim pembahasan klaster ketenagakerjaan RUU Cipta Kerja.
suara.com",1
