,id_dataset,user_account,tweet,clean_tweet,sentimen,id_user
883,44305,@bripfths,"Belum kelar RUU. Masyarakat yang masih Pusing karna RUU cipta kerja yg ga jelas di hebohkan Aktivis-aktivis dan Petinggi Koalisi aksi menyelamatkan Indonesia (KAMI). 
Ini kek nya ISU Mengalihkan ISU
Slide2",kelar rancang undang undang masyarakat pusing rancang undang undang cipta kerja heboh aktivis aktivis petinggi koalisi aksi selamat indonesia kayak isu alih isu,0,1
884,44306,@Riau1Official,DPR RI Serahkan Naskah RUU Cipta Kerja Hari Ini ke Jokowi http://dlvr.it/RjZfHm,dewan wakil rakyat rakyat indonesia serah naskah rancang undang undang cipta kerja jokowi,1,1
885,44307,@farid_wajdi70,"Poinnya bagi media 
Ironisnya, media bahkan sangat minim memberitakan bagaimana omnibus law RUU Cipta Kerja akan membahayakan kebebasan pers dan kerja-kerja jurnalistik itu sendiriTweet Kutipan
Febri Diansyah
@febridiansyah
 · 13 Okt
Membalas @farid_wajdi70
menarik datanya ",poin media ironis media minim berita omnibus law rancang undang undang cipta kerja bahaya bebas pers kerja kerja jurnalistik tweet kutip febri diansyah oktober balas tarik data,1,1
886,44308,@matapolitikcom,"RUU Cipta Kerja: Indikasi Rusaknya Demokrasi Kita?RUU Cipta Kerja: Indikasi Rusaknya Demokrasi Kita?
Informasi terkait RUU Cipta Kerja: Indikasi Rusaknya Demokrasi Kita?. Berikut ini adalah pembahasan mendalam dan selengkapnya!
matamatapolitik.com",rancang undang undang cipta kerja indikasi rusak demokrasi rancang undang undang cipta kerja indikasi rusak demokrasi informasi kait rancang undang undang cipta kerja indikasi rusak demokrasi bahas dalam lengkap,1,1
887,44309,@adrianusivann,"Tidak ada kaitannya dengan asing pak menhan, ini ulah dr salah satu partai mnrt asumsi saya, yang sangat berambisi untuk mensahkan RUU Cipta kerja iniTweet Kutipan
Pinterpolitik.com
@pinterpolitik
 · 14 Okt
Hmm, asing yang mana nih ya? Setuju nggak sama pendapatnya Pak @prabowo ? 
 #pinterpolitik #infografis #politik 
https://pinterpolitik.com/politik-catur-di-balik-ruu-ciptaker…",kait asing menteri tahan ulah salah partai asumsi ambisi sah rancang undang undang cipta kerja tweet kutip oktober asing ya tuju dapat,1,1
888,44310,@QueenOfRed2,"Pengesahan RUU Cipta Kerja
https://facebook.com/2013870502004731/posts/3498892433502523/?app=fbl…
#DPCPDIPerjuanganKabSukabumi #DPPPDIPerjuanganJabar #DPDPDIPerjuanganJabar
#PDIPerjuanganJabar
#PDIPerjuangan #JabarBangkit
#AbuBakarSirojudin #SukabumiHarmoni #PAS #KoalisiBersih #Pilkadakabsukabumi2020 #gotongroyong",kesah rancang undang undang cipta kerja,0,1
889,44311,@HendriS90,Menko Prekonomian Airlangga Hartarto kembali menegaskan bahwa proses pnyusunan RUU Cipta Kerja dilaksanakn dengan semangat keterbukaan dan partisipatif.,menteri koordinator ekonomi airlangga hartarto proses susun rancang undang undang cipta kerja laksana semangat buka partisipatif,1,1
890,44312,@lpppgk,"#SobatHalilintarMedia, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread mimin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas admin ya,1,1
891,44313,@TIARA2796,"Dengan RUU Cipta Kerja 
Maka UMKM akan terjamin
Di mana Pemerintah akan membentuk pengelola investasi guna kemajuan UMKM tentu akan meningkatkan lapangan kerja 

Bentuk nyata dr pemerintah terhadap UMKM...layak utk kita dukung 
#StophoaxUUCiptaker",rancang undang undang cipta kerja usaha mikro tengah jamin perintah bentuk kelola investasi maju usaha mikro tengah tingkat lapang kerja bentuk nyata perintah usaha mikro tengah layak dukung,1,1
892,44314,@polsek_dolok,"Kanit Reskrim IPDA Zulfan Ahmadi, SH dan Personil Polsek Dolok Masihul  Mensosialisasikan RUU CIPTA KERJA ( OMNIBUS LAW) dan Meluruskan 12 Berita HOAKS PT Karya Hevea Indonesia.",kanit reskrim ipda zulfan ahmadi sh personel polsek masihul sosialisasi rancang undang undang cipta kerja omnibus law lurus berita hoax pt karya hevea indonesia,1,1
893,44315,@Rutan1PLG,"Sahabat Pengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",sahabat ayom ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas yomin ya,1,1
894,44316,@yesiyanotidak,"RUU Cipta Kerja gairahkan UMKM dan Koperasi 
#OmnibusLawUntungkanBuruhRUU Cipta Kerja Gairahkan UMKM dan Koperasi
Undang Undang Cipta Kerja dikemas untuk kepentingan UMKM dan koperasi. Salah satunya untuk penyerapan tenaga kerja dan kemudahan perizinan. Apa saja manfaat dan dampak lainnya untuk UMKM dan koperasi?
metrotvnews.com",rancang undang undang cipta kerja gairah usaha mikro tengah koperasi cipta kerja gairah usaha mikro tengah koperasi undang undang cipta kerja kemas penting usaha mikro tengah koperasi salah satu serap tenaga kerja mudah izin manfaat dampak usaha mikro tengah koperasi,1,1
895,44317,@cnyteams,"Menanggapi aspirasi Masyarakat, H. Ade Sugianto Bupati Kabupaten Tasikmalaya, mendukung penolakan RUU Omnibus Law Cipta Kerja.

.
.
.
.
#No2
#Tasik
#NoUrut2
#SabaSapa
#AdeCecep
#HadeYakin
#TasikHade
#TasikYakin
#CNYTeams
#AdeSugianto
#Tasikmalaya
#PilkadaTasik",tanggap aspirasi masyarakat h ade sugianto bupati kabupaten tasikmalaya dukung tolak rancang undang undang omnibus law cipta kerja bagus malaya,1,1
896,44318,@yusriza,(2) cukup banyak pasal-pasal yang diatur lebih lanjut dengan Peraturan Pemerintah dan meringkas alasan-alasan pemutusan hubungan kerja dalam Pasal 154 A RUU Cipta Kerja.,pasal pasal atur atur perintah ringkas alas alas putus hubung kerja pasal a rancang undang undang cipta kerja,1,1
897,44319,@germantantra,"Asik
Lumayan nambah proyek baru nih...
Tau dong siapa orangnya?

Rusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani HancurRusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani Hancur
Polisi menembakkan gas air mata menyusul massa demo tolak RUU Cipta Kerja yang ricuh di Tugu Tani, Jakarta Pusat.
liputan6.com",asyik lumayan nambah proyek orang rusuh demo tolak rancang undang undang cipta kerja tenda psbb tugu tani hancur rusuh demo tolak rancang undang undang cipta kerja tenda psbb tugu tani hancur polisi tembak gas air mata susul demo tolak rancang undang undang cipta kerja ricuh tugu tani jakarta pusat,0,1
898,44320,@flowsloww,"Membalas 
@gamerkickers
 @TakCluritKon
  dan 17 lainnyagak gampang ngeruk tanah adat?investor global sampe prihatin dalam pengesahan ruu cipta kerja ini semakin gampang investor untuk ngeruknya bang",balas gampang keruk tanah adat investor global prihatin kesah rancang undang undang cipta kerja gampang investor keruk bang,0,1
899,44321,@mahdesi,Imbauan untuk menjaga ketertiban dan menghindari perusakan fasilitas publik dalam penyampaian pendapat dan dijumpai di banyak lokasi di Jakarta. Hal itu seiring masih adanya gelombang protes sejumlah elemen masyarakat atas persetujuan DPR untuk pengesahan RUU Cipta Kerja.,imbau jaga tertib hindar rusa fasilitas publik sampai dapat jumpa lokasi jakarta iring gelombang protes elemen masyarakat tuju dewan wakil rakyat kesah rancang undang undang cipta kerja,0,1
900,44322,@gemaappe,"Orang orang tuh pada sambat RUU Cipta kerja dan COVID-19, sedangkan aku Hidup sambil Kerja aja sudah struggle.",orang orang sambat rancang undang undang cipta kerja covid hidup kerja juang,0,1
901,44323,@labumi_id,"Pakar Hukum; Kesimpangsiuran RUU Cipta Kerja Akibat Legislasi DipaksakanPakar Hukum; Kesimpangsiuran RUU Cipta Kerja Akibat Legislasi Dipaksakan
Labumi.id, Rancangan Undang-Undang (RUU) Cipta Kerja usai disahkan dalam rapat paripurna, Senin (5/10) lalu dinilai banyak terjadi kesimpangsiuran akibat proses legislasi yang dipaksakan. Pakar Hukum...
labumi.id",pakar hukum simpang siur rancang undang undang cipta kerja akibat legislasi paksa pakar hukum simpang siur rancang undang undang cipta kerja akibat legislasi paksa labumi rancang undang undang rancang undang undang cipta kerja sah rapat paripurna senin nilai simpang siur akibat proses legislasi paksa pakar hukum labumi,0,1
902,44324,@jamaluddinmarz,"Istana Masih Bungkam soal Simpang Siur Draf RUU Cipta Kerja... 
Klik untuk baca: http://kmp.im/AGA87X

Bingung sendiri kan...sudah terlanjur bilang bahwa pendemo termakan hoax...jadi hoaxnya berasal dari gedung rakyatIstana Masih Bungkam soal Simpang Siur Draf RUU Cipta Kerja...
Hingga saat ini draf final RUU Cipta Kerja belum diakses DPR dan Pemerintah. Pihak Istana Kepresidenan belum memberi respons.
nasional.kompas.com",istana bungkam simpang siur draf rancang undang undang cipta kerja klik baca,0,1
903,44325,@gakenalkamuih,"RUU Cipta Kerja transparan dan demokratis 
#OmnibusLawTransparan",rancang undang undang cipta kerja transparan demokratis,1,1
904,44326,@ekonomimaju,"Pembahasan RUU CIptaker dilakukan sebanyak 64 kali, terdiri dari dua kali rapat kerja, 56 kali rapat panja, dan 6 kali rapat tim perumus dan tim sinkronisasi.

#OmnibusLawTransparan #KitaButuhCiptaKerja #CiptaKerja #omnibuslawuntukumkm #OmnibusLawTransparan #OmnibuslawBerkah",bahas rancang undang undang cipta kerja kali kali rapat kerja kali rapat panitia kerja kali rapat tim rumus tim sinkronisasi,1,1
905,44327,@RinduSBY,"Melalui akun Twitter pribadinya, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono berpendapat mengenai dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah.",akun twitter pribadi ketua partai demokrat agus harimurti yudhoyono dapat duga cacat formal undang undang cipta kerja duga dasar draf final rancang undang undang cipta kerja kabar ubah ubah,0,1
906,44328,@nur_handayani__,"Membalas 
@TRANS7Yg udah baca keseluruhan RUU Cipta Kerja itu hanya Bapak dan atau Ibu yg bertugas ngetik itu kitab ",balas baca rancang undang undang cipta kerja tugas ketik kitab,0,1
907,44329,@AbdRachim12,"MUI Larang Investasi RUU Cipta Kerja dari Judi dan NarkotikaMUI Larang Investasi RUU Cipta Kerja dari Judi dan Narkotika
REPUBLIKA.CO.ID,JAKARTA Majelis Ulama Indonesia (MUI) memberikan pandangan dan sikap terkait Rancangan Undang Undang (RUU) Cipta Kerja yang sedang dikaji oleh DPR dan pemerintah. Salah satu sikap MUI...
republika.co.id",majelis ulama indonesia larang investasi rancang undang undang cipta kerja judi narkotika larang investasi rancang undang undang cipta kerja judi narkotika republik jakarta majelis ulama indonesia majelis ulama indonesia pandang sikap kait rancang undang undang rancang undang undang cipta kerja kaji dewan wakil rakyat perintah salah sikap majelis ulama indonesia republik,1,1
908,44330,@PDemokrat,"""Pagi ini (13/10), saya membaca headline Koran Tempo dan Kompas. Kedua harian nasional itu menyoroti tentang dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah""

--AHY",pagi baca headline koran tempo kompas hari nasional sorot duga cacat formal undang undang cipta kerja duga dasar draf final rancang undang undang cipta kerja kabar ubah ubah,0,1
909,44331,@jitoe02,"Slamet mengatakan, selain menolak RUU Cipta Kerja, terdapat beberapa poin yang akan disuarakan. Di antaranya selamatkan NKRI dan kaum buruh, dan bubarkan BPIP, serta ganyang China komunis si dalang.

Awas Korona #KadrunMakarTunggangiOBL",selamat tolak rancang undang undang cipta kerja poin suara selamat negara satu republik indonesia kaum buruh bubar badan bina ideologi pancasila ganyang cina komunis si dalang awas corona,0,1
910,44332,@annisanrhsnah,"semakin didenger debat di mata najwa hari ini, semakin bingung gue sama ruu cipta kerja. (((yang berakibat semakin lama juga w start tugasnya
)))......",dengar debat mata najwa bingung rancang undang undang cipta kerja akibat w start tugas,1,1
911,44333,@wa_puspa,"Sejalan dengan pemikiran Prof Wihana, ekonom dari Universitas Muhammadiyah Yogyakarta (UMY) Ahmad Ma’ruf mengatakan bahwa Omnibus Law RUU Cipta Kerja dinilai mampu mengakselerasi dan menstimulus ekonomi rakyat.  #OmnibusLawUntungkanBuruhOmnibus Law Cipta Kerja Bermanfaat Bagi Pekerja
Oleh : Raavi Ramadhan )* Pihak yang menolak Rancangan Undang-undang Cipta Kerja (RUU Ciptaker) belum tentu paham akan kepentingan dan manfaat besar dari aturan tersebut. Padahal Omnibus Law Cipta...
klikwarta.com",jalan pikir prof wihana ekonomi universitas muhammadiyah yogyakarta umy ahmad ma ruf omnibus law rancang undang undang cipta kerja nilai akselerasi stimulus ekonomi rakyat law cipta kerja manfaat kerja raavi ramadhan tolak rancang undang undang cipta kerja rancang undang undang cipta kerja paham penting manfaat atur omnibus law cipta,1,1
912,44334,@pangamanuwu,"Serius nanya, RUU Cipta Kerja yang baru disahkan itu semua butirnya salah atau sebagian aja?",serius rancang undang undang cipta kerja sah butir salah,0,1
913,44335,@pandu_tri26,"Udah kebaca dari awal, mangkanya enggak mau ikut ikutan bicara soal RUU cipta kerja, toh yg di infokan di sosmed HOAX semua kok",baca mangkanya ikut bicara rancang undang undang cipta kerja info sosial media hoax,1,1
914,44336,@opsiin,"BIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please! – Zona JakartaBIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please!...
BIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please! – Zona Jakarta Zonajakarta.com- Demonstrasi masa penolak RUU Cipta Kerja alias Omnibus Law y…
impormasi.wordpress.com",bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong zona jakarta bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong zona jakarta demonstrasi tolak rancang undang undang cipta kerja alias omnibus law y informasi,1,1
915,44337,@RssfForever,"Omnibus Law Cipta Kerja merupakan RUU usulan Jokowi dan masuk sebagai RUU Prioritas Tahun 2020 dalam Program Legislasi Nasional Tahun 2020. #OBLBuatRakyatSejahtera3 Manfaat UU Cipta Kerja untuk Rakyat Seperti yang Diklaim Jokowi Halaman all - Kompas.com
Presiden Joko Widodo (Jokowi) membeberkan 3 manfaat besar dari disahkannya RUU Omnibus Law Cipta Kerja menjadi UU Cipta Kerja. Halaman all
money.kompas.com",omnibus law cipta kerja rancang undang undang usul jokowi masuk rancang undang undang prioritas tahi program legislasi nasional tahi manfaat undang undang cipta kerja rakyat klaim jokowi halaman all presiden joko widodo jokowi beber manfaat sah rancang undang undang omnibus law cipta kerja undang undang cipta kerja halaman all money,1,1
916,44338,@Lady_Medussa,Tolong ada yg masih nyimpen trit ttg RUU Cipta kerja kemaren ga?,tolong simpan utas rancang undang undang cipta kerja kemarin,0,1
917,44339,@superrsid,"Membalas 
@CNNIndonesiaJadi yang Punya draft RUU/UU Cipta kerja yg disahkan, jika bukan dari link resmi bisa di tuduh menyebarkan hoax.. 

ehh gimana sikk ",balas draf rancang undang undang undang undang cipta kerja sah link resmi tuduh sebar hoax sih,0,1
918,44340,@silviaA03016926,Dengan adanya Omnibus Law RUU Cipta kerja menjadikan Indonesia menjadi lebih baik,omnibus law rancang undang undang cipta kerja jadi indonesia,1,1
919,44341,@03__nakula,"Tahapan berikut nya draft disampaikan ke presiden, lalu presiden adakan rapat terbatas RUU Omnibus Law Cipta kerja masuk tahap finalisasi 15 Januari 2020.

Kemudian DPR menetapkan RUU cipta kerja sebagian program legislasi nasional prioritas tahun 2020.

#OmnibusLawTaatProseduralWong Agung dan 9 lainnya",tahap draf presiden presiden rapat batas rancang undang undang omnibus law cipta kerja masuk tahap final januari dewan wakil rakyat tetap rancang undang undang cipta kerja program legislasi nasional prioritas tahi agung,1,1
920,44342,@iqbalangr,"Rapat-Rapat Penentu RUU Cipta KerjaRapat-Rapat Penentu RUU Cipta Kerja - Tirto.ID
Rapat-rapat Cipta Kerja di beberapa hotel menghasilkan beberapa keputusan, yang itu berubah lagi seketika di DPR RI.
tirto.id",rapat rapat tentu rancang undang undang cipta kerja rapat rapat tentu rancang undang undang cipta kerja tirto rapat rapat cipta kerja hotel hasil putus ubah dewan wakil rakyat rakyat indonesia tirto,1,1
921,44343,@LILApama2011,"Sebelumnya, DPR RI dan pemerintah akhirnya menyepakati Rancangan Undang-Undang (RUU) Cipta Kerja disahkan menjadi Undang-Undang Cipta Kerja.

Waspada Korona
#KAMIFPISampahNKRI",dewan wakil rakyat rakyat indonesia perintah pakat rancang undang undang rancang undang undang cipta kerja sah undang undang cipta kerja waspada corona,1,1
922,44344,@Boaz_45,"Disatu sisi, Presiden berfikir RUU Cipta Kerja bermanfaat untuk rakyat Indonesia terutama para fresh graduate. Membuka lapangan kerja, mengurangi pengangguran, menaikan devisa negara, dll.
Tapi disisi lain, para oknum memanfaatkan kesempatan emas ini unt kepentingan diri sendiri.",satu sisi presiden pikir rancang undang undang cipta kerja manfaat rakyat indonesia fresh graduate buka lapang kerja kurang anggur naik devisa negara dll sisi oknum manfaat sempat emas penting,1,1
923,44345,@jenk__kelin,"#OmnibusLawTaatProsedural

Buat yang pengen ngerti tahapan penyusunan RUU Cipta Kerja, yukk simak dikit ulasan ini.",ken erti tahap susun rancang undang undang cipta kerja ayo simak ulas,1,1
924,44346,@Liz3b3d,"Ratas Presiden : RUU OBL Cipta Kerja masuk Tahap Finalisasi 15 Januari 2020

#OmnibusLawTaatProsedural",rapat batas presiden rancang undang undang omnibus law cipta kerja masuk tahap final januari,1,1
925,44347,@denni_loyz,"Seperti yang dikatakan Menteri Koordinator bidang Perekonomian 
@airlangga_hrt
, Seluruh proses pembahasan RUU Cipta Kerja dudah secara transparan dan terbuka. 
@PerekonomianRI
#OmnibusLawTransparan",menteri koordinator bidang ekonomi proses bahas rancang undang undang cipta kerja duda transparan buka,1,1
926,44348,@Mahadewi68,"Semangat utama RUU Cipta Kerja adalah menciptakan lapangan kerja untuk masyarakat yang belum mendapat pekerjaan.
#OmnibusLawUntungkanBuruhRUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",semangat utama rancang undang undang cipta kerja cipta lapang kerja masyarakat kerja cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1,1
927,44349,@jambu123D,Maman Abdurahman menyatakan adanya stakeholder tidak dilibatkan dalam proses pembentukan dan pembahasan RUU cipta kerja tidak benar #OmnibusLawTransparan,maman abdurahman stakeholder libat proses bentuk bahas rancang undang undang cipta kerja,1,1
928,44350,@RicKY_KCh,"Soal UU Cipta Kerja, SBY: Kalau Masih Ada Konflik, Berarti Masih Ada Masalah
Kalau RUU masih ada masalah-masalah yang mungkin serius disahkan, hampir pasti begitu dijalankan nanti menimbulkan masalah yang lebih besar dan lebih luas.Soal UU Cipta Kerja, SBY: Kalau Masih Ada Konflik, Berarti Masih Ada Masalah
Menurut SBY, dalam pembuatan undang-undang, DPR dan pemerintah seharusnya membuka pintu dialog dan konsultasi bagi pihak-pihak yang menolaknya.
nasional.tempo.co",undang undang cipta kerja susilo bambang yudhoyono konflik rancang undang undang serius sah jalan timbul luas undang undang cipta kerja susilo bambang yudhoyono konflik susilo bambang yudhoyono buat undang undang dewan wakil rakyat perintah buka pintu dialog konsultasi tolak nasional tempo,0,1
929,44351,@InfokomPMK,"Halo, Sobatkom! Beberapa waktu lalu muncul gelombang protes terhadap RUU Cipta Kerja. Banyak juga hoaks yang beredar tentang ketentuan dalam RUU ini, di antaranya mengenai upah minimum, cuti, outsourcing, dan jam kerja.
#RUUCiptaKerja
#omnibuslaw",halo sobat kom muncul gelombang protes rancang undang undang cipta kerja hoax edar tentu rancang undang undang upah minimum cuti outsourcing jam kerja,1,1
930,44352,@DiniHrdianti,"Kemudian RUU CIPTA KERJA ditetapkan sbg Prolegnas Prioritas tahun 2020.

Dan 
@DPR_RI
 menetapkan RUU CIPTAKER sbg Program Legislasi Nasional (Prolegnas) Prioritas tahun 2020 di Rapat Paripurna pada 22 Januari 2020.

#OmnibusLawTaatProsedural",rancang undang undang cipta kerja tetap program legislatif nasional prioritas tahi tetap rancang undang undang cipta kerja program legislasi nasional program legislatif nasional prioritas tahi rapat paripurna januari,1,1
931,44353,@KemnakerRI,"Kemnaker terus menyosialisasikan pokok-pokok substansi RUU Cipta Kerja kepada stakeholder. Hari ini, Ibu 
@idafauziyah
 bertemu secara virtual dengan 70 perwakilan dari SP/SB dan pengusaha, peserta Pelatihan Keterampilan Bernegosiasi bagi Pelaku Hubungan Industrial di Yogyakarta.",kemnaker sosialisasi pokok pokok substansi rancang undang undang cipta kerja stakeholder temu virtual wakil sp serikat buruh usaha serta latih terampil negosiasi laku hubung industrial yogyakarta,1,1
932,44354,@NegaraAPI2,Isu Vs Fakta RUU Cipta Kerja,isu lawan fakta rancang undang undang cipta kerja,0,1
933,44355,@wayahewayahee,"Political talk |

Dulu, si ""merah"" melalui ""anak wedok"" mengecam kenaikan bbm di jaman presiden dari partai ""biru"".

Now, si ""biru"" melalui ""anak lanang"" berpidato menolak ruu cipta kerja di jaman presiden dari partai ""merah"".

All presidents have legacy - Prof Salim Said",politik bicara si merah anak wanita kecam naik bahan bakar minyak zaman presiden partai biru now si biru anak lanang pidato tolak rancang undang undang cipta kerja zaman presiden partai merah all presiden legacy prof salim said,0,1
934,44356,@TirzaYosiana,"So, karena jakarta demo dimana mana, salah satu temen gw yang kantornya deket istana negara nge post soal demo hari ini.
Dengan caption, 
""Demo RUU Cipta Kerja yang demo pengangguran. Gak relate""",jakarta demo mana salah teman kantor istana negara post demo caption demo rancang undang undang cipta kerja demo anggur hubung,0,1
935,44357,@NarangNarangi,"--
Gunakan Diksi Cacat untuk Kaum Disabilitas, Draft Final RUU Cipta Kerja Banjir KritikanGunakan Diksi 'Cacat' untuk Kaum Disabilitas, Draf Rinal RUU Cipta Kerja Banjir Kritikan
Eramuslim.com - Draf final UU Omnibus Law Cipta Kerja yang sudah disahkan DPR bersama pemerintah beberapa waktu lalu masih simpang siur. Akibatnya, publik dibuat bingung dengan undang-undang tersebut...
eramuslim.com",kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik draf final undang undang omnibus law cipta kerja sah dewan wakil rakyat perintah simpang siur akibat publik bingung undang undang,0,1
936,44358,@nugrohoo_fajar,"Ruu cipta kerja tidak 
Berlaku di PT.Mencari
Cinta sejati.",rancang undang undang cipta kerja laku pt cari cinta sejati,1,1
937,44359,@AnugerahHikari,"Budayakan Membaca (Iqra)

Rincian UU Omnibus Law (1)

1. RUU Cipta Kerja (Baleg DPR PDF)
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…

2. RUU Cipta Kerja (Google Drive PDF)
https://drive.google.com/file/d/1ncppSpyoxZZMZpuyCc1kBgERlbJ3Wk8v/view…

3. Surat Presiden Jokowi untuk pengajuan RUU Cipta Kerja (PDF)
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-095925-8502.pdf…RUU Cipta Kerja.pdf
drive.google.com",budaya baca iqra rincian undang undang omnibus law rancang undang undang cipta kerja baleg dewan wakil rakyat pdf,1,1
938,44360,@Ngookk_,"Sebagai anggota Panja RUU Omnibus Law Cipta Kerja, Nurul Arifin perlu meluruskan dan melakukan klarifikasi terhadap tuduhan tersebut. Bahwa tidak benar pembahasan RUU ini tidak transparan, #OmnibusLawTransparan juga tidak dilakukan di ruang gelap..",anggota panitia kerja rancang undang undang omnibus law cipta kerja nurul arifin lurus klarifikasi tuduh bahas rancang undang undang transparan ruang gelap,1,1
939,44361,@Muflikun_,apa kabar RUU cipta kerja,kabar rancang undang undang cipta kerja,1,1
940,44362,@zainaufi,"DPR RI membuka ruang bagi masayarakat yang ingin menyaksikan pembahasan Omnibus Law RUU Cipta Kerja melalui live streaming.
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia buka ruang masayarakat saksi bahas omnibus law rancang undang undang cipta kerja live streaming,1,1
941,44363,@oanggieo,"Membalas 
@RaeMandelaTapi kak, kantor yang ngegunain ""cuti hamil"" sebelum adanya ruu cipta kerja pun sebenernya hanya segelintir loh kak ",balas kak kantor cuti hamil rancang undang undang cipta kerja gelintir kak,1,1
942,44364,@indozonemedia,"Unjuk rasa tolak RUU Cipta Kerja di Lampung berlangsung santuy, bahkan terlihat para pendemo yang ajak duel main catur dengan polisi. #KAMUHARUSTAUUnjuk Rasa Santuy di Lampung, Pendemo Ajak Duel Main Catur dengan Polisi | Indozone.id
Nah baru baru ini, terlihat demonstrasi mahasiswa menolak omnibus law di Lampung terselip aksi santuy dari aparat kepolisian dan demonstran
indozone.id",unjuk tolak rancang undang undang cipta kerja lampung santai demo ajak duel main catur polisi santai lampung demo ajak duel main catur polisi indozone demonstrasi mahasiswa tolak omnibus law lampung selip aksi santai aparat polisi demonstran indozone,0,1
943,44365,@iwan27james,"TANGKAP 
@HabibRizieq_ID
 DALANG CHABUL DAN DALANG KERUSUHAN, TANGKAP HK 
@haikaI_hassan
 ARAB2 PKI DAN JAHANAM, TANGKAP ""KAMI"" DALANG DEMO RUU CIPTA KERJA !!!! 
@DivHumas_PolriTweet Kutipan
Evan Bastian
@silentreadeer
 · 15 Okt
Video ini adlh bukti bhw demo menolak UU Ciptaker telah ditunggangi Ormas KAMI dan FPI yg utk menciptakan chaos 

Tangkis Korona 
#HukumBeratProvokatorKAMI",tangkap dalang cabul dalang rusuh tangkap hongkong pki jahanam tangkap dalang demo rancang undang undang cipta kerja kutip evan bastian oktober video bukti demo tolak undang undang cipta kerja tunggang organisasi massa front bela islam cipta kacau tangkis corona,0,1
944,44366,@Mtuhasan02,"Membalas 
@Hanifah933Jgn² yg bikin hoax ntoh kumpulan sampah masuarakat.sudah pas RUU Cipta kerja untuk memutus alur korupsi di negara ini

#CegahKorupsiDenganOBL",balas bikin hoax ntoh kumpul sampah masyarakat pas rancang undang undang cipta kerja putus alur korupsi negara,0,1
945,44367,@rmol_id,"Wakil Ketua Baleg Sampaikan Proses Perjalanan Penyusunan RUU Cipta Kerja Bersama BuruhWakil Ketua Baleg Sampaikan Proses Perjalanan Penyusunan RUU Cipta Kerja Bersama Buruh
Proses perjalanan panjang diskusi antara serikat pekerja dengan parlemen dalam membahas omnibus law UU Cipta Kerja sudah dilakukan jauh sebelum
politik.rmol.id",wakil ketua baleg proses jalan susun rancang undang undang cipta kerja buruh wakil ketua baleg proses jalan susun rancang undang undang cipta kerja buruh proses jalan diskusi serikat kerja parlemen bahas omnibus law undang undang cipta kerja politik rmol,1,1
946,44368,@Hanifah933,"1. Pembahasaan RUU Cipta kerja itu dilakukan 64 kali loh gaes, terdiri dari 2 x rapat kerja, 56 x rapat Panitia Kerja, n 6 x rapat tim perumus n tim sinkronisasi. 

Bukan sekali rapat langsung ketok palu, inget yaaa gaes 
#OmnibuslawTaatProsedural",bahasa rancang undang undang cipta kerja kali teman x rapat kerja x rapat panitia kerja n x rapat tim rumus n tim sinkronisasi rapat langsung ketok palu y teman,1,1
