user_account,tweet,label
@ditjen_pentag,"SAKSIKAN PENJELASAN RUU CIPTA KERJA BERSAMA MENTERI ATR/KEPALA BPN SOFYAN A. DJALIL

Baca selengkapnya di:
https://instagram.com/p/CGd6DaTMu4U/?igshid=m2vkrcny2tlg…",1
@RereUnnie,"Bank Dunia kantor perwakilan Indonesia mendukung pemerintah RI yang mendorong pengesahan Omnibus Lawa RUU Cipta Kerja. Regulasi baru ini akan membantu pemulihan ekonomi Indonesia dari dampak Covid-19.
OmnibusLaw Mantap
#CiptaKerjaBermanfaatBank Dunia Dukung Indonesia Sahkan Omnibus Law RUU Cipta Kerja
Ipotnews - Bank Dunia kantor perwakilan Indonesia mendukung pemerintah RI yang mendorong pengesahan Omnibus Lawa RUU Cipta Kerja. Regulasi baru ini akan membantu pemulihan ekonomi Indonesia dari...
indopremier.com",1
@shahitnay,"Bank Dunia mendukung langkah Indonesia dalam melakukan reformasi kemudahan berusaha melalui pembahasan Rancangan Undang-Undang (RUU) Cipta Kerja. 
OmnibusLaw Mantap
#CiptaKerjaBermanfaatBank Dunia Dukung Reformasi RI Lewat Omnibus Law
Pembahasan omnibus law merupakan angin segar bagi Indonesia lantaran momentumnya berbarengan dengan pandemi
medcom.id",1
@sabdasakhi__,"Manfaat dari implementasi RUU Cipta Kerja yang memberikan jaminan kemudahan
kepada investor, memangkas regulasi dan perizinan usaha, serta menjadi payung
hukum insentif bagi pengusaha dan UMKM akan terasa untuk masyarakat di masa yang
akan datang #CiptaKerjaBermanfaat",1
@yunanbisri,"RUU Cipta Kerja sebagai langkah reformasi dalam mengurangi hambatan untuk menarik lebih banyak investasi ke Indonesia. OmnibusLaw Mantap
#CiptaKerjaBermanfaat",1
@_DukaAtuh_,"naskah RUU Cipta Kerja yang telah diberikan paraf oleh Airlangga dan Yasonna  akan disampaikan oleh Pratikno kepada Jokowi untuk mendapatkan pengesahan.
OmnibusLaw Mantap
#CiptaKerjaBermanfaat",1
@Opiktigebros,"Bahkan, saking kreatifnya Omnibus law yang sebelumnya bernama Cipta Lapangan Kerja disingkat jadi RUU Cilaka. Hanya ada di negeri +62 kayaknya.
OmnibusLaw Mantap
#CiptaKerjaBermanfaat",0
@rembulaannn,"@airlangga_hrt
  :
Tujuan dr RUU Cipta Kerja...

1. Peningkatan Lapangan kerja
2. Peningkatan kompetensi
3. Kesejahteraan pekerja
4. Peningkat produktifitas kerja
5. Peningkatan investasi

OmnibusLaw Mantap
#CiptaKerjaBermanfaat",1
@fahri_sion,"Ini pasti suruhan mafia Perijinan karena dengan adanya Omnibus Law RUU Ciptakerja memangkas semua pungli perijinan usaha
#CiptaKerjaBermanfaat",1
@fahri_sion,"Omnibus Law RUU Cipta Kerja ijin membuka usaha UMKM dipermudah krn memangkas regulasi ijin yg tumpang tindih
#CiptaKerjaBermanfaat",1
@fahri_sion,"OmnibusLaw RUU Ciptakerja mengratiskan biaya sertifikasi halal untuk pelaku UMKM sektor makanan dan minuman
#CiptakerjaBermanfaat",1
@fahri_sion,"OmnibusLaw RUU Cipta Kerja mempermudah pembentukan koperasi yg bisa dibentuk hanya dengan 9 orang
#CiptaKerjaBermanfaat",1
@_rani1603,"Semoga dengan Omnibus Law RUU Ciptakerja byk investor masuk ke Indonesia
#CiptaKerjaBermanfaat",1
@_rani1603,"Disimak nih apa kata mbah kyai Maruf manfaat OmnibusLaw RUU Cipta Kerja
#CiptaKerjaBermanfaat",1
@instinctttt,"Kabar Gembira ! Kehidupan Layak Para Buruh Akan Segera Terlaksana Berkat Pengesahan RUU Cipta Kerja , UU Cipta kerja Akan Membuat Maju Negara Dan Sejahtera Bangsa 
 #CiptaKerjaBermanfaat0:41
858 tayangan",1
@_rani1603,"Omnibus Law RUU Cipta Kerja dibuat bertujuan untuk hal2 yg ribet menjadi simpel !!
#CiptaKerjaBermanfaat",1
@kantahkabsragen,"Wah menarik sekali kan? Ingin tahu bagaimana keseruan pembahasan mereka berdua, yuk kita nonton!!!

#ATRBPNKiniLebihBaik
#ATRBPNMajudanModern
#MelayaniProfesionalitasTerpercaya
#RUUCiptaKerja
Reposted from 
@kementerian
.atrbpnTweet Kutipan
Kantah Kab Sragen
@kantahkabsragen
 · 18 Okt
Menteri ATR/Kepala BPN menjelaskan tentang RUU Cipta Kerja yang dirancang untuk menyederhanakan izin agar para pengusaha bisa buka usaha dengan mudah sehingga bisa menciptakan banyak lapangan kerja di Indonesia. twitter.com/kantahkabsrage…",1
@kantahkabsragen,"Menteri ATR/Kepala BPN menjelaskan tentang RUU Cipta Kerja yang dirancang untuk menyederhanakan izin agar para pengusaha bisa buka usaha dengan mudah sehingga bisa menciptakan banyak lapangan kerja di Indonesia.Tweet Kutipan
Kantah Kab Sragen
@kantahkabsragen
 · 18 Okt
Halo #SobATRBPN Sofyan A. Djalil Menteri ATR/Kepala BPN yang menjadi salah satu pencetus lahirnya RUU Cipta Kerja, berbagi informasi nih dengan Deddy Corbuzier di kanal YouTube @mastercorbuzier 
.",1
@fhabibie,"Membalas 
@MethodologistID""Jk Anda tahu ttg RUU Omnibus Law Cipta Kerja, apakah Anda setuju dgn isinya?""

pertanyaan survey ini harus nya dipertanyakan krn modelnya berandai2 ""jika anda tahu"".

orang yg ""tidak tahu"" RUU, akan berandai2 pilihan apa yg akan dia pilih bila dia tahu; setuju atau tdk setuju.",1
@PolsekTeluk,"Testimoni Tokoh Pemuda Bpk. JUNAIDY NASUTION Ketua ranting PP Desa Sei Buluh Kec. Teluk Mengkudu berisi himbauan  untuk meluruskan/tangkal hoax RUU Cipta Kerja, bijak gunakan medsos serta mengikuti protokol kesehatan.
#IndonesiaDamai
#IndonesiaMaju",1
@ANugrah97424874,"Kalau di amati dari berbagai forum.
- dengan adanya covid 19
- RUU cipta kerja
- demo berjilid jilid .
Itu sangat berpengaruh pada pilkada yg akan datang,
Menurut filing saya angka golput untuk pilkada skrng akan sangat meningkat krn rakyat semakin tidak prcaya pd pemerintah nya",0
@kantahkabpati,"Halo #SobATRBPN, Kemudahan pengurusan lahan akan dibenahi melalui RUU Cipta Kerja, guna meningkatkan iklim investasi yang kemudian akan menciptakan lapangan kerja.
.
#UntukEkonomiIndonesia
#IndonesiaMaju
#RUUCiptaKerja",1
@m_fajar25,Jemput aja bund ngga perlu laporan uda kaya buat RUU cipta kerja aja,0
@JoeLaksono,"Pasal 44 RUU Cipta Kerja mempermudah sertifikasi halal bagi usaha mikro-kecil 
#UUCiptaKerja",1
@atr_bpn,"Halo #SobATRBPN Sofyan A. Djalil Menteri ATR/Kepala BPN yang menjadi salah satu pencetus lahirnya RUU Cipta Kerja, berbagi informasi nih dengan Deddy Corbuzier di kanal YouTube 
@mastercorbuzier
 

Ingin tahu bagaimana keseruan pembahasan mereka berdua, yuk kita nonton!!!",1
@ppyjnt,"Cukup RUU cipta kerja wae seng mbok tolak, tresnoku ojo yo mas ",1
@YeWahyudi," DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstrasi",1
@___Dande___,"Skandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - http://Tirto.ID https://tirto.id/f5UX?utm_source=Twitter&utm_medium=Share…Tirto.ID - Jernih Mengalir Mencerahkan
Media online terkini. Menyajikan tulisan dan infografik berita nasional dan internasional serta analisis berdasarkan fakta dan data.
tirto.id",1
@SonoraFM92,"Meluruskan 12 HOAX terkait Omnibus Law RUU Cipta Kerja, 
Yuk baca dan cermati yang sebenarnya..... 

#InfoSonora
Sumber : 
@PerekonomianRI",1
@LEEEUNSANG_TH,"ตอนนี้ที่อินโดนีเซียได้มีการประท้วงกฎหมาย RUU CIPTA KERJA อยู่ เพราะเป็นกฎหมายที่เอื้อต่อการลงทุนและดึงดูดนักลงทุนในอินโดนีเซีย แต่เอาเปรียบแรงงาน ทำให้คนทำงานภายในกฎฉบับนี้ไม่สามารถแม้กระทั้งจะเรียกร้องค่าแรงขั้นต่ำ เป็นการเอื้อประโยชน์แต่เพียงนายทุน
#WhatsHappeningInIndonesia",1
@Hendrijono4,"Hadirilah!
 DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk",1
@_rani1603,"OmnibusLaw RUU Ciptakerja ini disusun sesui dengan janji bapak Jokowi waktu kampanye untuk memangkas birokrasi yg berbelit belit dalam perijinan usaha 
#WBIndonesiaReadyForBusiness
#BarisanProKerja
#CiptakerjaSejahtera",1
@so_r_u_happynow,"ขณะนี้อินโดนีเซียกำลังเผชิญปัญหาเกี่ยวกับกับกฎหมาย RUU CIPTA KERJA ซึ่งไม่เป็นธรรมและกดขี่ต่อแรงงาน กฎหมายนี้เอื้อประโยชน์ต่อนายทุน ทำให้คนรวย รวยขึ้น คนจน จนลง ที่สำคัญตำรวจใช้ความรุนแรงกับประชาชน เพื่อสลายม็อบ
#whatishappeninginindonesiaTweet Kutipan
@kanaasoup
 · 17 Okt
Indonesia is also currently facing unjust laws and oppression towards laborers, introducing policies making the rich richer and the poor poorer, i hope things will get better for all of us. 

government should hear the people. We’re all humans
#WhatsHappeningInIndonesia
Tampilkan utas ini",1
@inyourznx,"สรุปคร่าวๆ ว่าประเทศอื่นเกิดอะไร เท่าที่เห็นก็
— อินโดนีเซีย
ปชช.ประท้วงกฎหมาย RUU cipta kerja ที่ลดค่าแรง และเอาเปรียบแรงงาน
— ฟิลิปปินส์
กฎหมาย Junk Terror Bill ที่รัฐสามารถจับกุมใครก็ตามที่เข้าข่ายเป็นผู้ก่อการร้าย(สำหรับรัฐ)
— เม็กซิโก
มีการจับผู้หญิงไปข่มขืน+ฆ่า โดยไม่สนอายุ",1
@Justsayitxx1,เธอๆทั้งหลายรบกวนก่อนจะทวิตช่วยดูชื่อแท็กดีๆด้วยนะ แท็กนี้เป็นแท็กของอินโดนีเซียที่กำลังประท้วงเรื่องกฎหมาย RUU CIPTA KERJA ครับ #WhatsHappeningInIndonesia,1
@jaemin813_th,ขณะที่เรากำลังต่อสู้เพื่อสิทธิและความถูกต้อง ชาวฟิลิปปินส์กำลังต่อสู้อยู่กับ #JunkTerrorBill กฎหมายที่ยินยอมให้รัฐมีอำนาจเหนือประชาชน จับใครก็ตามที่รัฐมองว่าเป็น threat โดยไม่ต้องมีหมาย รวมถึงชาวอินโดนีเซียที่กำลังประท้วงการเอาเปรียบแรงงานจากกฎหมาย RUU CIPTA KERJA,1
@jaemin813_th,"อยากขอความร่วมมือทุกคนให้ความสนใจกับ  #WhatsHappeningInPhilippines (#JunkTerrorBill) และ #whatishappeninginindonesia (RUU CIPTA KERJA) ด้วยนะคะ อย่าปล่อยให้เพื่อนมนุษย์ต้องเดียวดาย แค่เพราะว่าเราไม่ได้ผลกระทบจากเรื่องที่เกิดขึ้น to fight for rights, is to fight for all ค่ะ",1
@xxx_scania,"dan sebenarnya mereka dpr ntah yang pro ntah yang kontra dengan omnibuslaw sama sama busuk. sengaja membumbungkan tinggi isu ruu cipta kerja untuk menutupi perpres vaksin covid. bangsat sekali :""",0
@chaicaimaichai,"*ความสิ*
ขยายความเรื่องชุมนุม คืองี้หลังจากประกาศเป็นกม.(เเล้วประกาศตอนกลางคืนด้วย)
มันมีม๊อบกลุ่มเเรงงานขึ้นมาประท้วง ซึ่งตร.ที่นั่นเขาก็ใช้ความรุนเเรงปราบม๊อบ ชนิดเลือดตกยางออกเลย 
#ruuciptakerja 
#RUUOmnibusLaw",1
@cute_ngok,#whathappeninginindonesia ประท้วงกฎหมายแรงงาน ruu cipta kerja อยู่ เป็นกฎหมายที่เอื้อต่อนายทุนและกดขี่ชนชั้นแรงงาน มีทั้งกดค่าแรง ทำงานเกินชั่วโมงที่กำหนด สิทธิการลางานต่างๆ,1
@ANTIPKI17,"Membalas 
@mohmahfudmdYg penting sih mfud dukung RUU cipta kerja",1
@whalishdolphin,"#WhatsHappeningInIndonesia 

อันนี้ด้วยนะคะ ชาวอินโดกำลังประท้วงเกี่ยวกับกฎหมายแรงงานที่เรียกว่า RUU Cipta Kerja ค่ะ โดยเป็นกฎหมายที่จะอนุญาตให้มีนายทุนมาลงทุนภายในประเทศ โดยมันเป็นการเอารัดเอาเปรียบและกดขี่คนในชนชั้นแรงงานค่ะ",1
@howtoxnloveyou_,"#WhatsHappeningInIndonesia 
#tolakomnisbuslaw 
#ruuciptakerja",0
B@gus,"Membalas 
@henrysubiakto“Hanya 30-an persen publik yang mengetahui tentang RUU Omnibus Law Cipta Kerja, di antara yang mengetahui lebih dari 90 persen setuju dengan RUU tersebut,” ungkap Direktur Eksekutif lembaga survei Indometer Leonard SB dalam press release di Jakarta, Jumat (16/10/2020).",1
@RenalAri2012,"Malam minggu, masih bngung, cari draf final ruu cipta kerja 
Ad yg sama? Atau cm saya sndri yg beda?

#malamminggu",1
@lokifuntoni,"Membalas 
@kiswiasmawatiUdah pergi, buktinya pemerintah udah gk ngurusi corona malah ngurusi ruu cipta kerja",0
@IthIrDlastD,"ประเด็นที่อินโดคือประท้วงกฎหมายแรงงาน ruu cipta kerja อยู่ เป็นกฎหมายที่เอื้อต่อนายทุนและกดขี่ชนชั้นแรงงานมาก 
ผลกระทบมีทั้งกดค่าแรง ทำงานเกินชั่วโมงที่กำหนด แล้วก็เอาสิทธิการลางานต่างๆออก 
#WhatsHappeningInIndonesia",1
@acimedess,"Tolak RUU Omnibus Law Cipta Lapangan Kerja. #MosiTidakPercaya - Tandatangani Petisi! http://chng.it/CFVkr2tz via 
@ChangeOrg_IDTandatangani Petisi
Tolak RUU Omnibus Law Cipta Lapangan Kerja
change.org",0
@JafarNwp,"Karna RUU Cipta Kerja Semua ini makanya begini sudah temanku
#TolakUUCiptaKerja #RakyatMenolakOmnibuslaw #TolakOmnibuslawDPR #MahasiswaBergerak #MahasiswaTurunKejalan #MahasiswaMelawan",0
@syahroni_muh,"Membalas 
@mohmahfudmdPak mending jgn di medsos, alangkah terdidiknya dilakukan di kampus bawa tu RUU CIPTA KERJA dibahas bersama, disaksikan rakyat semua biar tau point2 pada pasal tsb.",1
@ridwan_almaydan,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk",1
@AlGhuyub,"Klu bener2 tuk bahagiain rakyat, coba terapin klaster ketenagakerjaan RUU Cipta Kerja untuk ASN, ingin lihat reaksi ASN. ASN juga pake aturan yg sama dgn pekerja swasta,..klu ASN reaksinya positif, mungkin rakyat bisa ada perbandingan yg positifTweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 17 Okt
Moeldoko Bela UU Ciptaker: Mau Diajak Bahagia Kok Susah Amat! https://cnnindonesia.com/nasional/20201017134904-32-559553/moeldoko-bela-uu-ciptaker-mau-diajak-bahagia-kok-susah-amat?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed…",1
@Mona_YSJmommy,"Please also give attention to #WhatsHappeningInIndonesia 
 #ruuciptakerjaTweet Kutipan
อซส เป็นหม่ามี๊
@isustuehere
 · 17 Okt
 นี่คือแท็กการเมืองอินโดนีเซีย ย้ำอีกครั้ง นี่คือแท็กการเมืองอินโดนีเซีย 
ตอนนี้อินโดนีเซียกำลังประสบปัญหาเรื่องการเอาเปรียบแรงงานอยู่ ช่วยกระจายข่าวเพื่อพวกเขาทีค่ะ รบกวนทุก ๆ คนด้วยนะคะ
#WhatsHappeningInIndonesia
Tampilkan utas ini",1
@Raden_Soentana,"Membalas 
@edimaha233
 dan 
@annisasoraya77_Lembaga survey ini harus bertanggung jawab jika terjadi kerusuhan dimana-mana. Hasil survey yg dikeluarkan disaat sedang panas2nya aksi unras penolakan RUU Omnibus Law Cipta Kerja akan menjadi pemicu pergerakan massa yang sangat besar.

Cam kan itu.",0
@mantaneraisa,aku adalah pecundang yang sebenarnya.,0
@PPITaiwan,Mari membuka jendela dan perspektif baru dari narasumber Bee Talk’s episode 01 ini mengenai RUU Cipta Kerja melalui link berikut https://youtu.be/PIsG19MZ09k #PPITaiwan #BEE #kabinethexagon #BeeTalks,1
@KemnakerRI,"Pada kesempatan ini, Ibu Ida juga kembali menyampaikan bahwa dalam proses penyusunan RUU Cipta Kerja, pihaknya melibatkan partisipasi publik, baik unsur pekerja, pengusaha, kementerian, akademisi, dan lembaga lainnya, seperti ILO. Proses diskusi sudah berjalan melalui Tripnas.",1
@asrunmartin3,"RUU Cipta Kerja di kebut walaupun bnyak yang menentang, Yang Jadi Pertanyaannya Lapangan Kerjanya udah disiapin Belum Nech ?",0
@MalikThoriq,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam
Minggu, 18 Oktober 2020

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstrasi massa maupun dalam",1
@Lombokitacom,"“Petaka” RUU Cipta Kerja http://lombokita.com/petaka-ruu-cipta-kerja/… lewat 
@lombokitacom",0
@Lukmanharijant4,"Membalas 
@henrysubiaktoKalau 90% setuju RUU Cipta Kerja, berarti yg tidak setuju hanya golongannya si Kadrun dan kami dong prof ",0
@fredieka,"Skandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - http://Tirto.IDSkandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - Tirto.ID
Pengesahan UU Cipta Kerja pada 5 Oktober serba ngebut saat naskahnya masih direvisi.
tirto.id",0
@Mas_Say_Fh,Dulu pernah ada yg bilang. KPK dianggap penghambat investasi. Pd takut di OTT KPK. Takut masuk Indonesia. Tenang...kan sdh tersistem pengesahan RUU Cipta Kerja kan buat itu. Silahkan masuk ya...KPK sdh lemah kok. Kalau mau kuat tinggal ditekan remotnya. Lemah lagi. Gitu aja terus,0
@maroonwine,"Membalas 
@nmkzhana
 dan 
@worksfess'Maaf pak/bu mau tanya sebelumnya, apakah beliau salah satu anggota dpr yg termasuk ke dalam pendukung RUU cipta kerja? Terimakasih sebelumnya
'",1
@blubir6,"Fakta RUU cipta kerja tidak ada upah murah untuk buruh

#CiptaKerjaBangunBangsa ",1
@adit1285638,"Membalas 
@LisaAmartatara3RUU ciptakerja Mbah..bukan ciptakarya, emang ciptakarya jengot..",0
@ResTarakan,"HIMBAUAN BAGI PELAJAR UNTUK TIDAK IKUT SERTA AKSI DEMO PENOLAKAAN RUU CIPTA KERJA

DIHARAPKAN SELURUH MASYARAKAT AGAR TIDAK MUDAH TERPROVOKASI DAN PERCAYA DENVAN BERITA YANG BELUM JELAS KEBENARANNYA 
@polrestrk
 @DivHumas_Polri
 @infoseputapolri
 @KaltaraKabar
 @lensakuID
 @FokusBorneo",1
@ketendanqs,"Harta
Tahta
Tolak RUU Cipta kerja",0
@mantaneraisa,TGIF = Thanks God is Fucking Day,0
@SabeIius,"Masyarakat sipil menolak keras segala bentuk naskah RUU CIPTA KERJA yg berbeda dengan NASKAH 1.035 halaman .

Naskah 1.035 halaman adalah NASKAH ASLI YG DISAHKAN DPR 
@jokowi
 @SBYudhoyono
 @reflyhz
 @jimlyas
 @ulil
 @budimandjatmiko
 @awemany
 @msaid_didu
 @panca66",0
@M_Katjasungkana,"Membalas 
@KDroneHunter
 @kramlim_nkri
 dan 
@fadjroeLDemo sendiri bertujuan utk menyampaikan aspirasi yg buntu kpd para pemangku kepentingan. Kalau mereka menolak dan memilih jalan memaksa utk membatalkan RUU Cipta Kerja artinya 'blm berkuasa sj sdh bersikap tiran ?'",1
@erwinzoee,Contohna menanggapi respon worldbank atas pengesahan RUU Cipta Kerja. Ceuk dosen kudu diajar Bretton Woods tahun 1944.,1
@mantaneraisa,"Membalas 
@AREAJULID",1
@AffindaDinda,RUU Cipta kerja mensejahterakan buruh,1
@indonesia_14,#RUUCiptaKerja #Indonesia #NKRI #OmnibusLaw,1
@abdillahfadhlan,"Membalas 
@RioDatun
 dan 
@infobdgLaina d bantuan, malah popotoan",0
@SugengSPdI1,"Membalas 
@hnurwahidNgurus RUU Cipta Kerja sehingga menjadi Undang-undang aja nggak becus, diakhir nolak diawal mingkem, preeeeet",0
@hariankompas,"Pemerintah Kota Semarang, Jawa Tengah, mendeteksi adanya 10 peserta unjuk rasa penolakan RUU Cipta Kerja dari kalangan pekerja yang terkonfirmasi positif Covid-19. 

#Nusantara #adadikompasDinkes Kota Semarang Sebut 10 Pendemo Positif Covid-19
Pemerintah Kota Semarang, Jawa Tengah, mendeteksi adanya 10 peserta unjuk rasa penolakan RUU Cipta Kerja dari kalangan pekerja yang terkonfirmasi positif Covid-19.
bebas.kompas.id",0
@mantaneraisa,"Membalas 
@shiroechun
 dan 
@GamesMenfessgasss",1
@KadrunMenolak,"Fakta RUU cipta kerja tidak ada upah murah untuk buruh

#CiptaKerjaBangunBangsa",1
@hariankompas,"Menteri Agraria dan Tata Ruang Sofyan A Djalil menyatakan, RUU Cipta Kerja yang mengamanatkan akan bank tanah akan mendukung pencapaian reforma agraria. 

#Ekonomi #adadikompasMenteri Agraria dan Tata Ruang: Pembentukan Bank Tanah Mendukung Percepatan Reforma Agraria
Menteri Agraria dan Tata Ruang Sofyan A Djalil menyatakan, RUU Cipta Kerja yang mengamanatkan akan bank tanah akan mendukung pencapaian reforma agraria.
kompas.id",1
@myputun,"Bagai Kiamat yg Akan Menjemput Rezim Now Sehingga Begitu Terburu-buru dn atau di Paksakan Pengesahannya RUU CILAKA menjadi Undang"".

Ekonom Universitas Indonesia Faisal Basri menyoroti Undang-undang Cipta Kerja atau UU Cipta Kerja yang naskahnya ...Tempo di BaBe
Ekonom Universitas Indonesia Faisal Basri menyoroti Undang-undang Cipta Kerja atau UU Cipta Kerja yang naskahnya masih berubah-ubah setelah disahkan pada Senin, 5 Oktober 2020. Ia mengatakan dalam...
babe.news",0
@EkoFirman15,"RUU CIPTA KERJA onimboslaw kalau sudah berjalan di pemerintahan . Ini fakta fakta bahwa program pemerintah di semua sektor berjalan lancar. Ini semua Buat rakyat Indonesia 
 maju.",1
@haytawantawan,"moots ada yang simpan penjelasan dan point point ruu cipta kerja kemarin itu ga? tapi dalam bahasa inggris

kalau ada bsa komen yaa makasiii",1
Dedek Prayudi - Uki || ig: @uki_dedek,"Like it or not, RUU Cipta Kerja menyederhanakan & mensingkronisasi aturan & perizinan usaha di Indonesia yang selama ini dikenal birokratis, berjenjang, kompleks & rentan perilaku korup pemegang otoritas.

Hanya dalam prosesnya, para law-maker lupa pentingnya public ownership.",0
@BORNEONEWS,"Hayono Isman: Klaster Koperasi-UMKM di RUU Cipta Kerja Buka Peluang Kerja

https://borneonews.co.id/berita/189247-hayono-isman-klaster-koperasi-umkm-di-ruu-cipta-kerja-buka-peluang-kerja…",1
@jpnncom,"Tenaga Ahli Kantor Staf Presiden (KSP) Ade Irfan Pulungan menanggapi kesan tentang pengambilan keputusan RUU Cipta Kerja dilakukan terburu-buru. #RUUCiptaKerjaPejabat Lingkar Istana Akui Kesan Buru-buru soal Cipta Kerja
Tenaga Ahli Kantor Staf Presiden (KSP) Ade Irfan Pulungan menanggapi kesan tentang pengambilan keputusan RUU Cipta Kerja dilakukan terburu-buru.
m.jpnn.com",0
@rusyanaagus676,"Kenyataannya draf RUU CIPTA KERJA TIDAK DIBACA , TIDAK DIPAHAMI ANGGOTA DPR PARAH ...ISINYA ADA YG MELENCENG CUMA UNTUNGKAN PENGUSAHA & INVESTORTweet Kutipan
Joko Widodo
@jokowi
 · 16 Okt
""Undang-Undang Cipta Kerja adalah upaya reformasi besar untuk menjadikan Indonesia lebih kompetitif."" Ini kata Bank Dunia. 

Berikut pernyataan lengkapnya.",0
@Tijenhabeahan1,"Membalas 
@sichhiray1010
 @Stevano_Itong
 dan 
@CNNIndonesiaYang lucu yang ajak debat bukan detailnya subtansi isi RUU om, debatnya langsung pembatalan RUU, rasanya seburuknya manusia gk mngkin dong mau hancurkan negara,ditelah dong isi RUU pasal mana yg menyesatkan, karena sebagian untuk mempermudah cipta kerja,",1
@EkoFirman15,"RUU CIPTA KERJA onimboslaw kalau sudah di trapkan di jalan kan . Waoooo 
 jossss. Negara jadi maju SDM pun jossss 
. Terbangun negara Nya terbangun SDM masyarakat Indonesia ",1
@ReggyDio,"Mengesahkan RUU ""Cipta Kerja"",
Membuka Kotak Pandora Izin Lingkungan?

Izin Lingkungan yang sekarang dipegang oleh Pemerintah Pusat adalah sebuah problematika baru dari (upaya?) memecahkan problematika lama.

1. Thread.",1
@EkoFirman15,"Ini bukan hoax loo. Negeri ku senyum bahagia 
. Fakta fakta yang . Indonesia 
 maju senyum bahagia. RUU CIPTA KERJA onimboslaw di berjalan seperti bangunan yang di bawah. 
. Malu 
 kalau bangunan pada makrak warisan Bapak SBY terselesaikan dengan baik Amiiinn.Tweet Kutipan
Dini PoedjiHardianti
@DiniHrdianti
 · 17 Okt
Hoax telah memutarbalikkan materi UU CIPTAKER tanpa membaca & mengetahui isinya. Mereka asal menolak terutama anak2 muda. 
Ikutan demo yg tdk tau apa yg didemokan dan utk membela kepentingan siapa.. 
#OmnibusLawPerkuatUMKM
Tampilkan utas ini",1
@AudryRibka,"Membalas 
@SammiSohOoo... sebagian kecil isi pasal-pasal RUU Cipta Kerja itu toh! Makanya jangan-jangan DIA menolak, mengerahkan alias memperalat para buruh demo sambil merusuh merusak membakar.. ckckckck...luar biasa! Trus kira-kira OTAKnya....???",0
@EkoFirman15,"Bapak Gatot Nurmantyo dukung RUU CIPTA KERJA onimboslaw. Anak buah ngawor aku jadi malu 
 . nama bapak jadi jelek di Padang masyarakat Indonesia 
. Bahwa anak buah bapak Gatot Nurmantyo kok masuk bui .
 Aku jadi malu 
 sama masyarakat Indonesia 
.
 sory",1
@Rayu22246119,"KSP: Ditandatangani Presiden Atau tidak, UU Cipta Kerja Tetap Berlaku http://mbsnews.id/politik/read/21427/KSP-Ditangatangani-Presiden-Atau-tidak-UU-Cipta-Kerja-Tetap-Berlaku…  #RUU #OmnibusLaw #Ciptaker #PresidenJokowi #KSP #AdeIrfanPulunganKSP: Ditandatangani Presiden Atau tidak, UU Cipta Kerja Tetap Berlaku
Kendati demikian, lanjut dia, jika dalam dalam waktu 30 hari Jokowi tidak menandatangani draft final UU Cipta Kerja, UU Cipta Kerja akan tetap berlaku dan dicantumkan dalam lembaran negara sehingga...
mbsnews.id",1
@suarajuang,"Politikus PDI Perjuangan Hendrawan Supratikno menilai Fraksi Demokrat tidak konsisten dalam pandangan yang berkembang selama ikut pembahasan RUU Cipta Kerja di DPR. Meski begitu, Hendrawan tetap menghargai perbedaan pendapat yang ada. #SuaraPerjuanganSoal UU Cipta Kerja, Politisi PDIP Sebut Sikap Demokrat Tak Konsisten Sejak Awal - Tribunnews.com
Hendrawan Supratikno mengatakan, tidak ada yang menuduh secara spesifik terkait dalang unjuk rasa menolak UU Cipta Kerja.
tribunnews.com",1
@salmaakela,october best month bangett kecuali RUU cipta kerja,0
@RApi126,Kenapa RUU Omnibus Law Cipta Kerja terlalu Cepat diputuskan menjadi Undang - Undang di saat Pandemi Tuan Korona ( Covid ~ 19 )  ? ...,0
