,user_account,tweet,label
172,@Baretqu,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, Senin (5/10/2020), sejumlah hoax tersebar di masyarakat.

#OmnibusLawBangunBangsa ",1.0
866,@tolakbigotnkri,"Publik juga dilibatkan dalam pembahasan RUU Omnibus Law Cipta Kerja. Diskusi dan penyerapan aspirasi publik beberapa kali dilaksanakan dengan harapan masukan dari masyarakat turut membentuk UU Cipta Kerja.
#OmnibusLawTaatProsedur 
@Ch_Chotlmah
 @RiriJreeng",1.0
23,@arifinpribadi,"ITU UU Cipta Kerja udah Di Istana selama 3 Presiden , Dan orang banyak bilang terburu 2 DLL , nggak mikir 18 tahun cm JD RUU krn takut nggak populis . 
@jokowi
 bisa diukur  kekerasan tekad Beliau membuat rakyat sejahtera  Saya salut lho. 
@Cyber_PDIP
 @PDI_Perjuangan",1.0
740,@masaryaduta,"Esensi RUU Cipta Kerja: Proses Legislasi yang Ugal-ugalan

Oleh: Dr. Mustafa Fakhri, SH, MH, LLM, Ketua Pusat Studi Hukum Tata Negara Fakultas Hukum Universitas IndonesiaEsensi RUU Cipta Kerja: Proses Legislasi yang Ugal-ugalan
Berdasarkan UU No. 12 tahun 2011 sebagaimana telah diubah dengan UU No. 15 tahun 2019 tentang Pembentukan Peraturan Perundang-undangan (UU P3), terdapat 5 tahapan proses legislasi. Yakni, tahap...
law-justice.co",0.0
929,@AriestaRiico_,"Ketua Baleg DPR Supratman Andi Agtas dalam pemaparannya di Rapat Paripurna menjelaskan, RUU Cipta Kerja dibahas melalui 64 kali rapat sejak 20 April hingga 3 Oktober 2020. RUU Cipta Kerja terdiri atas 15 bab dan 174 pasal.
#OmnibusLawTaatProsedural",1.0
1418,@aguos_kothak,"Sementara itu, Ketua Badan Legislasi DPR RI Supratman Andi Agtas yang juga Ketua Panja RUU Cipta Kerja, yang tampil menjelaskan apa yang sebetulnya terjadi di meja editing draf UU Cipta Kerja tersebut.",1.0
317,@Jay_lophe,"Kabar Gembira ! Kehidupan Layak Para Buruh Akan Segera Terlaksana Berkat Pengesahan RUU Cipta Kerja , UU Cipta kerja Akan Membuat Maju Negara Dan Sejahtera Bangsa 
 #CiptaKerjaBermanfaat0:40
858 tayangan
Dari 
Lr",1.0
1269,@_daRNo_,"Seluruh Proses pembahasan RUU Cipta Kerja sdh dilaksanakan secara transparan dan terbuka..

Ini tegas Airlangga Hartarto.. 
#OmnibusLawTransparan",1.0
18,@Papuakuindo,Hasil survei nasional Saiful Mujani Research Center (SMRC) menyebutkan 52% atau mayoritas masyarakat memberikan dukungan publik terhadap RUU Cipta Kerja. Dukungan ini didasari oleh kondisi ekonomi Indonesia yang semakin memburuk selama masa pandemi.,1.0
598,@janitramulyaa,"Kelemahan dari demonstrasi dan unjuk rasa terhadap perilisan RUU Cipta Kerja adalah kurangnya objektivitas beberapa kelompok, termasuk buruh, pegiat UMKM, dan mahasiswa dalam menilai RUU tersebut.",1.0
247,@greypunch,"Membalas 
@QuvvattGrafik kayak ginian malah bisa dijadiin legitimasi pentingnya RUU Cipta Kerja... ",1.0
803,@Boaz_45,"Disatu sisi, Presiden berfikir RUU Cipta Kerja bermanfaat untuk rakyat Indonesia terutama para fresh graduate. Membuka lapangan kerja, mengurangi pengangguran, menaikan devisa negara, dll.
Tapi disisi lain, para oknum memanfaatkan kesempatan emas ini unt kepentingan diri sendiri.",1.0
541,@FotarIIUM,"Tema : RUU Cipta Kerja: Bagaimana Kebijakan Publik Dalam Islam?

Pemateri:
Shidqi Mukhtasor 
@shidqimts
 
(Redaktur http://ibtimes.id)
 MINGGU, 18 OKTOBER 2020
 20.00-21.00 MYT
 Via IG LIVEIBTimes.ID - Kanal Moderasi Islam
Kanal Moderasi Islam
ibtimes.id",1.0
409,@Aku52181234,"*Hadirilah!*
 *DISKUSI AKTUAL* 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*
_Minggu, 18 Oktober 2020_
_Pukul 08.00--Selesai_

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam",0.0
448,@AGAMnSERE,Sedang membaca RUU cipta kerja.. 100 halaman pertama rasanya masih ok,1.0
1108,@threadreaderapp,"Membalas 
@dabenone2Salam, here is your unroll: 
@taufiqrus
: berikut tulisan dosen saya di FHUI Rilis Media RUU CIPTA KERJA: PROSES LEGISLASI YANG UGAL-UGALAN… https://threadreaderapp.com/thread/1316413449895735297.html… See you soon. ",1.0
56,@rakyatmedia77,"BEM SI Kembali Berunjuk Rasa di Jakarta Tolak RUU Cipta Kerja - Rakyat MediaBEM SI Kembali Berunjuk Rasa di Jakarta Tolak RUU Cipta Kerja - Rakyat Media
JAKARTA, RAKYATMEDIA.COM-Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) kembali berunjuk rasa menentang RUU Cipta Kerja, pada hari ini, Selasa 20 Oktober 2020. Koordinator BEM SI, Remy Hastian...
rakyatmedia.com",0.0
733,@enengbunbun,"Rancangan Undang-Undang (RUU) Cipta Kerja dinilai akan membuat pengangguran dan kemiskinan cepat teratasi.
https://suara.com/bisnis/2020/10/15/082405/ruu-cipta-kerja-dinilai-akan-membuat-pengangguran-dan-kemiskinan-teratasi… 
#OmnibusLawUntungkanBuruh",1.0
486,@namoan_,the ruu cipta kerja law in indo,1.0
654,@LILApama2011,"RUU Cipta Kerja yang dikirimkan ke presiden berjumlah 812 halaman. ’’Sama seperti yang disampaikan pimpinan DPR, 812 halaman, tidak ada yang berubah.

Atasi Pandemi
#RakyatButuhUUCiptaKerjaDPR Jamin Tidak Ada Pasal-Pasal Selundupan di UU Cipta Kerja
DPR akhirnya menyerahkan Rancangan Undang-Undang (RUU) Cipta Kerja (Ciptaker) ke Presiden Joko Widodo kemarin (14/10). Dewan memastikan tidak ada perubahan.
jawapos.com",1.0
256,@SastroGedek,"RUU Cipta kerja dirancang untuk memudahkan segala sistem regulasi dan perizinan serta Investasi yang diharapkan bertambah, dan penyerapan tenaga kerja lebih banyak
@jokowi",1.0
327,@Mahadewi68,"Sepanjang pekan ini informasi seputar pengesahan Omnibus Law RUU Cipta Kerja ramai di media sosial.

OmnibusLaw Mantap
#CiptaKerjaBermanfaat 

1",1.0
872,@tolakbigotnkri,"Tahap selanjutnya, RUU Omnibus Law Cipta Kerja disampaikan kepada Presiden Jokowi dalam Ratas pada tanggal 15 Januari 2020.
#OmnibusLawTaatProsedur 
@andy_nomicin
 @Hanifah933",1.0
1697,@muchlis_abdillh,"-DPR membahas RUU Cipta Kerja ditengah pandemi corna merupakan hal yang tidak etis, seharusnya DPR memprioritaskan kerja mereka fokus kepada kebutuhan masyarakat.
-terdapat sebagian RUU cipta kerja sudah etis hanya saja masyarakat indonesia mendapatkan berita hoax dari medsos.",1.0
1486,@anjares90,"Membalas 
@IxNdhesoRasakno putul klo dtanya hrd itu jempolnya knapa blang aja cacad krna ikut demo tolak ruu cipta kerja.",0.0
731,@Lalawae3,"Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi.
#OmnibusLawUntungkanBuruhMenkominfo: Masyarakat Jangan Terpicu Hoaks UU Cipta Kerja
Jakarta, Ditjen Aptika - Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi. Menkominfo menghimbau agar masyarakat tidak...
aptika.kominfo.go.id",1.0
774,@LAPASTABANAN,"4. Kemenkumham melakukan pengharmonisasian substansi dan legaldrafting RUU Cipta Kerja dengan dikeluarkannya surat selesai harmonisasidari Menkumham nomor:PHN-HN.0204-04 tgl 20 Januari 2020 dan nomor:PPE.PP.03.02-107 tgl 20 Januari 2020

#KumhamPasti
#OmnibusLawTaatProsedural",1.0
747,@SaSontoloyo,"Membalas 
@OposisiCerdasPada hakikatnya RUU Cipta Kerja ditujukan untuk Menyederhanakan Hambatan Regulasi di Indonesia dan hanya memetik pasal2 tertentu yang menjadi concern yang selama ini dianggap bermasalah dan menambahkan yang perlu ada",1.0
1018,@willona_007,"-
RUU Cipta Kerja mendorong Reformasi Regulasi & Debirokratisasi sehingga Pelayanan Pemerintah akan Lebih Efisien, Mudah dan Pasti dengan adanya Penerapan Norma. 
@airlangga_hrt
Berikut 9 manfaat RUU Cipta Kerja bagi masyarakat

#OBLBuatRakyatSejahteraDitolak Buruh, Pemerintah Klaim Ada 9 Keuntungan RUU Omnibus Law Cipta Kerja bagi Masyarakat »...
JAKARTA, JOGLOSEMARNEWS.COM – Pemerintah bersama dengan Dewan Perwakilan Rakyat (DPR) telah menyepakati Rancanan Undang-Undang (RUU) Ominbus Law Cipta Kerja. Selanjutnya, RUU tersebut bakal dibawa ke...
joglosemarnews.com",1.0
1139,@_GalihM_,"2 April 2020

Naskah awal RUU Cipta Kerja versi 12 Februari 2020 yang berjumlah 1.028 halaman mulai dibahas di DPR. (Untuk melihat rekam jejak pembahasan RUU Cipta Kerja yang lebih detail, bisa dibuka link resmi dari pemerintah berikut: http://dpr.go.id/uu/detail/id/442…)",1.0
1612,@Satbinmaskubur1,"Hi!Pontianak - Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…",1.0
754,@rahman_tgt,"Kata pemerintah byk yg nyebar hoax tntang RUU cipta kerja. Tpi ngakunya pemerintah juga belum megang draftnya. Trus dasar pemerintah bilang yg tersebar di masyarakat itu hoax apa? Smua ini bermula dari kardus yg digembok.Tweet Kutipan
GELORA NEWS
@geloraco
 · 15 Okt
Desak Jokowi Batalkan Omnibus Law, 6 Ribu Mahasiswa Kepung Istana Besok
https://gelora.co/2020/10/desak-jokowi-batalkan-omnibus-law-6.html…",0.0
391,Dedek Prayudi - Uki || ig: @uki_dedek,"Like it or not, RUU Cipta Kerja menyederhanakan & mensingkronisasi aturan & perizinan usaha di Indonesia yang selama ini dikenal birokratis, berjenjang, kompleks & rentan perilaku korup pemegang otoritas.

Hanya dalam prosesnya, para law-maker lupa pentingnya public ownership.",0.0
268,@seruanhl,"Pihaknya mengimbau, elemen buruh mendukung RUU Omnibus Law Cipta Kerja. Sebab, karena perizinan yang berbelit ini, banyak sekali kasus PHK yang dilakukan oleh perusahaan dan buruh yang paling pertama menjadi korban.

Kalahkan Pandemi #RakyatBersamaOmnibusLaw",1.0
628,@indra_moelyono,"Membalas 
@hnurwahid
 dan 
@FPKSDPRRIApa PKS mengedukasi RUU Cipta Kerja secara jujur dan sesuai dengan isi sesungguhnya tanpa di edit? 7Kalau tudak jujur maka dari mulai anda sampai ulama yang meatasnamakan ulama akan durhaka",1.0
303,@akmaliawongg,"Pembahasan RUU Cipta Kerja sekarang sudah mencapai 70 persen. Tadi disampaikan pidato Ibu Ketua DPR RI rencana dibahas dan ditargetkan selesai dalam masa sidang ini

Kalahkan Pandemi
#RakyatBersamaOmnibusLawDukung Omnibus Law, Sri Mulyani Sebut Dongkrak Pemulihan Ekonomi - Tirto.ID
Sri Mulyani mengklaim Omnibus Law akan mendongkrak perekonomian.
tirto.id",1.0
1767,@HPBD11,"9 Manfaat RUU Cipta Kerja Versi Pemerintah9 Manfaat RUU Cipta Kerja Versi Pemerintah
Pemerintah mengklaim Rancangan Undang-Undang (RUU) Cipta Kerja memberikan manfaat bagi masyarakat.
finance.detik.com",1.0
781,@PerwiraTidur,"Alhamdulillah ya guys RUU Cipta Kerja (Omnibus Law) rencananya segera rampung dalam waktu dekat. Undang-Undang ini akan memberikan berbagai kemudahan kepada masyaraka #OmnibusLawLestariDukung UMKM, UU Cipta Kerja Permudah Sertifikasi Halal : Okezone Economy
RUU Cipta Kerja Omnibus Law rencananya segera rampung dalam waktu dekat - Hot Issue - okezone economy
economy.okezone.com",1.0
1516,@WisleyJaya5,"Susah-susah jadi mahasiswa berprestasi, lulus kuliah cari kerja sebar-sebar cv, kerja keras sampai pulang pagi, pemerintah rancang RUU dengan dalil efisiensi, tapi mereka bantai ekspektasi, ketika rakyat makin susah cari nasi, dimana demokasi? 

#omnibuslaw #RUUCiptaKerja",0.0
620,@mbok_minahh,"Dan pemerinah sudah jelas menyatakan RUU Cipta Kerja ini bisa mendatangkan investor dan lapangan kerja baru, untuk itu meminta Presiden mengeluarkan Perppu adalah hal yang paling irasional.",0.0
994,@MikelSumar,"Manfaat RUU CiptakerjaManfaat UU Cipta Kerja bagi Masyarakat
Infografik.
beritasatu.com",1.0
461,@GDKSEOKJIN92,66. Setuju ga ama ruu cipta kerja?//,0.0
1817,@Febrian43911224,"Anggota Baleg perjuangkan BUMDes di desa-desa tanah air dalam pembahasan kluster kemudahan berusaha dalam RUU Cipta Kerja. 
#indonesiamaju #indonesiakerja #OMNIBUSLAW #Omnibuslawjadisolusi #UUCiptaKerja #ciptakerja #rakyatbanturakyat",1.0
839,@KelasLapas,"OMNIBUS LAW TAAT PROSEDURAL
#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",1.0
1417,@ZAEffendy,"Kepala Pukat UGM: ""UU Ciptaker CACAT Formil maupun Materil. Proses pembentukannya berlangsung cepat, tertutup, dan minim partisipasi publik. Dalam penyusunannya, publik sulit beri masukan, karena akses ke draf RUU tertutup."" #MosiTidakPercaya !!
TOLAK Omnibus Law UU Cipta KerjaTweet Kutipan
Republika.co.id
@republikaonline
 · 14 Okt
Beberapa pasal UU Ketenagakerjaan dikembalikan ke pasal 79, 88A dan 154 UU Ciptaker. http://republika.co.id/berita//qi664w409/kembalinya-beberapa-pasal-uu-ciptaker-yang-sempat-hilang…",0.0
1726,@Mustofaaliecb1,"Kenapa sekarang rakyat di adu dengan aparat penegak hukum. . 
 Apa ada dalang yang mengadu
Ruu cipta kerja sehingga rakyat dibenturkan dengan aparat??
Mau sampek kapan rakyat berdemo namun politisi tidak membuka hatinya untuk rakyat.",0.0
816,@pejuangmuda152,"4. Tahapan selanjutnya dari hasil rapat disampaikan ke Presiden.
RUU Omnibus Law Cipta Kerja Masuk Tahapan Finalisasi, pada 15 Januari 2020.
@airlangga_hrt
 
@PerekonomianRI
 

#OmnibusLawTaatProsedural",1.0
55,@LestariSarmi,"Published on Oct 20, 2020
Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja. Astaghfirullah!!",0.0
621,@mbok_minahh,"Itu artinya pembentukan Perppu merupakan jalan yang irasional, mengingat RUU Cipta Kerja ini merupakan inisiatif dari pemerintah sendiri, akan sangat mengeherankan jika pemerintah mengeluarkan Perppu untuk undang-undang atas inisiatifnya sendiri.",0.0
504,@AudryRibka,"Membalas 
@dr_koko28
 dan 
@JimlyAsBetul pendapat dokter namun harus melihat kasus/masalahnya dulu, RUU Cipta Kerja yang  diributkan itu sebetulnya tidak untuk merugikan buruh dan (katanya) juga  untuk menghindari terjadinya korupsi, jadi gubernur seharusnya mengetahui isi RUU tsb dulu bukan malah menolak.",0.0
1397,@JojoSsnack,Pembahasan RUU Cipta kerja dilakukan secara hati-hati dan transparan katanya nih #OmnibusLawTransparan,1.0
422,@tjhinfar21,"3.Menyampaikan ke Presiden

Setelah semua naskah akademisi dan RUU Cipta kerja di drafting maka draft tersebut diserahkan ke Presiden 
Dan masuk tahap finalisasi per tgl 15 Januari 2020

Waspada Korona
#CiptaKerjaBangunBangsa",1.0
910,@PerekonomianRI,"3. RUU Cipta Kerja ditetapkan sebagai Prolegnas Prioritas Tahun 2020

#OmnibusLawTaatProsedur 
#CiptaKerja 
#UntukEkonomiIndonesiaAirlangga Hartarto dan 4 lainnya",1.0
612,@tisamarn,Apakah pemerintah tidak berfikiran mengenai gelombang demo yg terus bertambah setiap harinya untuk menolak RUU CIPTA KERJA ini berdampak pada peningkatan angka penularan COVID-19? Tinggal batalkan kemudian terbitkan PERPPU. Huhu stay safe untuk kalian yg hari ini turun LAGI.,0.0
1115,@monologis_id,"Serikat buruh se-Kabupaten Serang tuntut pemerintah beserta DPRD Kabupaten Serang menolak pengesahan RUU Cipta Kerja atau Omnibus Law. Unjuk rasa dilakukan di depan halaman Pendopo Bupati Serang, Banten, Rabu (14/10).Buruh Curiga Ada Kecurangan dalam Penyusunan UU Cipta Kerja
SERANG - Serikat buruh se-Kabupaten Serang tuntut pemerintah beserta DPRD Kabupaten Serang menolak pengesahan RUU Cipta Kerja atau Omnibus Law. Unjuk rasa...
monologis.id",0.0
242,@syahroni_muh,"Membalas 
@GarudaOposisi2Org2 yg berkepentingan pada RUU CIPTA KERJA menghamburkan receh untuk bs kuasai segunung emas.",1.0
1797,@mahdesi,Imbauan untuk menjaga ketertiban dan menghindari perusakan fasilitas publik dalam penyampaian pendapat dan dijumpai di banyak lokasi di Jakarta. Hal itu seiring masih adanya gelombang protes sejumlah elemen masyarakat atas persetujuan DPR untuk pengesahan RUU Cipta Kerja.,1.0
1682,@ignroberto,"Me reading Draft RUU Cipta Kerja demi kerjaanTweet Kutipan
-
@iyarset
 · 13 Okt
Aku bisa kayak gini baru sama kamu aja.",1.0
703,@RosidinBrawija4,"ampuun dah gmna mo baca RUU cipta kerja yg setebal ituTweet Kutipan
Anti_Cebong
@Anti_Cebong07
 · 16 Okt
Membalas @tempodotco
Nggak ada kerjaan ya bingung, baca2 komik Doraemon dan Shinchan siap itu lupa",0.0
1589,@Brunowicaksono,"... proyek baru bos ? 

Rusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani Hancur - News http://Liputan6.com https://liputan6.com/news/read/4381383/rusuh-demo-tolak-ruu-cipta-kerja-tenda-psbb-tugu-tani-hancur…Eropa Resah Kasus COVID-19 Melonjak di Italia, Jerman, dan Ceko
Kasus COVID-19 kembali melonjak di beberapa negara Eropa, pemerintah cemas.
liputan6.com",0.0
1005,@BaskoroBagas,"Seharusnya buruh yg bekerja di kapal” besar di sebutnya nelayan pekerja jadi ada definisi tersendiri termasuk jaminan” kesehatan yg skrg sdh pada di jalankan jdi RUU cipta kerja tinggal menyempurnakan definisi nelayan pekerja. Kalau nelayan kecil memang harus pake range GT minimTweet Kutipan
www.suhana.web.id
@suhanaipb
 · 15 Okt
Kompas, Kamis, 15/10/2020",1.0
440,@yawdahlaah,"Membalas 
@sbyfessyo opo se maksud e, pengesahan ruu ciptakerja ke demo terhadap ruu ciptakerja???

pengesahan ruu cipta >> demo >> ruu ciptakerja

hah??",0.0
1663,@yudi_pr,"Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK
Klik untuk baca: http://kmp.im/AGA860

Download aplikasi http://Kompas.com untuk akses berita lebih mudah dan cepat:
Android: https://bit.ly/39CkIQ0
iOS:KOMPAS.com: Berita Terpercaya
KOMPAS.com - Jernih Melihat Dunia Baca Berita Indonesia Terkini, Akurat, dan Terpercaya di Aplikasi Kompas.com. Lebih dari 50 tahun Kompas menemani Indonesia dengan memberikan berita-berita terkini,...
4.03571/5.0 stars – 56 ratings",1.0
1759,@Feby_R,"Membalas 
@tempodotcoRUU cipta kerja 
RUU cipta kerja fix 
RUU cipta kerja fix banget 
RUU cipta kerja udah lah fix ini mah",1.0
441,@JhonSaheb1,"Membalas 
@KotoTrino
 dan 
@Dennysiregar7Baca....2 di berita lain kok melintir fitnah lagi orang kenyataan saya juga heran awal membaca berita gatot memuji ruu cipta kerja.. Makanya isi kuota jng numpang di warkop free wifi modal kopi secangkir rp 3000 ..",0.0
1268,@mmynameistaken,"Kangennya kalo dikumpulin udah kayak jumlah pasal di RUU Cipta Kerja.

Udah banyak, bikin pusing lagi~",0.0
1658,@kompascom,Ketua Majelis Tinggi Partai Demokrat Bambang Yudhoyono mengungkapkan alasan partainya menolak pengesahan RUU Cipta Kerja menjadi undang-undang dalam Rapat Paripurna DPR. / #Nasional #VideoKompas,1.0
1250,@mitatarmila,Prabowo lalu menyoroti aksi pembakaran dalam demo menolak omnibus law RUU Cipta Kerja. Prabowo yakin ada dalangnya dan itu pihak asing.,1.0
1530,@achmadphotogra,"Maka'a biar rakyat baca itu draf RUU Omnibus law cipta kerja di upload dong di situs pemerintah pusat biar rakyat tau gak terjebak hoax...Tweet Kutipan
VIVAcoid
@VIVAcoid
 · 13 Okt
Prabowo: yang Kemarin Demo Belum Baca Omnibus Law, Banyak Hoax http://dlvr.it/RjTW71",1.0
1605,@CindyH32989802,"AHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar Hoaks https://istanadominoindo.blogspot.com/2020/10/ahy-heran-draf-ruu-cipta-kerja-berubah.html…

#AgenPoker, #AgenDomino",0.0
887,@FireBirdFeniks,"Kemudian dlm paripurna, DPR menetapkan RUU Cipta Kerja sbg Program Legislasi Nasional Prioritas thn 2020.
#OmnibusLawTaatProsedural",1.0
1570,@abigaildayaa,"Satu hal lagi, seperti sudah diperkirakan sebelumnya, cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja #DamaiIndonesiaPulih",1.0
1342,@PenaMabda,"Di Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat ResahDi Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat Resah
penamabda.com",0.0
1199,@GarengHallu,"Pemerintah dan DPR mendengar Aspirasi masyarakat dan akan revisi UU dikeluarkan dari RUU Cipta Kerja. 
#OmnibusLawTransparan",1.0
1400,@1106Yeye,"Pro dan kontra UU Cipta Kerja telah bermunculan. 
Maka dari itu seperti yg disampaikan Menaker bahwa Pembahasan RUU Cipta Kerja dilakukan Secara Demokratis dan Transparan
##OmnibusLawTransparan",1.0
586,@Putra_Sangihe,"Pantes aja banyak Kepala Daerah yg menolak OBL.

Diatur di RUU Cipta Kerja, Ini Sanksi Kepala Daerah yang Tak Layani InvestorDiatur di RUU Cipta Kerja, Ini Sanksi Kepala Daerah yang Tak Layani Investor - Kompas.com
RUU Cipta Kerja mengatur sanksi kepala daerah yang tak melayani investor.
amp.kompas.com",0.0
1327,@PCarburetor,"Ukuran font RUU Cipta kerja berapa sih.? 
Halamannya makin dikit loh..

#BedahOmnibusLaw",1.0
713,@wa_puspa,"""RUU Cipta Kerja Klaster Ketenagakerjaan. Mari kita simak #UUCiptaKerja pada poin-poin tertentu. Semoga bermanfaat,"" tulis @jubir_presidenri dalam keterangan videonya. #OmnibusLawUntungkanBuruh",1.0
817,@LP_Kalianda,"Kemudian Presiden 
@jokowi
 melalui surat nomor: R-06/Pres/02/2020 tanggal 7 Februari 2020 menyampaikan secara resmi RUU Cipta Kerja kepada Ketua 
@dpr_ri
 untuk dibahas dalam sidang DPR.

#KumhamPasti
#PastiKeren
#OmnibusLawTaatProsedural",1.0
1116,@hey_zall,"Ohh.. Jadi semua element masyarakat yang tergabung dalam aksi demonstrasi MENOLAK RUU CIPTA KERJA sampai saat ini karena terkena hoaks ya pak? 
. Trus klo MENYETUJUI RUU TANPA ADANYA NASKAH bukan sebuah hoaks ya pak? 
 yg bego yg mane siTweet Kutipan
TRANS7
@TRANS7
 · 14 Okt
Mahasiswa melakukan demonstrasi karena terkena hoaks? Ini jawaban Remy Hastian, Ketua BEM Seluruh Indonesia. #MataNajwaCiptaKerjaManaFaktaManaDusta #MataNajwa",0.0
865,@Hi_pontianak,"Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstoryDemo Tolak Omnibus Law RUU Cipta Kerja Kembali Digelar di DPRD Kalbar
Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstory
kumparan.com",1.0
118,@EkoFirman15,"Mari saudara ku bersama sama melawan virus Hoax atau kebodohan 
. Belum di baca dan di  simak RUU CIPTA KERJA onimboslaw. Udah pada anarkis terbawa hoax. BAPAK GATOT NORMANTIO senyum sedih 
 melihat anak buah bodoh. Anarkis.BAPAK GATOT NORMANTIO jadi malu 
 garaTweet Kutipan
Rani Kancana
@RaniKancana
 · 11j
Membalas @AyaniMel @Bersamasahabat4  dan 17 lainnya
Musibah...",1.0
1407,@soenardo,"Menaker: RUU Cipta Kerja Bentuk Solidaritas bagi UMKMMenaker: RUU Cipta Kerja Bentuk Solidaritas bagi UMKM
KeuanganNegara.id -Roadshow Menteri Ketenagakerjaan (Menaker) Ida Fauziyah untuk menyosialisasikan RUU Cipta Kerja terus berlanjut. Selasa
keuangannegara.id",1.0
44,@zhazziyah,"Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja. Astaghfirullah!! Tonton faktanya di channel YouTube MMC
#OmnibusLawSengsarakanPerempuan",0.0
263,@unyubangetz,"RUU Cipta Kerja memang mencoba untuk memfasilitasi pergeseran di bidang investasi dan ketenagakerjaan di masa yang akan datang. #RakyatBersamaOmnibusLawDari 
Lr",1.0
1497,@generasi000,"Soal OL Cipta Kerja, jangan mau digiring pembahasan pasal per pasal. Cermani roh-nya, bukan teks tetapi konteks, dan upaya total memperkokoh ologarki: UU KPK, UU No.3 ttg Minerba, Perppu No.1/2020, UU MK, dan RUU Energi Terbarukan. Mungkin ada yang hendak menambahkan.",0.0
1264,@KompasTV,"Awal Oktober, DPR dan pemerintah telah menyetujui RUU Cipta Kerja yang mengupayakan terciptanya sistim yang ramah bagi pelaku usaha baik asing maupun dalam negeri. Kalangan usaha di Amerika Serikat, menyambut positif upaya pemerintah Indonesia. 

Baca di https://kompas.tv/article/115757/soal-omnibus-law-kalangan-bisnis-dan-pengamat-as-perlu-adanya-transparansi…4:00
590 tayangan",1.0
706,@mamaciaaa,"Jadi, naskah yg dirapihkan terkait kesalahan penulisan (typo, tanda baca dsb), ga ada perubahan sedikit pun terkait substansi yang dimuat dalam naskah RUU Cipta Kerja yang disampaikan oleh DPR RI. Tinggal tunggu paraf dari kementrian dan presiden. Naskah RUU Cipta Kerja Sedang Diparaf Dua Menteri
Iisi naskah RUU Cipta Kerja tetap sama dengan yang disepakati bersama DPR.
republika.co.id",1.0
735,@AldoSallis,"Ketua DPRD Provinsi Kalteng Sebut RUU Cipta Kerja Mempermudah InvestorKetua DPRD Provinsi Kalteng Sebut RUU Cipta Kerja Mempermudah Investor
Ratusan mahasiswa dari berbagai universitas dan organisasi kembali berunjuk rasa menolak RUU Cipta Kerja di depan Kantor DPRD Provinsi Kalteng. Mereka menilai, tiga versi draf UU Cipta Kerja bukti...
kompas.id",1.0
290,@fahri_sion,"Melalui Omnibus Law RUU Cipta Kerja jutaan pekerja dapat memperbaiki kehidupan bagi keluarga mereka 
#RakyatBersamaOmnibusLaw",1.0
