,user_account,tweet,label,tweet_clean,tweet_token,tf_dict
1239,@polsek_dolok,"Kanit Reskrim IPDA Zulfan Ahmadi, SH dan Personil Polsek Dolok Masihul  Mensosialisasikan RUU CIPTA KERJA ( OMNIBUS LAW) dan Meluruskan 12 Berita HOAKS PT Karya Hevea Indonesia.",1,kanit reskrim ipda zulfan ahmadi sh personel polsek masihul sosialisasi rancang undang undang cipta kerja omnibus law lurus berita hoax pt karya hevea indonesia,"['kanit', 'reskrim', 'ipda', 'zulfan', 'ahmadi', 'sh', 'personel', 'polsek', 'masihul', 'sosialisasi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'omnibus', 'law', 'lurus', 'berita', 'hoax', 'pt', 'karya', 'hevea', 'indonesia']","{'kanit': 1, 'reskrim': 1, 'ipda': 1, 'zulfan': 1, 'ahmadi': 1, 'sh': 1, 'personel': 1, 'polsek': 1, 'masihul': 1, 'sosialisasi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'omnibus': 1, 'law': 1, 'lurus': 1, 'berita': 1, 'hoax': 1, 'pt': 1, 'karya': 1, 'hevea': 1, 'indonesia': 1}"
162,@Dumbledoreuwu,"Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali 
#OmnibusLawTaatProsedural",1,bahas rancang undang undang cipta kerja kali,"['bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kali']","{'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'kali': 1}"
503,@PhaGadeGade1,"*DPR, PRESIDEN, MK - SAMA SAJA?*
*OLEH : ABU AL FATIH*

RUU cipta kerja sudah resmi jadi undang-undang. Putusan itu dihasilkan dari rapat paripurna DPR bersama pemerintah beberapa hari yang lalu. #GakPercayaRezimLagi 
#DakwahKhilafahDakwahIslam",1,dewan wakil rakyat presiden mahkamah konstitusi abu fatih rancang undang undang cipta kerja resmi undang undang putus hasil rapat paripurna dewan wakil rakyat perintah,"['dewan', 'wakil', 'rakyat', 'presiden', 'mahkamah', 'konstitusi', 'abu', 'fatih', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'resmi', 'undang', 'undang', 'putus', 'hasil', 'rapat', 'paripurna', 'dewan', 'wakil', 'rakyat', 'perintah']","{'dewan': 2, 'wakil': 2, 'rakyat': 2, 'presiden': 1, 'mahkamah': 1, 'konstitusi': 1, 'abu': 1, 'fatih': 1, 'rancang': 1, 'undang': 4, 'cipta': 1, 'kerja': 1, 'resmi': 1, 'putus': 1, 'hasil': 1, 'rapat': 1, 'paripurna': 1, 'perintah': 1}"
1788,@ekonomimaju,"Pembahasan RUU CIptaker dilakukan sebanyak 64 kali, terdiri dari dua kali rapat kerja, 56 kali rapat panja, dan 6 kali rapat tim perumus dan tim sinkronisasi.

#OmnibusLawTransparan #KitaButuhCiptaKerja #CiptaKerja #omnibuslawuntukumkm #OmnibusLawTransparan #OmnibuslawBerkah",1,bahas rancang undang undang cipta kerja kali kali rapat kerja kali rapat panitia kerja kali rapat tim rumus tim sinkronisasi,"['bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kali', 'kali', 'rapat', 'kerja', 'kali', 'rapat', 'panitia', 'kerja', 'kali', 'rapat', 'tim', 'rumus', 'tim', 'sinkronisasi']","{'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 3, 'kali': 4, 'rapat': 3, 'panitia': 1, 'tim': 2, 'rumus': 1, 'sinkronisasi': 1}"
582,@Gond_rong,"[7]

Badan legislasi DPR RI, DPD RI dan Pemerintahan melakukan rapat perdana untuk membahas RUU Cipta Kerja pada tanggal 14 April 2020. 

Dalam rapat tersebut Panitia Kerja RUU Cipta Kerja resmi dibentuk.

Jadi semuanya jelas ya. Sesuai prosedur. 
#OmnibusLawTaatProsedural",1,badan legislasi dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah rapat perdana bahas rancang undang undang cipta kerja tanggal april rapat panitia kerja rancang undang undang cipta kerja resmi bentuk ya sesuai prosedur,"['badan', 'legislasi', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'dewan', 'wakil', 'daerah', 'rakyat', 'indonesia', 'perintah', 'rapat', 'perdana', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tanggal', 'april', 'rapat', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'resmi', 'bentuk', 'ya', 'sesuai', 'prosedur']","{'badan': 1, 'legislasi': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 3, 'indonesia': 2, 'daerah': 1, 'perintah': 1, 'rapat': 2, 'perdana': 1, 'bahas': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 3, 'tanggal': 1, 'april': 1, 'panitia': 1, 'resmi': 1, 'bentuk': 1, 'ya': 1, 'sesuai': 1, 'prosedur': 1}"
1061,@LILApama2011,"Berbagai masukan dari serikat Buruh terkati RUU Cipta Kerja yang telah diakomodir diharapkan bisa membawa dampak positif terhadap proses pembahasan RUU Cipta Kerja.

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",1,masuk serikat buruh kati rancang undang undang cipta kerja akomodir harap bawa dampak positif proses bahas rancang undang undang cipta kerja kalah pandemi,"['masuk', 'serikat', 'buruh', 'kati', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'akomodir', 'harap', 'bawa', 'dampak', 'positif', 'proses', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kalah', 'pandemi']","{'masuk': 1, 'serikat': 1, 'buruh': 1, 'kati': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'akomodir': 1, 'harap': 1, 'bawa': 1, 'dampak': 1, 'positif': 1, 'proses': 1, 'bahas': 1, 'kalah': 1, 'pandemi': 1}"
1050,@MeongEmpus,"Mari bicara bertatap Negara yang baik. 

RUU Cipta Kerja itu INKONSTITUSIONAL yang langgar hukum adalah yang melakukan Inkonstitusional,  betul 
Rakyat menuntut Hak dan dilindungi Konstitusi. 

Jadilah orang yang bijaksana. 
Dunia Internasional memantau tulisan ini. Tweet Kutipan
JPNN.com
@jpnncom
 · 13 Okt
Bang Edi mendukung langkah Polri mengusut tuntas pelaku penjarahan dan pelaku ujaran kebencian dalam aksi unjuk rasa menentang RUU Cipta Kerja. #RUUCiptaKerja https://m.jpnn.com/news/usut-tuntas-pelaku-penjarahan-dan-ujaran-kebencian-dalam-aksi-menolak-ruu-cipta-kerja…",1,mari bicara tatap negara rancang undang undang cipta kerja inkonstitusional langgar hukum inkonstitusional rakyat tuntut hak lindung konstitusi orang bijaksana dunia internasional pantau tulis tweet kutip oktober bang edi dukung langkah polri usut tuntas laku jarah laku ujar benci aksi unjuk tentang rancang undang undang cipta kerja,"['mari', 'bicara', 'tatap', 'negara', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'inkonstitusional', 'langgar', 'hukum', 'inkonstitusional', 'rakyat', 'tuntut', 'hak', 'lindung', 'konstitusi', 'orang', 'bijaksana', 'dunia', 'internasional', 'pantau', 'tulis', 'tweet', 'kutip', 'oktober', 'bang', 'edi', 'dukung', 'langkah', 'polri', 'usut', 'tuntas', 'laku', 'jarah', 'laku', 'ujar', 'benci', 'aksi', 'unjuk', 'tentang', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'mari': 1, 'bicara': 1, 'tatap': 1, 'negara': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'inkonstitusional': 2, 'langgar': 1, 'hukum': 1, 'rakyat': 1, 'tuntut': 1, 'hak': 1, 'lindung': 1, 'konstitusi': 1, 'orang': 1, 'bijaksana': 1, 'dunia': 1, 'internasional': 1, 'pantau': 1, 'tulis': 1, 'tweet': 1, 'kutip': 1, 'oktober': 1, 'bang': 1, 'edi': 1, 'dukung': 1, 'langkah': 1, 'polri': 1, 'usut': 1, 'tuntas': 1, 'laku': 2, 'jarah': 1, 'ujar': 1, 'benci': 1, 'aksi': 1, 'unjuk': 1, 'tentang': 1}"
740,@Aresz_Arko,"draft final ruu cipta kerja 812 halaman dibaca, al-qur'an 604 halaman gak pernah dibuka. dasar odading",0,draf final rancang undang undang cipta kerja halaman baca qur an halaman buka dasar odading,"['draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'halaman', 'baca', 'qur', 'an', 'halaman', 'buka', 'dasar', 'odading']","{'draf': 1, 'final': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'halaman': 2, 'baca': 1, 'qur': 1, 'an': 1, 'buka': 1, 'dasar': 1, 'odading': 1}"
122,@mbok_minahh,"Judicial Review oleh Mahkamah Konstitusi
Upaya hukum yang bisa dilakukan oleh buruh mapun pihak yang merasa dirugikan dengan terbitnya RUU Cipta Kerja ini bisa dilakukan dengan mekanisme uji materi ke Mahkamah Konstitusi.",1,judicial review mahkamah konstitusi upaya hukum buruh rugi terbit rancang undang undang cipta kerja mekanisme uji materi mahkamah konstitusi,"['judicial', 'review', 'mahkamah', 'konstitusi', 'upaya', 'hukum', 'buruh', 'rugi', 'terbit', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'mekanisme', 'uji', 'materi', 'mahkamah', 'konstitusi']","{'judicial': 1, 'review': 1, 'mahkamah': 2, 'konstitusi': 2, 'upaya': 1, 'hukum': 1, 'buruh': 1, 'rugi': 1, 'terbit': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'mekanisme': 1, 'uji': 1, 'materi': 1}"
1416,@rusyanaagus676,"Kenyataannya draf RUU CIPTA KERJA TIDAK DIBACA , TIDAK DIPAHAMI ANGGOTA DPR PARAH ...ISINYA ADA YG MELENCENG CUMA UNTUNGKAN PENGUSAHA & INVESTORTweet Kutipan
Joko Widodo
@jokowi
 · 16 Okt
""Undang-Undang Cipta Kerja adalah upaya reformasi besar untuk menjadikan Indonesia lebih kompetitif."" Ini kata Bank Dunia. 

Berikut pernyataan lengkapnya.",0,nyata draf rancang undang undang cipta kerja baca paham anggota dewan wakil rakyat parah isi lenceng untung usaha investor tweet kutip joko widodo oktober undang undang cipta kerja upaya reformasi jadi indonesia kompetitif bank dunia nyata lengkap,"['nyata', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baca', 'paham', 'anggota', 'dewan', 'wakil', 'rakyat', 'parah', 'isi', 'lenceng', 'untung', 'usaha', 'investor', 'tweet', 'kutip', 'joko', 'widodo', 'oktober', 'undang', 'undang', 'cipta', 'kerja', 'upaya', 'reformasi', 'jadi', 'indonesia', 'kompetitif', 'bank', 'dunia', 'nyata', 'lengkap']","{'nyata': 2, 'draf': 1, 'rancang': 1, 'undang': 4, 'cipta': 2, 'kerja': 2, 'baca': 1, 'paham': 1, 'anggota': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'parah': 1, 'isi': 1, 'lenceng': 1, 'untung': 1, 'usaha': 1, 'investor': 1, 'tweet': 1, 'kutip': 1, 'joko': 1, 'widodo': 1, 'oktober': 1, 'upaya': 1, 'reformasi': 1, 'jadi': 1, 'indonesia': 1, 'kompetitif': 1, 'bank': 1, 'dunia': 1, 'lengkap': 1}"
115,@Iriel07688931,"Membalas 
@PawartiRiechalPasal 87 RUU Cipta Kerja akan merevisi Pasal 87 UU Pangan, menghapus ketentuan pangan harus lulus uji laboratorium sebelum diedarkan. Akibatnya, pangan yang akan dikonsumsi masyarakat semakin tidak terjamin keamanan dan mutunya.",0,balas rancang undang undang cipta kerja revisi pasal undang undang pangan hapus tentu pangan lulus uji laboratorium edar akibat pangan konsumsi masyarakat jamin aman mutu,"['balas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'revisi', 'pasal', 'undang', 'undang', 'pangan', 'hapus', 'tentu', 'pangan', 'lulus', 'uji', 'laboratorium', 'edar', 'akibat', 'pangan', 'konsumsi', 'masyarakat', 'jamin', 'aman', 'mutu']","{'balas': 1, 'rancang': 1, 'undang': 4, 'cipta': 1, 'kerja': 1, 'revisi': 1, 'pasal': 1, 'pangan': 3, 'hapus': 1, 'tentu': 1, 'lulus': 1, 'uji': 1, 'laboratorium': 1, 'edar': 1, 'akibat': 1, 'konsumsi': 1, 'masyarakat': 1, 'jamin': 1, 'aman': 1, 'mutu': 1}"
1391,@FPKSDPRRI,"QnA RUU Cipta Kerja

Izin mengkonfirmasi banyak berita beredar, benarkah PKS dibalik aksi unjuk rasa kemaren ?

#fraksipksdprri 
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",1,sesi rancang undang undang cipta kerja izin konfirmasi berita edar pks balik aksi unjuk kemarin,"['sesi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'izin', 'konfirmasi', 'berita', 'edar', 'pks', 'balik', 'aksi', 'unjuk', 'kemarin']","{'sesi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'izin': 1, 'konfirmasi': 1, 'berita': 1, 'edar': 1, 'pks': 1, 'balik': 1, 'aksi': 1, 'unjuk': 1, 'kemarin': 1}"
354,@tunggadewins,"Membalas 
@bealiviana17Kela ieu nu 3an teh masu ruu cipta kerja na versi bea liviana teh aya syarat ketentuan berlaku teu bisi weh keadilan tida merata berat sebelah mah angger demo meur ah",1,balas nu teh masuk rancang undang undang cipta kerja na versi bea liviana teh syarat tentu laku bis weh adil rata berat belah demo meur,"['balas', 'nu', 'teh', 'masuk', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'na', 'versi', 'bea', 'liviana', 'teh', 'syarat', 'tentu', 'laku', 'bis', 'weh', 'adil', 'rata', 'berat', 'belah', 'demo', 'meur']","{'balas': 1, 'nu': 1, 'teh': 2, 'masuk': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'na': 1, 'versi': 1, 'bea': 1, 'liviana': 1, 'syarat': 1, 'tentu': 1, 'laku': 1, 'bis': 1, 'weh': 1, 'adil': 1, 'rata': 1, 'berat': 1, 'belah': 1, 'demo': 1, 'meur': 1}"
305,@romin0306,"@DPR_RI
 
@yunartowijaya
 
@alvinlie21
 
@jokowi
 
@digeeembokFC
 
Jaman sdh high technology, kok mau dptin draf RUU cipta kerja yg asli susah banget. Apakah DPR tidak ada technology yg bs upload UU di website atau apps? Apa perlu sy buatin? Free deh...",0,zaman teknologi draf rancang undang undang cipta kerja asli susah banget dewan wakil rakyat teknologi upload undang undang website apps free deh,"['zaman', 'teknologi', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'asli', 'susah', 'banget', 'dewan', 'wakil', 'rakyat', 'teknologi', 'upload', 'undang', 'undang', 'website', 'apps', 'free', 'deh']","{'zaman': 1, 'teknologi': 2, 'draf': 1, 'rancang': 1, 'undang': 4, 'cipta': 1, 'kerja': 1, 'asli': 1, 'susah': 1, 'banget': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'upload': 1, 'website': 1, 'apps': 1, 'free': 1, 'deh': 1}"
1534,@akuikieko,"@kemkominfo
 : Sejak awal Pemerintah menyampaikan RUU Cipta Kerja pada 14 Februari 2020, naskah sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

#OmnibusLawTransparan
#UntukEkonomiIndonesia",1,perintah rancang undang undang cipta kerja februari naskah akses laman resmi,"['perintah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'februari', 'naskah', 'akses', 'laman', 'resmi']","{'perintah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'februari': 1, 'naskah': 1, 'akses': 1, 'laman': 1, 'resmi': 1}"
1134,@KantahKabFlotim,"Reposted from 
@kementerian
.atrbpn #Repost 
@perekonomianri
 with 
@make_repost
・・・
#Grafikonomi 

Prosedur Program Legislasi Nasional (Prolegnas) dan pembahasan RUU Cipta Kerja di DPR RI telah ditaati oleh DPR RI, DPD RI, dan Pemerintah. 

#OmnibusLawTaatProsedur
#CiptaKerja",1,posting ulang atrbpn prosedur program legislasi nasional program legislatif nasional bahas rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia taat dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah,"['posting', 'ulang', 'atrbpn', 'prosedur', 'program', 'legislasi', 'nasional', 'program', 'legislatif', 'nasional', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'taat', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'dewan', 'wakil', 'daerah', 'rakyat', 'indonesia', 'perintah']","{'posting': 1, 'ulang': 1, 'atrbpn': 1, 'prosedur': 1, 'program': 2, 'legislasi': 1, 'nasional': 2, 'legislatif': 1, 'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'dewan': 3, 'wakil': 3, 'rakyat': 5, 'indonesia': 3, 'taat': 1, 'daerah': 1, 'perintah': 1}"
836,@wa_puspa,"""Dengan RUU Cipta Kerja kita harapkan adanya perubahan struktur ekonomi untuk mendorong pertumbuhan ekonomi dan perluasan kesempatan kerja,"" #RakyatButuhUUCiptaKerja",1,rancang undang undang cipta kerja harap ubah struktur ekonomi dorong tumbuh ekonomi luas sempat kerja,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'harap', 'ubah', 'struktur', 'ekonomi', 'dorong', 'tumbuh', 'ekonomi', 'luas', 'sempat', 'kerja']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'harap': 1, 'ubah': 1, 'struktur': 1, 'ekonomi': 2, 'dorong': 1, 'tumbuh': 1, 'luas': 1, 'sempat': 1}"
297,@pmibanyumas,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. (15/10)

#pmibanyumas #pmiselalubantu #banyumas #purwokerto #purwokertohitz  #infopurwokerto #instapurwokerto #banyumas24jam #banyumasinfo #purwokertoonline",1,proses evakuasi korban serta aksi demonstrasi rancang undang undang cipta kerja tim pmi kabupaten banyumas populer informasi online,"['proses', 'evakuasi', 'korban', 'serta', 'aksi', 'demonstrasi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tim', 'pmi', 'kabupaten', 'banyumas', 'populer', 'informasi', 'online']","{'proses': 1, 'evakuasi': 1, 'korban': 1, 'serta': 1, 'aksi': 1, 'demonstrasi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'tim': 1, 'pmi': 1, 'kabupaten': 1, 'banyumas': 1, 'populer': 1, 'informasi': 1, 'online': 1}"
529,@RupbasanTpi,"#SahabatMido, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Mido ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22 ",1,ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas mido ya,"['ramai', 'ya', 'bahas', 'susun', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'susun', 'rancang', 'undang', 'undang', 'proses', 'coba', 'simak', 'utas', 'mido', 'ya']","{'ramai': 1, 'ya': 2, 'bahas': 1, 'susun': 2, 'rancang': 2, 'undang': 4, 'cipta': 1, 'kerja': 1, 'proses': 1, 'coba': 1, 'simak': 1, 'utas': 1, 'mido': 1}"
993,@cagubnyinyir2,"ALASAN polisi tahan 8 Pentolan KAMI !
Karena provokasi dan Sulut demo RUU Cipta Kerja rusuh pekan lalu.
""Mereka sengaja menyebarkan hoax yg menimbulkan rasa kebencian & permusuhan dasar SARA!
https://liputan6.com/news/read/4381443/syahganda-nainggolan-ditangkap-ini-deretan-fakta-penangkapannya-dan-anggota-kami…
@hnurwahid
@anton_harjo
@AndyPra77353922
@pengagumpakde
 @Bnie18Syahganda Nainggolan Ditangkap, Ini Deretan Fakta Penangkapannya dan Anggota KAMI
Penangkapan petinggi KAMI Syahganda Nainggolan itu dibenarkan Kepala Divisi Humas Mabes Polri Irjen Argo Yuwono.
liputan6.com",1,alas polisi tahan pentol provokasi sulut demo rancang undang undang cipta kerja rusuh pekan sengaja sebar hoax timbul benci musuh dasar sara,"['alas', 'polisi', 'tahan', 'pentol', 'provokasi', 'sulut', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rusuh', 'pekan', 'sengaja', 'sebar', 'hoax', 'timbul', 'benci', 'musuh', 'dasar', 'sara']","{'alas': 1, 'polisi': 1, 'tahan': 1, 'pentol': 1, 'provokasi': 1, 'sulut': 1, 'demo': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'rusuh': 1, 'pekan': 1, 'sengaja': 1, 'sebar': 1, 'hoax': 1, 'timbul': 1, 'benci': 1, 'musuh': 1, 'dasar': 1, 'sara': 1}"
1337,@babyyyy_sun,"Kakak2 
Wdyt?
1) Apa yang menjadi akar masalah disahkannya Omnibus Law RUU Ciptakerja?
2) Mengapa respon atas pengesahan Omnibus Law RUU Ciptakerja terkesan anarkis dan brutal?
3) Bagaimana dampak rentetan peristiwa terkait disahkannya Omnibus Law RUU Ciptakerja bagi masyarakat?",1,pikir akar sah omnibus law rancang undang undang cipta kerja respons kesah omnibus law rancang undang undang cipta kerja kes anarkis brutal dampak rentet peristiwa kait sah omnibus law rancang undang undang cipta kerja masyarakat,"['pikir', 'akar', 'sah', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'respons', 'kesah', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kes', 'anarkis', 'brutal', 'dampak', 'rentet', 'peristiwa', 'kait', 'sah', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'masyarakat']","{'pikir': 1, 'akar': 1, 'sah': 2, 'omnibus': 3, 'law': 3, 'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'respons': 1, 'kesah': 1, 'kes': 1, 'anarkis': 1, 'brutal': 1, 'dampak': 1, 'rentet': 1, 'peristiwa': 1, 'kait': 1, 'masyarakat': 1}"
463,@Masyita08912111,"KW :
Perbudakan Legal.

Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...",0,palsu budak legal jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan lengkap tonton video serba serbi pagi salur youtube mmc,"['palsu', 'budak', 'legal', 'jatuh', 'timpa', 'tangga', 'nasib', 'perempuan', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kebut', 'nilai', 'rugi', 'kalang', 'buruh', 'perempuan', 'lengkap', 'tonton', 'video', 'serba', 'serbi', 'pagi', 'salur', 'youtube', 'mmc']","{'palsu': 1, 'budak': 1, 'legal': 1, 'jatuh': 1, 'timpa': 1, 'tangga': 1, 'nasib': 1, 'perempuan': 2, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'kebut': 1, 'nilai': 1, 'rugi': 1, 'kalang': 1, 'buruh': 1, 'lengkap': 1, 'tonton': 1, 'video': 1, 'serba': 1, 'serbi': 1, 'pagi': 1, 'salur': 1, 'youtube': 1, 'mmc': 1}"
1520,@kabargolkarnews,"Firman Soebagyo, Anggota Panja RUU Cipta Kerja menyatakan bahwa UU Cipta Kerja yang pekan lalu disahkan oleh DPR RI, tidak mengalami perubahan

#OmnibusLawPetaniSejahtera 
#OmnibusLawPetaniSejahteraGolkar Menegaskan Jika RUU Cipta Kerja ini Adalah Satu Satunya UU yang dibahas Secara Terbuka
Anggota Fraksi Golkar DPR RI dari daerah pemilihan Jawa tengah III itu meminta publik untuk mempercayai niat baik dari UU Cipta Kerja. Hal itu pula yang membuat yakin UU ini tak akan mengalami...
kabargolkar.com",1,firman soebagyo anggota panitia kerja rancang undang undang cipta kerja undang undang cipta kerja pekan sah dewan wakil rakyat rakyat indonesia alami ubah golkar rancang undang undang cipta kerja satu undang undang bahas buka anggota fraksi golkar dewan wakil rakyat rakyat indonesia daerah pilih jawa publik percaya niat undang undang cipta kerja undang undang alami,"['firman', 'soebagyo', 'anggota', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'undang', 'undang', 'cipta', 'kerja', 'pekan', 'sah', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'alami', 'ubah', 'golkar', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'satu', 'undang', 'undang', 'bahas', 'buka', 'anggota', 'fraksi', 'golkar', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'daerah', 'pilih', 'jawa', 'publik', 'percaya', 'niat', 'undang', 'undang', 'cipta', 'kerja', 'undang', 'undang', 'alami']","{'firman': 1, 'soebagyo': 1, 'anggota': 2, 'panitia': 1, 'kerja': 5, 'rancang': 2, 'undang': 12, 'cipta': 4, 'pekan': 1, 'sah': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 4, 'indonesia': 2, 'alami': 2, 'ubah': 1, 'golkar': 2, 'satu': 1, 'bahas': 1, 'buka': 1, 'fraksi': 1, 'daerah': 1, 'pilih': 1, 'jawa': 1, 'publik': 1, 'percaya': 1, 'niat': 1}"
1247,@FPKSDPRRI,"QnA RUU Cipta Kerja.

Bagaimana proses penolakan PKS selama ini terhadap RUU Cipta Kerja ?

#fraksipksdprri
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",1,sesi rancang undang undang cipta kerja proses tolak pks rancang undang undang cipta kerja,"['sesi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'proses', 'tolak', 'pks', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'sesi': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'proses': 1, 'tolak': 1, 'pks': 1}"
918,@FPKSDPRRI,"QnA RUU Cipta Kerja

Sikap Penolakan PKS disampaikan dimana ?

#fraksipksdprri 
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",1,sesi rancang undang undang cipta kerja sikap tolak pks mana,"['sesi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sikap', 'tolak', 'pks', 'mana']","{'sesi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sikap': 1, 'tolak': 1, 'pks': 1, 'mana': 1}"
53,@Fadllarahma,"Mari cermati RUU Cipta Kerja sebelum berkomentar miring.

Sebagai generasi penerus, mari kita maju bersama.

Banyak baca dan hindari hoax!

#StophoaxUUCiptakerBiLLRaY2019 dan 1 lainnya",1,mari cermat rancang undang undang cipta kerja komentar miring generasi terus mari maju baca hindar hoax,"['mari', 'cermat', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'komentar', 'miring', 'generasi', 'terus', 'mari', 'maju', 'baca', 'hindar', 'hoax']","{'mari': 2, 'cermat': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'komentar': 1, 'miring': 1, 'generasi': 1, 'terus': 1, 'maju': 1, 'baca': 1, 'hindar': 1, 'hoax': 1}"
