,user_account,label,tweet,tweet_clean,tweet_token,tf_dict
482,@kang_mul29,1,"Sebelum disahkannya RUU Cipta Kerja menjadi UU, proses pembahasannya sangat terbuka dan dilakukan transparan, bahkan melibatkan seluruh pihak dan pemangku kepentingan untk sama""  melakukan pembahasan di RUU tersebut.
@airlangga_hrt
@PerekonomianRI
#OmnibusLawTransparan",sah rancang undang undang cipta kerja undang undang proses bahas buka transparan libat mang penting bahas rancang undang undang,"['sah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'undang', 'undang', 'proses', 'bahas', 'buka', 'transparan', 'libat', 'mang', 'penting', 'bahas', 'rancang', 'undang', 'undang']","{'sah': 1, 'rancang': 2, 'undang': 6, 'cipta': 1, 'kerja': 1, 'proses': 1, 'bahas': 2, 'buka': 1, 'transparan': 1, 'libat': 1, 'mang': 1, 'penting': 1}"
813,@PerekonomianRI,1,"#KilasEkon

Pengesahan RUU Cipta Kerja masih memberikan sentimen positif.

#AmanProduktif
#UntukEkonomiIndonesia",kesah rancang undang undang cipta kerja sentimen positif,"['kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sentimen', 'positif']","{'kesah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sentimen': 1, 'positif': 1}"
256,@kemenkopmk,1,"Sementara itu #SahabatPMK, untuk informasi terkait proses penyusunan RUU Cipta Kerja dapat dipantau langsung di laman resmi https://ekon.go.id/info-sektoral/15/uu-cipta-kerja…

#OmnibusLawTransparan",informasi kait proses susun rancang undang undang cipta kerja pantau langsung laman resmi,"['informasi', 'kait', 'proses', 'susun', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pantau', 'langsung', 'laman', 'resmi']","{'informasi': 1, 'kait': 1, 'proses': 1, 'susun': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'pantau': 1, 'langsung': 1, 'laman': 1, 'resmi': 1}"
746,@Sumiyati_52,0,"Dengan demikian, draft yang “katanya draft final RUU Cipta Kerja”, yang artinya “katanya telah menjadi UU cipta Kerja” terindikasi kuat:
#KRPIPerppuBatalkanUUCipker 
#MahasiswaBergerak
#TolakOmnibuslawDPR
@krpindo
 @DPR_RI
 @jokowi
 @KSPgoid
 @KemensetnegRI
 @Setkabgoid",draf draf final rancang undang undang cipta kerja undang undang cipta kerja indikasi kuat,"['draf', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'undang', 'undang', 'cipta', 'kerja', 'indikasi', 'kuat']","{'draf': 2, 'final': 1, 'rancang': 1, 'undang': 4, 'cipta': 2, 'kerja': 2, 'indikasi': 1, 'kuat': 1}"
205,@kompascom,1,"Sejak RUU Cipta Kerja disahkan dalam Rapat Paripurna, PKS belum menerima draf final UU Cipta Kerja tersebut.Fraksi PKS Layangkan Surat ke Baleg, Minta Draf Final UU Cipta Kerja
Sejak RUU Cipta Kerja disahkan dalam Rapat Paripurna, PKS belum menerima draf final UU Cipta Kerja tersebut.
nasional.kompas.com",rancang undang undang cipta kerja sah rapat paripurna pks terima draf final undang undang cipta kerja fraksi pks layang surat baleg draf final undang undang cipta kerja rancang undang undang cipta kerja sah rapat paripurna pks terima draf final undang undang cipta kerja nasional,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'rapat', 'paripurna', 'pks', 'terima', 'draf', 'final', 'undang', 'undang', 'cipta', 'kerja', 'fraksi', 'pks', 'layang', 'surat', 'baleg', 'draf', 'final', 'undang', 'undang', 'cipta', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'rapat', 'paripurna', 'pks', 'terima', 'draf', 'final', 'undang', 'undang', 'cipta', 'kerja', 'nasional']","{'rancang': 2, 'undang': 10, 'cipta': 5, 'kerja': 5, 'sah': 2, 'rapat': 2, 'paripurna': 2, 'pks': 3, 'terima': 2, 'draf': 3, 'final': 3, 'fraksi': 1, 'layang': 1, 'surat': 1, 'baleg': 1, 'nasional': 1}"
1489,@masaryaduta,0,"Esensi RUU Cipta Kerja: Proses Legislasi yang Ugal-ugalan

Oleh: Dr. Mustafa Fakhri, SH, MH, LLM, Ketua Pusat Studi Hukum Tata Negara Fakultas Hukum Universitas IndonesiaEsensi RUU Cipta Kerja: Proses Legislasi yang Ugal-ugalan
Berdasarkan UU No. 12 tahun 2011 sebagaimana telah diubah dengan UU No. 15 tahun 2019 tentang Pembentukan Peraturan Perundang-undangan (UU P3), terdapat 5 tahapan proses legislasi. Yakni, tahap...
law-justice.co",esensi rancang undang undang cipta kerja proses legislasi ugal ugalan mustafa fakhri sh llm ketua pusat studi hukum tata negara fakultas hukum universitas indonesia esensi rancang undang undang cipta kerja proses legislasi ugal ugalan dasar undang undang tahi ubah undang undang tahi bentuk atur undang undang undang undang tahap proses legislasi tahap law justice,"['esensi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'proses', 'legislasi', 'ugal', 'ugalan', 'mustafa', 'fakhri', 'sh', 'llm', 'ketua', 'pusat', 'studi', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'universitas', 'indonesia', 'esensi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'proses', 'legislasi', 'ugal', 'ugalan', 'dasar', 'undang', 'undang', 'tahi', 'ubah', 'undang', 'undang', 'tahi', 'bentuk', 'atur', 'undang', 'undang', 'undang', 'undang', 'tahap', 'proses', 'legislasi', 'tahap', 'law', 'justice']","{'esensi': 2, 'rancang': 2, 'undang': 12, 'cipta': 2, 'kerja': 2, 'proses': 3, 'legislasi': 3, 'ugal': 2, 'ugalan': 2, 'mustafa': 1, 'fakhri': 1, 'sh': 1, 'llm': 1, 'ketua': 1, 'pusat': 1, 'studi': 1, 'hukum': 2, 'tata': 1, 'negara': 1, 'fakultas': 1, 'universitas': 1, 'indonesia': 1, 'dasar': 1, 'tahi': 2, 'ubah': 1, 'bentuk': 1, 'atur': 1, 'tahap': 2, 'law': 1, 'justice': 1}"
942,@Rerebaper,1,"Dengan aturan RUU cipta kerja baru bisa membuat mafia dan birokrat korup untuk mengatur perekonomian indonesia
#RakyatButuhUUCiptaKerjaSambut Baik Omnibus Law UU Cipta Kerja, Prof. Romli: Akhirnya Pemerintah Berani Memutus Rantai...
PUBLIKSATU – Berbeda dengan mayoritas publik dan aktivis di negeri ini, pakar hukum tata negara, Profesor Romli Atmasasita justru menyambut baik lahirnya Omnibus Law UU Cipta Kerja. Menurutnya,...
publiksatu.co",atur rancang undang undang cipta kerja mafia birokrat korup atur ekonomi indonesia omnibus law undang undang cipta kerja prof romli perintah berani putus rantai publik beda mayoritas publik aktivis negeri pakar hukum tata negara profesor romli atmasasmita sambut lahir omnibus law undang undang cipta kerja turut publik,"['atur', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'mafia', 'birokrat', 'korup', 'atur', 'ekonomi', 'indonesia', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'prof', 'romli', 'perintah', 'berani', 'putus', 'rantai', 'publik', 'beda', 'mayoritas', 'publik', 'aktivis', 'negeri', 'pakar', 'hukum', 'tata', 'negara', 'profesor', 'romli', 'atmasasmita', 'sambut', 'lahir', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'turut', 'publik']","{'atur': 2, 'rancang': 1, 'undang': 6, 'cipta': 3, 'kerja': 3, 'mafia': 1, 'birokrat': 1, 'korup': 1, 'ekonomi': 1, 'indonesia': 1, 'omnibus': 2, 'law': 2, 'prof': 1, 'romli': 2, 'perintah': 1, 'berani': 1, 'putus': 1, 'rantai': 1, 'publik': 3, 'beda': 1, 'mayoritas': 1, 'aktivis': 1, 'negeri': 1, 'pakar': 1, 'hukum': 1, 'tata': 1, 'negara': 1, 'profesor': 1, 'atmasasmita': 1, 'sambut': 1, 'lahir': 1, 'turut': 1}"
1744,@YudhaShanny2,1,"Membalas 
@musniumarBaca dulu ...
Membuat Omnibus Law RUU Cipta Kerja dibutuhkan nyali yang besar karena harus berhadapan dengan Mafia KKN Pungli Perizinan dan Serikat Buruh.
@jokowi
 tahu resikonya dan berani melakukannya.  #lawanhoaxRUUCiptaker
#RakyatButuhCiptaKerja",balas omnibus law rancang undang undang cipta kerja butuh nyali hadap mafia kuliah kerja nyata pungli izin serikat buruh resiko berani laku,"['balas', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'butuh', 'nyali', 'hadap', 'mafia', 'kuliah', 'kerja', 'nyata', 'pungli', 'izin', 'serikat', 'buruh', 'resiko', 'berani', 'laku']","{'balas': 1, 'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'butuh': 1, 'nyali': 1, 'hadap': 1, 'mafia': 1, 'kuliah': 1, 'nyata': 1, 'pungli': 1, 'izin': 1, 'serikat': 1, 'buruh': 1, 'resiko': 1, 'berani': 1, 'laku': 1}"
580,@retno_setyowat,1,"OmnibusLaw RUU Cipta kerja menyerhanakan perijinan UMKM sehingga menghilangkan praktek pungli 
#OmnibusLawBasmiKorupsi",omnibus law rancang undang undang cipta kerja sederhana izin usaha mikro tengah hilang praktik pungli,"['omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sederhana', 'izin', 'usaha', 'mikro', 'tengah', 'hilang', 'praktik', 'pungli']","{'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sederhana': 1, 'izin': 1, 'usaha': 1, 'mikro': 1, 'tengah': 1, 'hilang': 1, 'praktik': 1, 'pungli': 1}"
778,@prampeakk,0,"Membalas 
@OssyDermawan
 dan 
@PDemokratAlahhh ... yg nama nya menolak itu dari awal. Bukam di ujung mau ketok palu pake drama walk out. MEMBODOHI RAKYAT ITU NAMA NYA ... !!!! 

Masa dari jaman RUU HIP sampe RUU cipta kerja skenario nya sama. 

Detik2 paripurna pake drama WO. 
Sakit ni partai lu ....",balas nama tolak bungkam ujung ketok palu pakai drama jalan bodoh rakyat nama zaman rancang undang undang rancang undang undang cipta kerja skenario paripurna pakai drama sakit partai,"['balas', 'nama', 'tolak', 'bungkam', 'ujung', 'ketok', 'palu', 'pakai', 'drama', 'jalan', 'bodoh', 'rakyat', 'nama', 'zaman', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'skenario', 'paripurna', 'pakai', 'drama', 'sakit', 'partai']","{'balas': 1, 'nama': 2, 'tolak': 1, 'bungkam': 1, 'ujung': 1, 'ketok': 1, 'palu': 1, 'pakai': 2, 'drama': 2, 'jalan': 1, 'bodoh': 1, 'rakyat': 1, 'zaman': 1, 'rancang': 2, 'undang': 4, 'cipta': 1, 'kerja': 1, 'skenario': 1, 'paripurna': 1, 'sakit': 1, 'partai': 1}"
1524,@LILApama2011,1,"Akhirnya kabar baik-pun terdengar dengan adanya titik temu antara tim perumus yang terdiri dari serikat buruh dan DPR terkait pembahasan omnibus law RUU Cipta Kerja. Hal tersebut juga mendapatkan apresiasi dari sejumlah pihak.

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",kabar dengar titik temu tim rumus serikat buruh dewan wakil rakyat kait bahas omnibus law rancang undang undang cipta kerja apresiasi kalah pandemi,"['kabar', 'dengar', 'titik', 'temu', 'tim', 'rumus', 'serikat', 'buruh', 'dewan', 'wakil', 'rakyat', 'kait', 'bahas', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'apresiasi', 'kalah', 'pandemi']","{'kabar': 1, 'dengar': 1, 'titik': 1, 'temu': 1, 'tim': 1, 'rumus': 1, 'serikat': 1, 'buruh': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'kait': 1, 'bahas': 1, 'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'apresiasi': 1, 'kalah': 1, 'pandemi': 1}"
1375,@Ndlosoor,1,"Koalisi Aksi Menyelamatkan Indonesia (KAMI) menyayangkan cara aparat kepolisian menangani massa penolakan Rancangan Undang-undang (RUU) Omnibus Law Cipta Kerja Kamis (8/10) di sejumlah daerah di Indonesia.KAMI Kritik Cara Kepolisian Hadapi Massa Penolak UU Ciptaker
Tugas aparat kepolisian melayani, melindungi, mengayomi, serta mengatur masyarakat.
republika.co.id",koalisi aksi selamat indonesia sayang aparat polisi tangan tolak rancang undang undang rancang undang undang omnibus law cipta kerja kamis daerah indonesia kritik polisi hadap tolak undang undang cipta kerja tugas aparat polisi layan lindung ayom atur masyarakat republik,"['koalisi', 'aksi', 'selamat', 'indonesia', 'sayang', 'aparat', 'polisi', 'tangan', 'tolak', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'kamis', 'daerah', 'indonesia', 'kritik', 'polisi', 'hadap', 'tolak', 'undang', 'undang', 'cipta', 'kerja', 'tugas', 'aparat', 'polisi', 'layan', 'lindung', 'ayom', 'atur', 'masyarakat', 'republik']","{'koalisi': 1, 'aksi': 1, 'selamat': 1, 'indonesia': 2, 'sayang': 1, 'aparat': 2, 'polisi': 3, 'tangan': 1, 'tolak': 2, 'rancang': 2, 'undang': 6, 'omnibus': 1, 'law': 1, 'cipta': 2, 'kerja': 2, 'kamis': 1, 'daerah': 1, 'kritik': 1, 'hadap': 1, 'tugas': 1, 'layan': 1, 'lindung': 1, 'ayom': 1, 'atur': 1, 'masyarakat': 1, 'republik': 1}"
1239,@BungAji,0,"Mau download RUU Cipta Kerja dari website 
@DPR_RI
 hasil nya Zonk bin Ambyar 

#TolakOmnibusLaw #BatalkanCiptaker",download rancang undang undang cipta kerja website hasil zonk bin ambyar,"['download', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'website', 'hasil', 'zonk', 'bin', 'ambyar']","{'download': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'website': 1, 'hasil': 1, 'zonk': 1, 'bin': 1, 'ambyar': 1}"
483,@Cak_Hariy,1,"Makanya Pak, April 2020 NU dsn MU sdh meminta kpda Pememrintah agar Menunda Pembahasan RUU Cipta Kerja, agar semua pihak bisa memahami dan duduk bersama. Bkn spt skrng semua orang fokus pandemi covid, Pemerintah dan DPR mensahkan, inilah yg memantik penolakan.Tweet Kutipan
¥f@i$
@Yfais
 · 9 Okt
Membalas @Cak_Hariy @nahdlatululama  dan 2 lainnya
Mungkin @nahdlatululama bisa memelopori pengajuan Judicial Review ke MK. Biar dibuka isi pasal2nya dan mekanisme perundang2annya apa sdh sesuai. Dan bisa mengurangi orang yg memang suka rusuh yg menunggangi demo. cc: @jokowi @Kiyai_MarufAmin @saidaqil",april nu perintah tunda bahas rancang undang undang cipta kerja paham duduk orang fokus pandemi covid perintah dewan wakil rakyat sah mantik tolak tweet kutip f oktober balas lopor aju judicial review mahkamah konstitusi biar buka isi mekanisme sesuai kurang orang suka rusuh tunggang demo cc,"['april', 'nu', 'perintah', 'tunda', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'paham', 'duduk', 'orang', 'fokus', 'pandemi', 'covid', 'perintah', 'dewan', 'wakil', 'rakyat', 'sah', 'mantik', 'tolak', 'tweet', 'kutip', 'f', 'oktober', 'balas', 'lopor', 'aju', 'judicial', 'review', 'mahkamah', 'konstitusi', 'biar', 'buka', 'isi', 'mekanisme', 'sesuai', 'kurang', 'orang', 'suka', 'rusuh', 'tunggang', 'demo', 'cc']","{'april': 1, 'nu': 1, 'perintah': 2, 'tunda': 1, 'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'paham': 1, 'duduk': 1, 'orang': 2, 'fokus': 1, 'pandemi': 1, 'covid': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'sah': 1, 'mantik': 1, 'tolak': 1, 'tweet': 1, 'kutip': 1, 'f': 1, 'oktober': 1, 'balas': 1, 'lopor': 1, 'aju': 1, 'judicial': 1, 'review': 1, 'mahkamah': 1, 'konstitusi': 1, 'biar': 1, 'buka': 1, 'isi': 1, 'mekanisme': 1, 'sesuai': 1, 'kurang': 1, 'suka': 1, 'rusuh': 1, 'tunggang': 1, 'demo': 1, 'cc': 1}"
1397,@mmm_enak,0,"RUU Cipta kerja dibikin, banyak yang ga setuju, terus di sah-in, banyak yang ga setuju, berujung demo dimana-mana, presiden melalui Chanel yutub nya memberi penjelasan ceunah.
KENAPA GA DILURUSIN DARI AWAL SIH. Seneng banget bikin orang repot #SaatnyaJokowiTurun",rancang undang undang cipta kerja bikin tuju sah tuju ujung demo mana presiden salur youtube jelas lurus sih neng banget bikin orang repot,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'bikin', 'tuju', 'sah', 'tuju', 'ujung', 'demo', 'mana', 'presiden', 'salur', 'youtube', 'jelas', 'lurus', 'sih', 'neng', 'banget', 'bikin', 'orang', 'repot']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'bikin': 2, 'tuju': 2, 'sah': 1, 'ujung': 1, 'demo': 1, 'mana': 1, 'presiden': 1, 'salur': 1, 'youtube': 1, 'jelas': 1, 'lurus': 1, 'sih': 1, 'neng': 1, 'banget': 1, 'orang': 1, 'repot': 1}"
1304,@littlekana137,0,"Gue bingung sebenarnya, ini dpr mengesahkan RUU Cipta Kerja kan?
Tapi banyak anggota DPR yg gak paham apa isi RUU nya? 
Gimana toh pak buk? Kalau gak paham kenapa disahkan?
Target apa yg kalian kejar? 
Berapa banyak uang yg kalian dapatkan?
#TolakUUCiptaKerja",bingung dewan wakil rakyat kesah rancang undang undang cipta kerja anggota dewan wakil rakyat paham isi rancang undang undang paham sah target kejar uang dapat,"['bingung', 'dewan', 'wakil', 'rakyat', 'kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'anggota', 'dewan', 'wakil', 'rakyat', 'paham', 'isi', 'rancang', 'undang', 'undang', 'paham', 'sah', 'target', 'kejar', 'uang', 'dapat']","{'bingung': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 2, 'kesah': 1, 'rancang': 2, 'undang': 4, 'cipta': 1, 'kerja': 1, 'anggota': 1, 'paham': 2, 'isi': 1, 'sah': 1, 'target': 1, 'kejar': 1, 'uang': 1, 'dapat': 1}"
444,@MalvaSelena,1,"Pelaku UMKM yang selama ini menjadi salah satu sektor yang terdampak pandemi Covid-19, diharapkan akan segera bangkit dengan disahkannya RUU Cipta Kerja.
Krn bnyk insentif dan kemudahan atau stimulus shg membuka peluang bagi sektor UMKM utk lbh berkembang
#RakyatButuhCiptaKerjaDede Budhyarto dan 6 lainnya",laku usaha mikro tengah salah sektor dampak pandemi covid harap bangkit sah rancang undang undang cipta kerja insentif mudah stimulus buka peluang sektor usaha mikro tengah kembang budhyarto,"['laku', 'usaha', 'mikro', 'tengah', 'salah', 'sektor', 'dampak', 'pandemi', 'covid', 'harap', 'bangkit', 'sah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'insentif', 'mudah', 'stimulus', 'buka', 'peluang', 'sektor', 'usaha', 'mikro', 'tengah', 'kembang', 'budhyarto']","{'laku': 1, 'usaha': 2, 'mikro': 2, 'tengah': 2, 'salah': 1, 'sektor': 2, 'dampak': 1, 'pandemi': 1, 'covid': 1, 'harap': 1, 'bangkit': 1, 'sah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'insentif': 1, 'mudah': 1, 'stimulus': 1, 'buka': 1, 'peluang': 1, 'kembang': 1, 'budhyarto': 1}"
491,@fktmb,0,"Belum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan 

Nah loh kok serampangan kejar setoran begini sih main nya 
udah diketok drafnya belum final , bener bener Cilaka ini 

Yakin Kalian sehat ⁦
@DPR_RI
⁩ ?
#CabutOmnibuslawBelum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan - Tirto.ID
Draft final masih belum ada meski RUU Cipta Kerja ini sudah disepakati DPR, DPD, dan pemerintah untuk menjadi Undang-Undan sejak, Senin (5/10/2020).
tirto.id",draf final rancang undang undang cipta kerja baleg dewan wakil rakyat rapi serampang kejar setor sih main ketok draf final celaka sehat draf final rancang undang undang cipta kerja baleg dewan wakil rakyat rapi tirto draf final rancang undang undang cipta kerja pakat dewan wakil rakyat dewan wakil daerah perintah undang undang senin tirto,"['draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baleg', 'dewan', 'wakil', 'rakyat', 'rapi', 'serampang', 'kejar', 'setor', 'sih', 'main', 'ketok', 'draf', 'final', 'celaka', 'sehat', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baleg', 'dewan', 'wakil', 'rakyat', 'rapi', 'tirto', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pakat', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'daerah', 'perintah', 'undang', 'undang', 'senin', 'tirto']","{'draf': 4, 'final': 4, 'rancang': 3, 'undang': 8, 'cipta': 3, 'kerja': 3, 'baleg': 2, 'dewan': 4, 'wakil': 4, 'rakyat': 3, 'rapi': 2, 'serampang': 1, 'kejar': 1, 'setor': 1, 'sih': 1, 'main': 1, 'ketok': 1, 'celaka': 1, 'sehat': 1, 'tirto': 2, 'pakat': 1, 'daerah': 1, 'perintah': 1, 'senin': 1}"
866,@etchalattes,1,"Membalas 
@collegemenfesssiapapun yang bakar... kalau misalnya demonstran... tolong diinget kalo salah satu yang ditentang dalam ruu cipta kerja tuh tentang isu lingkungan",balas bakar demonstran tolong salah tentang rancang undang undang cipta kerja isu lingkung,"['balas', 'bakar', 'demonstran', 'tolong', 'salah', 'tentang', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'isu', 'lingkung']","{'balas': 1, 'bakar': 1, 'demonstran': 1, 'tolong': 1, 'salah': 1, 'tentang': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'isu': 1, 'lingkung': 1}"
1647,@LILApama2011,1,"Nurjaman mengapresiasi bahwa langkah DPR yang menerima masukan dari serikat Buruh terkait RUU Cipta Kerja adalah satu langkah maju dalam pembahasan payung hukum sapu jagat tersebut.

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",nurjaman apresiasi langkah dewan wakil rakyat terima masuk serikat buruh kait rancang undang undang cipta kerja langkah maju bahas payung hukum sapu jagat kalah pandemi,"['nurjaman', 'apresiasi', 'langkah', 'dewan', 'wakil', 'rakyat', 'terima', 'masuk', 'serikat', 'buruh', 'kait', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'langkah', 'maju', 'bahas', 'payung', 'hukum', 'sapu', 'jagat', 'kalah', 'pandemi']","{'nurjaman': 1, 'apresiasi': 1, 'langkah': 2, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'terima': 1, 'masuk': 1, 'serikat': 1, 'buruh': 1, 'kait': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'maju': 1, 'bahas': 1, 'payung': 1, 'hukum': 1, 'sapu': 1, 'jagat': 1, 'kalah': 1, 'pandemi': 1}"
1246,@Yubi666,1,"RUU Cipta Kerja Disahkan, Pengamat Sebut Mogok Bukan Solusi
https://liputan6.com/news/read/4374615/ruu-cipta-kerja-disahkan-pengamat-sebut-mogok-bukan-solusi…

#CiptaKerjaLapanganKerja
#TolakDemoRusuh",rancang undang undang cipta kerja sah amat mogok solusi,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'amat', 'mogok', 'solusi']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sah': 1, 'amat': 1, 'mogok': 1, 'solusi': 1}"
335,@Sumiyati_52,1,"ketenagakerjaan, mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja, Minggu, 27 September 2020, di Hotel Swissbell Tangerang? 
#KRPIPerppuBatalkanUUCipker 
#MahasiswaBergerak",ketenagakerjaan isi draf final beda putus rapat panitia kerja rancang undang undang cipta kerja minggu september hotel swissbell tangerang,"['ketenagakerjaan', 'isi', 'draf', 'final', 'beda', 'putus', 'rapat', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'minggu', 'september', 'hotel', 'swissbell', 'tangerang']","{'ketenagakerjaan': 1, 'isi': 1, 'draf': 1, 'final': 1, 'beda': 1, 'putus': 1, 'rapat': 1, 'panitia': 1, 'kerja': 2, 'rancang': 1, 'undang': 2, 'cipta': 1, 'minggu': 1, 'september': 1, 'hotel': 1, 'swissbell': 1, 'tangerang': 1}"
1535,@fahiraidris,1,"18. 
@DPDRI
 dg keterbatasan ruang lingkup kewenangannya di bidang legislasi, telah berupaya semaksimal mungkin mengawal Omnibus Law RUU Cipta kerja di tingkat pertama, mulai dari Panja, Tim perumus, Tim singkronisasi, hingga Pendapat Mini DPD secara bersama2 dlm forum tripartit.Fahira Idris DPD RI dan 2 lainnya",batas ruang lingkup wenang bidang legislasi upaya maksimal awal omnibus law rancang undang undang cipta kerja tingkat panitia kerja tim rumus tim sinkronisasi dapat mini dewan wakil daerah forum tripartit fahira idris dewan wakil daerah rakyat indonesia,"['batas', 'ruang', 'lingkup', 'wenang', 'bidang', 'legislasi', 'upaya', 'maksimal', 'awal', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tingkat', 'panitia', 'kerja', 'tim', 'rumus', 'tim', 'sinkronisasi', 'dapat', 'mini', 'dewan', 'wakil', 'daerah', 'forum', 'tripartit', 'fahira', 'idris', 'dewan', 'wakil', 'daerah', 'rakyat', 'indonesia']","{'batas': 1, 'ruang': 1, 'lingkup': 1, 'wenang': 1, 'bidang': 1, 'legislasi': 1, 'upaya': 1, 'maksimal': 1, 'awal': 1, 'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'tingkat': 1, 'panitia': 1, 'tim': 2, 'rumus': 1, 'sinkronisasi': 1, 'dapat': 1, 'mini': 1, 'dewan': 2, 'wakil': 2, 'daerah': 2, 'forum': 1, 'tripartit': 1, 'fahira': 1, 'idris': 1, 'rakyat': 1, 'indonesia': 1}"
185,@PEDOMAN_id,1,"Naskah RUU Cipta Kerja Disampaikan ke Presiden https://pedoman.co/news/naskah-ruu-cipta-kerja-disampaikan-ke-presiden/… lewat 
@pedoman_id
#RakyatButuhUUCiptaKerja√ Naskah RUU Cipta Kerja Disampaikan ke Presiden
PEDOMAN.co - Naskah Rancangan Undang-undang tentang Cipta Kerja (RUU Cipta Kerja) yang telah disetujui oleh Dewan Perwakilan Rakyat Republik Indonesia (DPR RI)
pedoman.co",naskah rancang undang undang cipta kerja presiden,"['naskah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'presiden']","{'naskah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'presiden': 1}"
