,user_account,tweet,clean_tweet,sentimen
433,@PolsekTeluk,"Testimoni Tokoh Pemuda Bpk. JUNAIDY NASUTION Ketua ranting PP Desa Sei Buluh Kec. Teluk Mengkudu berisi himbauan  untuk meluruskan/tangkal hoax RUU Cipta Kerja, bijak gunakan medsos serta mengikuti protokol kesehatan.
#IndonesiaDamai
#IndonesiaMaju",testimoni tokoh pemuda junaidy nasution ketua ranting pp desa sei bulu camat teluk mengkudu isi himbau lurus tangkal hoax rancang undang undang cipta kerja bijak media sosial ikut protokol sehat,1
434,@ANugrah97424874,"Kalau di amati dari berbagai forum.
- dengan adanya covid 19
- RUU cipta kerja
- demo berjilid jilid .
Itu sangat berpengaruh pada pilkada yg akan datang,
Menurut filing saya angka golput untuk pilkada skrng akan sangat meningkat krn rakyat semakin tidak prcaya pd pemerintah nya",amat forum covid rancang undang undang cipta kerja demo jilid jilid pengaruh pilkada asa angka golput pilkada tingkat rakyat percaya perintah,0
435,@kantahkabpati,"Halo #SobATRBPN, Kemudahan pengurusan lahan akan dibenahi melalui RUU Cipta Kerja, guna meningkatkan iklim investasi yang kemudian akan menciptakan lapangan kerja.
.
#UntukEkonomiIndonesia
#IndonesiaMaju
#RUUCiptaKerja",halo mudah urus lahan benah rancang undang undang cipta kerja tingkat iklim investasi cipta lapang kerja,1
436,@m_fajar25,Jemput aja bund ngga perlu laporan uda kaya buat RUU cipta kerja aja,lapor kaya rancang undang undang cipta kerja,0
437,@JoeLaksono,"Pasal 44 RUU Cipta Kerja mempermudah sertifikasi halal bagi usaha mikro-kecil 
#UUCiptaKerja",pasal rancang undang undang cipta kerja mudah sertifikasi halal usaha mikro,1
438,@atr_bpn,"Halo #SobATRBPN Sofyan A. Djalil Menteri ATR/Kepala BPN yang menjadi salah satu pencetus lahirnya RUU Cipta Kerja, berbagi informasi nih dengan Deddy Corbuzier di kanal YouTube 
@mastercorbuzier
 

Ingin tahu bagaimana keseruan pembahasan mereka berdua, yuk kita nonton!!!",halo sofyan a djalil menteri kepala badan tahan nasional salah cetus lahir rancang undang undang cipta kerja bagi informasi deddy corbuzier kanal youtube seru bahas dua ayo tonton,1
439,@ppyjnt,"Cukup RUU cipta kerja wae seng mbok tolak, tresnoku ojo yo mas ",rancang undang undang cipta kerja seng tolak tresna ya mas,0
440,@YeWahyudi," DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstrasi",diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk demonstrasi,0
441,@___Dande___,"Skandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - http://Tirto.ID https://tirto.id/f5UX?utm_source=Twitter&utm_medium=Share…Tirto.ID - Jernih Mengalir Mencerahkan
Media online terkini. Menyajikan tulisan dan infografik berita nasional dan internasional serta analisis berdasarkan fakta dan data.
tirto.id",skandal dewan wakil rakyat perintah jokowi kesah rancang undang undang cipta kerja,1
442,@SonoraFM92,"Meluruskan 12 HOAX terkait Omnibus Law RUU Cipta Kerja, 
Yuk baca dan cermati yang sebenarnya..... 

#InfoSonora
Sumber : 
@PerekonomianRI",lurus hoax kait omnibus law rancang undang undang cipta kerja ayo baca cermat sumber,1
443,@Hendrijono4,"Hadirilah!
 DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk,1
444,@_rani1603,"OmnibusLaw RUU Ciptakerja ini disusun sesui dengan janji bapak Jokowi waktu kampanye untuk memangkas birokrasi yg berbelit belit dalam perijinan usaha 
#WBIndonesiaReadyForBusiness
#BarisanProKerja
#CiptakerjaSejahtera",omnibus law rancang undang undang cipta kerja susun sesuai janji jokowi kampanye mangkas birokrasi belit belit izin usaha,1
445,@xxx_scania,"dan sebenarnya mereka dpr ntah yang pro ntah yang kontra dengan omnibuslaw sama sama busuk. sengaja membumbungkan tinggi isu ruu cipta kerja untuk menutupi perpres vaksin covid. bangsat sekali :""",dewan wakil rakyat pro kontra omnibus law busuk sengaja bumbung isu rancang undang undang cipta kerja tutup pres vaksin covid bangsat,0
446,@ANTIPKI17,"Membalas 
@mohmahfudmdYg penting sih mfud dukung RUU cipta kerja",balas sih mahfud dukung rancang undang undang cipta kerja,1
447,B@gus,"Membalas 
@henrysubiakto“Hanya 30-an persen publik yang mengetahui tentang RUU Omnibus Law Cipta Kerja, di antara yang mengetahui lebih dari 90 persen setuju dengan RUU tersebut,” ungkap Direktur Eksekutif lembaga survei Indometer Leonard SB dalam press release di Jakarta, Jumat (16/10/2020).",balas an persen publik rancang undang undang omnibus law cipta kerja persen tuju rancang undang undang direktur eksekutif lembaga survei indometer leonard serikat buruh press rilis jakarta jumat,1
448,@RenalAri2012,"Malam minggu, masih bngung, cari draf final ruu cipta kerja 
Ad yg sama? Atau cm saya sndri yg beda?

#malamminggu",malam minggu bingung cari draf final rancang undang undang cipta kerja cm beda,1
449,@lokifuntoni,"Membalas 
@kiswiasmawatiUdah pergi, buktinya pemerintah udah gk ngurusi corona malah ngurusi ruu cipta kerja",balas pergi bukti perintah urus corona urus rancang undang undang cipta kerja,0
450,@JafarNwp,"Karna RUU Cipta Kerja Semua ini makanya begini sudah temanku
#TolakUUCiptaKerja #RakyatMenolakOmnibuslaw #TolakOmnibuslawDPR #MahasiswaBergerak #MahasiswaTurunKejalan #MahasiswaMelawan",rancang undang undang cipta kerja teman,0
451,@syahroni_muh,"Membalas 
@mohmahfudmdPak mending jgn di medsos, alangkah terdidiknya dilakukan di kampus bawa tu RUU CIPTA KERJA dibahas bersama, disaksikan rakyat semua biar tau point2 pada pasal tsb.",balas mending media sosial alangkah didik kampus bawa rancang undang undang cipta kerja bahas saksi rakyat biar pasal,1
452,@AlGhuyub,"Klu bener2 tuk bahagiain rakyat, coba terapin klaster ketenagakerjaan RUU Cipta Kerja untuk ASN, ingin lihat reaksi ASN. ASN juga pake aturan yg sama dgn pekerja swasta,..klu ASN reaksinya positif, mungkin rakyat bisa ada perbandingan yg positifTweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 17 Okt
Moeldoko Bela UU Ciptaker: Mau Diajak Bahagia Kok Susah Amat! https://cnnindonesia.com/nasional/20201017134904-32-559553/moeldoko-bela-uu-ciptaker-mau-diajak-bahagia-kok-susah-amat?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed…",bahagia rakyat coba terap kluster ketenagakerjaan rancang undang undang cipta kerja aparatur sipil negara lihat reaksi aparatur sipil negara aparatur sipil negara pakai atur kerja swasta aparatur sipil negara reaksi positif rakyat banding positif tweet kutip cnn indonesia oktober moeldoko bela undang undang cipta kerja ajak bahagia susah,1
453,@Raden_Soentana,"Membalas 
@edimaha233
 dan 
@annisasoraya77_Lembaga survey ini harus bertanggung jawab jika terjadi kerusuhan dimana-mana. Hasil survey yg dikeluarkan disaat sedang panas2nya aksi unras penolakan RUU Omnibus Law Cipta Kerja akan menjadi pemicu pergerakan massa yang sangat besar.

Cam kan itu.",balas survei tanggung rusuh mana hasil survei keluar saat aksi unras tolak rancang undang undang omnibus law cipta kerja picu gera kamera,0
455,@PPITaiwan,Mari membuka jendela dan perspektif baru dari narasumber Bee Talk’s episode 01 ini mengenai RUU Cipta Kerja melalui link berikut https://youtu.be/PIsG19MZ09k #PPITaiwan #BEE #kabinethexagon #BeeTalks,mari buka jendela perspektif narasumber bicara s episode rancang undang undang cipta kerja link,1
456,@KemnakerRI,"Pada kesempatan ini, Ibu Ida juga kembali menyampaikan bahwa dalam proses penyusunan RUU Cipta Kerja, pihaknya melibatkan partisipasi publik, baik unsur pekerja, pengusaha, kementerian, akademisi, dan lembaga lainnya, seperti ILO. Proses diskusi sudah berjalan melalui Tripnas.",sempat ida proses susun rancang undang undang cipta kerja libat partisipasi publik unsur kerja usaha menteri akademisi lembaga ilo proses diskusi jalan tripatrit nasional,1
457,@asrunmartin3,"RUU Cipta Kerja di kebut walaupun bnyak yang menentang, Yang Jadi Pertanyaannya Lapangan Kerjanya udah disiapin Belum Nech ?",rancang undang undang cipta kerja kebut tentang tanya lapang kerja,0
458,@MalikThoriq,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam
Minggu, 18 Oktober 2020

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstrasi massa maupun dalam",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk demonstrasi,1
459,@Lombokitacom,"“Petaka” RUU Cipta Kerja http://lombokita.com/petaka-ruu-cipta-kerja/… lewat 
@lombokitacom",petaka rancang undang undang cipta kerja,0
460,@Lukmanharijant4,"Membalas 
@henrysubiaktoKalau 90% setuju RUU Cipta Kerja, berarti yg tidak setuju hanya golongannya si Kadrun dan kami dong prof ",balas tuju rancang undang undang cipta kerja tuju golong si kadrun prof,0
461,@Mas_Say_Fh,Dulu pernah ada yg bilang. KPK dianggap penghambat investasi. Pd takut di OTT KPK. Takut masuk Indonesia. Tenang...kan sdh tersistem pengesahan RUU Cipta Kerja kan buat itu. Silahkan masuk ya...KPK sdh lemah kok. Kalau mau kuat tinggal ditekan remotnya. Lemah lagi. Gitu aja terus,bilang kpk anggap hambat investasi takut operasi tangkap tangan kpk takut masuk indonesia tenang sistem kesah rancang undang undang cipta kerja silah masuk ya kpk lemah kuat tinggal tekan remot lemah,0
462,@maroonwine,"Membalas 
@nmkzhana
 dan 
@worksfess'Maaf pak/bu mau tanya sebelumnya, apakah beliau salah satu anggota dpr yg termasuk ke dalam pendukung RUU cipta kerja? Terimakasih sebelumnya
'",balas maaf beliau salah anggota dewan wakil rakyat dukung rancang undang undang cipta kerja terima kasih,1
463,@blubir6,"Fakta RUU cipta kerja tidak ada upah murah untuk buruh

#CiptaKerjaBangunBangsa ",fakta rancang undang undang cipta kerja upah murah buruh,1
465,@ResTarakan,"HIMBAUAN BAGI PELAJAR UNTUK TIDAK IKUT SERTA AKSI DEMO PENOLAKAAN RUU CIPTA KERJA

DIHARAPKAN SELURUH MASYARAKAT AGAR TIDAK MUDAH TERPROVOKASI DAN PERCAYA DENVAN BERITA YANG BELUM JELAS KEBENARANNYA 
@polrestrk
 @DivHumas_Polri
 @infoseputapolri
 @KaltaraKabar
 @lensakuID
 @FokusBorneo",himbau ajar aksi demo tolak rancang undang undang cipta kerja harap masyarakat mudah provokasi percaya denvan berita benar,1
466,@ketendanqs,"Harta
Tahta
Tolak RUU Cipta kerja",harta tahta tolak rancang undang undang cipta kerja,0
468,@SabeIius,"Masyarakat sipil menolak keras segala bentuk naskah RUU CIPTA KERJA yg berbeda dengan NASKAH 1.035 halaman .

Naskah 1.035 halaman adalah NASKAH ASLI YG DISAHKAN DPR 
@jokowi
 @SBYudhoyono
 @reflyhz
 @jimlyas
 @ulil
 @budimandjatmiko
 @awemany
 @msaid_didu
 @panca66",masyarakat sipil tolak keras bentuk naskah rancang undang undang cipta kerja beda naskah halaman naskah halaman naskah asli sah dewan wakil rakyat,0
469,@M_Katjasungkana,"Membalas 
@KDroneHunter
 @kramlim_nkri
 dan 
@fadjroeLDemo sendiri bertujuan utk menyampaikan aspirasi yg buntu kpd para pemangku kepentingan. Kalau mereka menolak dan memilih jalan memaksa utk membatalkan RUU Cipta Kerja artinya 'blm berkuasa sj sdh bersikap tiran ?'",balas tuju aspirasi buntu mang penting tolak pilih jalan paksa batal rancang undang undang cipta kerja kuasa sikap tiran,1
470,@erwinzoee,Contohna menanggapi respon worldbank atas pengesahan RUU Cipta Kerja. Ceuk dosen kudu diajar Bretton Woods tahun 1944.,contoh tanggap respons bank dunia kesah rancang undang undang cipta kerja dosen ajar woods tahi,0
472,@AffindaDinda,RUU Cipta kerja mensejahterakan buruh,rancang undang undang cipta kerja sejahtera buruh,1
474,@SugengSPdI1,"Membalas 
@hnurwahidNgurus RUU Cipta Kerja sehingga menjadi Undang-undang aja nggak becus, diakhir nolak diawal mingkem, preeeeet",balas rancang undang undang cipta kerja undang undang becus akhir tolak awal mingkem kerja rumah,0
478,@myputun,"Bagai Kiamat yg Akan Menjemput Rezim Now Sehingga Begitu Terburu-buru dn atau di Paksakan Pengesahannya RUU CILAKA menjadi Undang"".

Ekonom Universitas Indonesia Faisal Basri menyoroti Undang-undang Cipta Kerja atau UU Cipta Kerja yang naskahnya ...Tempo di BaBe
Ekonom Universitas Indonesia Faisal Basri menyoroti Undang-undang Cipta Kerja atau UU Cipta Kerja yang naskahnya masih berubah-ubah setelah disahkan pada Senin, 5 Oktober 2020. Ia mengatakan dalam...
babe.news",kiamat jemput rezim now buru buru paksa kesah rancang undang undang celaka undang ekonomi universitas indonesia faisal basri sorot undang undang cipta kerja undang undang cipta kerja naskah tempo ayah ekonomi universitas indonesia faisal basri sorot undang undang cipta kerja undang undang cipta kerja naskah ubah ubah sah senin oktober ayah news,0
479,@EkoFirman15,"RUU CIPTA KERJA onimboslaw kalau sudah berjalan di pemerintahan . Ini fakta fakta bahwa program pemerintah di semua sektor berjalan lancar. Ini semua Buat rakyat Indonesia 
 maju.",rancang undang undang cipta kerja omnibus law jalan perintah fakta fakta program perintah sektor jalan lancar rakyat indonesia maju,1
480,@haytawantawan,"moots ada yang simpan penjelasan dan point point ruu cipta kerja kemarin itu ga? tapi dalam bahasa inggris

kalau ada bsa komen yaa makasiii",moots simpan jelas poin poin rancang undang undang cipta kerja kemarin bahasa inggris komentar ya makas,0
481,Dedek Prayudi - Uki || ig: @uki_dedek,"Like it or not, RUU Cipta Kerja menyederhanakan & mensingkronisasi aturan & perizinan usaha di Indonesia yang selama ini dikenal birokratis, berjenjang, kompleks & rentan perilaku korup pemegang otoritas.

Hanya dalam prosesnya, para law-maker lupa pentingnya public ownership.",like not rancang undang undang cipta kerja sederhana sinkronisasi atur izin usaha indonesia kenal birokratis jenjang kompleks rentan perilaku korup pegang otoritas proses law buat lupa publik milik,0
484,@rusyanaagus676,"Kenyataannya draf RUU CIPTA KERJA TIDAK DIBACA , TIDAK DIPAHAMI ANGGOTA DPR PARAH ...ISINYA ADA YG MELENCENG CUMA UNTUNGKAN PENGUSAHA & INVESTORTweet Kutipan
Joko Widodo
@jokowi
 · 16 Okt
""Undang-Undang Cipta Kerja adalah upaya reformasi besar untuk menjadikan Indonesia lebih kompetitif."" Ini kata Bank Dunia. 

Berikut pernyataan lengkapnya.",nyata draf rancang undang undang cipta kerja baca paham anggota dewan wakil rakyat parah isi lenceng untung usaha investor tweet kutip joko widodo oktober undang undang cipta kerja upaya reformasi jadi indonesia kompetitif bank dunia nyata lengkap,0
485,@Tijenhabeahan1,"Membalas 
@sichhiray1010
 @Stevano_Itong
 dan 
@CNNIndonesiaYang lucu yang ajak debat bukan detailnya subtansi isi RUU om, debatnya langsung pembatalan RUU, rasanya seburuknya manusia gk mngkin dong mau hancurkan negara,ditelah dong isi RUU pasal mana yg menyesatkan, karena sebagian untuk mempermudah cipta kerja,",balas lucu ajak debat detail substansi isi rancang undang undang om debat langsung batal rancang undang undang buruk manusia hancur negara telah isi rancang undang undang pasal sesat mudah cipta kerja,1
486,@EkoFirman15,"RUU CIPTA KERJA onimboslaw kalau sudah di trapkan di jalan kan . Waoooo 
 jossss. Negara jadi maju SDM pun jossss 
. Terbangun negara Nya terbangun SDM masyarakat Indonesia ",rancang undang undang cipta kerja omnibus law trap jalan whatsapp josss negara maju sumber daya manusia josss bangun negara bangun sumber daya manusia masyarakat indonesia,1
487,@ReggyDio,"Mengesahkan RUU ""Cipta Kerja"",
Membuka Kotak Pandora Izin Lingkungan?

Izin Lingkungan yang sekarang dipegang oleh Pemerintah Pusat adalah sebuah problematika baru dari (upaya?) memecahkan problematika lama.

1. Thread.",kesah rancang undang undang cipta kerja buka kotak pandora izin lingkung izin lingkung pegang perintah pusat problematika upaya pecah problematika utas,0
488,@EkoFirman15,"Ini bukan hoax loo. Negeri ku senyum bahagia 
. Fakta fakta yang . Indonesia 
 maju senyum bahagia. RUU CIPTA KERJA onimboslaw di berjalan seperti bangunan yang di bawah. 
. Malu 
 kalau bangunan pada makrak warisan Bapak SBY terselesaikan dengan baik Amiiinn.Tweet Kutipan
Dini PoedjiHardianti
@DiniHrdianti
 · 17 Okt
Hoax telah memutarbalikkan materi UU CIPTAKER tanpa membaca & mengetahui isinya. Mereka asal menolak terutama anak2 muda. 
Ikutan demo yg tdk tau apa yg didemokan dan utk membela kepentingan siapa.. 
#OmnibusLawPerkuatUMKM
Tampilkan utas ini",hoax negeri senyum bahagia fakta fakta indonesia maju senyum bahagia rancang undang undang cipta kerja omnibus law jalan bangun malu bangun makrak waris susilo bambang yudhoyono selesai tweet kutip poedji hardianti oktober hoax putar materi undang undang cipta kerja baca isi tolak muda ikut demo demo bela penting tampil utas,1
489,@AudryRibka,"Membalas 
@SammiSohOoo... sebagian kecil isi pasal-pasal RUU Cipta Kerja itu toh! Makanya jangan-jangan DIA menolak, mengerahkan alias memperalat para buruh demo sambil merusuh merusak membakar.. ckckckck...luar biasa! Trus kira-kira OTAKnya....???",balas isi pasal pasal rancang undang undang cipta kerja tolak kerah alias alat buruh demo rusuh rusak bakar otak,0
490,@EkoFirman15,"Bapak Gatot Nurmantyo dukung RUU CIPTA KERJA onimboslaw. Anak buah ngawor aku jadi malu 
 . nama bapak jadi jelek di Padang masyarakat Indonesia 
. Bahwa anak buah bapak Gatot Nurmantyo kok masuk bui .
 Aku jadi malu 
 sama masyarakat Indonesia 
.
 sory",gatot nurmantyo dukung rancang undang undang cipta kerja omnibus law anak buah ngawur malu nama jelek padang masyarakat indonesia anak buah gatot nurmantyo masuk bui malu masyarakat indonesia maaf,1
492,@suarajuang,"Politikus PDI Perjuangan Hendrawan Supratikno menilai Fraksi Demokrat tidak konsisten dalam pandangan yang berkembang selama ikut pembahasan RUU Cipta Kerja di DPR. Meski begitu, Hendrawan tetap menghargai perbedaan pendapat yang ada. #SuaraPerjuanganSoal UU Cipta Kerja, Politisi PDIP Sebut Sikap Demokrat Tak Konsisten Sejak Awal - Tribunnews.com
Hendrawan Supratikno mengatakan, tidak ada yang menuduh secara spesifik terkait dalang unjuk rasa menolak UU Cipta Kerja.
tribunnews.com",politikus pdi juang hendrawan supratikno nilai fraksi demokrat konsisten pandang kembang bahas rancang undang undang cipta kerja dewan wakil rakyat hendrawan harga beda dapat undang undang cipta kerja politis pdip sikap demokrat konsisten hendrawan supratikno tuduh spesifik kait dalang unjuk tolak undang undang cipta kerja,0
493,@salmaakela,october best month bangett kecuali RUU cipta kerja,oktober baik banget kecuali rancang undang undang cipta kerja,0
494,@RApi126,Kenapa RUU Omnibus Law Cipta Kerja terlalu Cepat diputuskan menjadi Undang - Undang di saat Pandemi Tuan Korona ( Covid ~ 19 )  ? ...,rancang undang undang omnibus law cipta kerja cepat putus undang undang pandemi tuan corona covid,0
495,@NurulHu35341098,"Membalas 
@Maruff_ebuRakyat ga minta apa"" dari pemerintah,hanya ingin RUU cipta kerja itu di batalkan yang mana ada pasal"" bisa merugikan rakyat. Kalo kerja pemerintah untuk rakyat ya harus dengarin kata rakyat bukan kata investor",balas perintah rancang undang undang cipta kerja batal pasal rugi rakyat kerja perintah rakyat ya dengar rakyat investor,0
497,@superjepri,"Membalas 
@fadlizonKan maksa mesti menggolkan RUU Cipta Kerja demi hasrat pengusaha. Petani bakal ditawari jadi buruh taninya. Gitu...",balas maksa mesti gol rancang undang undang cipta kerja hasrat usaha tani tawar buruh tani,0
499,@galaetena,"Membalas 
@aldabcdemasalah titid kecil aja bisa jadi Perdebatan panjang yaa, apalagi ruu cipta kerja yg halamannya ratusan. keep fighting",balas titit debat ya rancang undang undang cipta kerja halaman ratus keep kelahi,0
500,@agushamonangan,"RUU Cipta Kerja itu mirip janji. Belum cukup memikat jika janji itu
terlepas dari konteksnya.

#ANALISISBUDAYA
Pekerja

Oleh  
@ariel_heryanto
https://web.facebook.com/groups/Pembaca.KOMPAS/permalink/10164244612870565…",rancang undang undang cipta kerja janji mikat janji lepas konteks kerja,0
501,@saeni_sukri,"Personil gabungan  Polres Palu dan Polsek palu timur hari ini Sabtu  17
Oktober 2020 Di pimpin Langsung BPK Kapolsek Palu Timur Iptu UMAR SH dan WakaPolsek Iptu Made Antera
melaksanakan pengamanan Unras Damai dari Aliansi FPR Palu dgn tuntutan Penolakan RUU Cipta Kerja(Omnibuslaw",personel gabung polres palu polsek palu timur sabtu oktober pimpin langsung kapolsek palu timur iptu umar sh wakapolsek iptu made antera laksana aman unras damai aliansi front bela rakyat palu tuntut tolak rancang undang undang cipta kerja omnibus law,1
504,@ferriyuupy,"Membalas 
@wasitoaoeonok 12 fakta cilaka RUU cipta kerja seng kontroversial , nek aku demo mergo iki , nek awake demo mergo njerone sampean pelajari meneh , padahal ws ono keterangan bahwa 13 point penting iku sek diragukan , kok sek ngeyel ae , moco moco o mas.",balas fakta celaka rancang undang undang cipta kerja seng kontroversial nek demo nek awak demo ajar teh terang poin bentar ragu bentar ngeyel baca baca o mas,0
505,@abdulrtah,"Membalas 
@ONCOMBNDUNGuu cipta kerja 
 ruu cipta karya donk 
 ",balas cipta kerja rancang undang undang cipta karya,0
507,@Aku52181234,"*Hadirilah!*
 *DISKUSI AKTUAL* 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*
_Minggu, 18 Oktober 2020_
_Pukul 08.00--Selesai_

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober pukul selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat,0
509,@_daRNo_,"#OmnibusLawPerkuatUMKM 
Mempermudah Koperasi dan UMKM adalah tujuan dibuatnya RUU Cipta Kerja..",mudah koperasi usaha mikro tengah tuju rancang undang undang cipta kerja,1
510,@arif1eca," *ISLAMIC LAWYER FORUM #5 : ""UU OMNIBUS LAW CIPTA KERJA, UNTUK SIAPA?""*

DPR RI akhirnya ketok palu, menyetujui RUU Omnibus Law Cipta Kerja sebagai Undang-undang, pada 5 Oktober 2020 yang lalu.

RUU atas usulan pemerintah ini, dari awal terkesan terburu-buru dalam prosesny",islam lawyer forum undang undang omnibus law cipta kerja dewan wakil rakyat rakyat indonesia ketok palu tuju rancang undang undang omnibus law cipta kerja undang undang oktober rancang undang undang usul perintah kes buru buru proses,1
511,@arif1eca,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam

Ahad, 18 Oktober 2020
Pukul 08.00 -- selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat,",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam ahad oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat,1
512,@Aefreetofly,"Membalas 
@IrfanMS72875478
 dan 
@NewAnonLokalBaca lagiii yg tenaang. 

Otak mu kayaknya masih byk ruang kosongnya ini. Mungkin udah byk sarang laba2nya juga.

Saatnya dibersihiin n di isi dengan isi yg bagus2.

Baca lagiii...yuk!

Yang lain juga ayo baca yaa..!

Link RUU CIPTA KERJA 812 halaman.
http://bit.ly/3dD6yjI",balas tenang otak kayak ruang kosong sarang bersih n isi isi baca ayo ayo baca ya link rancang undang undang cipta kerja halaman,0
513,@dheaagstna_,"Otak mumet banget di tugasin ngereview ruu cipta kerja mana halamannya banyak 
 gw paling banyak baca buku yg halamannya 200an doang ini berkali2 lipat dari itu huaa",otak pusing banget tugas review rancang undang undang cipta kerja halaman baca buku halaman doang lipat,0
514,@edwarddominic88,Perubahan di Kluster Pajak atas disahkannya RUU Cipta Kerja,ubah kluster pajak sah rancang undang undang cipta kerja,1
515,@donipurnama_id,"Tau aah gelap oleh ruu cipta kerjaTweet Kutipan
Joko Widodo
@jokowi
 · 17 Okt
Selama vaksin dan obatnya belum ada, perisai paling ampuh untuk menghindar dari virus Covid-19 adalah mengenakan masker, menjaga jarak, dan menghindari kerumunan.

Masker melindungi Anda, keluarga, kerabat, dan orang-orang lain. Jangan pernah lalai mengenakannya.",gelap rancang undang undang cipta kerja tweet kutip joko widodo oktober vaksin obat perisai ampuh hindar virus covid kena masker jaga jarak hindar kerumun masker lindung keluarga kerabat orang orang lalai kena,0
516,@DaengLalo,"Webinar IKA Unhas Korwil Gorontalo ""Omnibus Law RUU Cipta Kerja: Strategi, Implementasi dan Implikasi"" Sabtu, 17 Oktober 2020",webinar ika unhas korwil gorontalo omnibus law rancang undang undang cipta kerja strategi implementasi implikasi sabtu oktober,1
517,@nurfadil89,"*Hadirilah!*
 *DISKUSI AKTUAL* 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*
_Minggu, 18 Oktober 2020_

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstrasi massa",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk demonstrasi,0
518,@Tijenhabeahan1,"Membalas 
@Rudy47013057
 dan 
@CNNIndonesiaIni bukan asumsi tapi nyatanya 99 % yg protes gak tau isinya, sebagai masyarakat kan bingung liat yg protes gk tau isinya, ruu gk semua isin ya buruk, untuk cipta kerja kok di pandemi ini, kalo mau elegan bahas dong mana yg perlu di uji materi, banyak ko tokoh yg dukung uji ke mk",balas asumsi protes isi masyarakat bingung lihat protes isi rancang undang undang malu ya buruk cipta kerja pandemi elegan bahas uji materi tokoh dukung uji mahkamah konstitusi,1
519,@tjhinfar21,"7. Dibentuk Panja 

Badan legislasi DPR RI , DPD RI dan Pemerintah melakukan rapat perdana utk membahas RUU Cipta kerja pada tgl 14 April 2020 dan membentuk panitia kerja (Panja) RUU Cipta Kerja 

Jadi semua tahapan sudah sesuai prosedur

Waspada Korona
#CiptaKerjaBangunBangsa",bentuk panitia kerja badan legislasi dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah rapat perdana bahas rancang undang undang cipta kerja tanggal april bentuk panitia kerja panitia kerja rancang undang undang cipta kerja tahap sesuai prosedur waspada corona,1
520,@tjhinfar21,"6. Konsultasi Publik dengar pendapat

Sebelum disahkan RUU Cipta Kerja terlebih dahulu didiskusikan kembali diruang publik 
Dengan menyerap aspirasi masyarakat dari berbagai kalangan baik akademisi maupun pemangku kepentingan

Waspada Korona
#CiptaKerjaBangunBangsa",konsultasi publik dengar dapat sah rancang undang undang cipta kerja diskusi ruang publik serap aspirasi masyarakat kalang akademisi mang penting waspada corona,1
